Module,0hrs.ATACSeq_REPLICANT.1,0hrs.ATACSeq_REPLICANT.2,6hrs.ATACSeq_REPLICANT.1,6hrs.ATACSeq_REPLICANT.2
Module_22222,65,44,46,42
Module_7583,38,19,32,28
Module_17284,34,19,42,44
Module_5456,21,9,10,8
Module_5457,15,10,6,22
Module_25043,22,10,7,2
Module_14406,10,5,4,7
Module_14407,13,14,22,9
Module_17285,14,10,8,18
Module_7584,15,6,6,11
Module_22223,9,8,15,20
Module_7585,29,12,9,8
Module_17286,4,8,4,5
Module_22224,16,6,20,13
Module_22225,40,18,26,29
Module_5458,8,3,2,6
Module_22226,4,4,0,1
Module_5459,18,5,0,0
Module_19421,16,13,18,20
Module_12859,44,36,47,78
Module_5460,22,11,11,17
Module_7586,6,4,8,11
Module_19422,58,25,26,28
Module_17287,32,20,26,53
Module_19423,38,12,18,24
Module_17288,33,23,28,58
Module_19424,37,10,15,21
Module_17289,81,51,108,140
Module_22227,110,48,86,94
Module_5461,38,27,18,24
Module_17290,53,27,21,28
Module_5462,9,6,6,4
Module_5463,32,8,5,6
Module_7587,80,29,33,59
Module_5464,23,5,4,10
Module_27432,43,20,63,43
Module_5465,19,16,14,5
Module_5466,16,10,2,8
Module_16498,21,17,11,22
Module_22228,86,55,71,90
Module_16499,21,16,12,23
Module_22229,85,55,70,88
Module_16500,21,17,12,22
Module_22230,86,55,69,87
Module_16501,23,17,12,22
Module_5467,61,6,31,32
Module_29139,12,10,0,2
Module_5468,40,7,22,14
Module_5469,4,6,5,8
Module_22231,133,85,157,172
Module_19425,40,32,30,36
Module_22232,25,8,18,29
Module_16502,6,6,2,2
Module_5470,16,1,5,6
Module_5471,42,15,12,16
Module_29140,37,22,16,29
Module_19426,13,0,13,14
Module_29141,37,21,15,33
Module_19427,14,2,17,28
Module_12860,23,6,7,6
Module_29142,109,62,72,62
Module_5472,6,1,6,4
Module_37080,17,12,8,4
Module_5473,6,2,6,4
Module_37081,19,10,9,4
Module_22233,135,70,79,128
Module_12861,14,9,12,12
Module_7588,70,35,30,51
Module_5474,18,12,6,14
Module_27433,56,38,55,52
Module_37082,7,10,4,8
Module_5475,50,14,30,39
Module_35466,1,0,0,2
Module_22234,38,12,31,22
Module_7589,16,6,4,6
Module_29143,42,18,14,28
Module_17291,12,9,2,4
Module_5476,5,6,7,0
Module_22235,9,10,12,18
Module_5477,50,19,36,50
Module_22236,31,23,26,26
Module_5478,26,11,22,11
Module_5479,40,31,18,13
Module_29144,73,30,59,27
Module_16503,20,24,0,25
Module_22237,22,5,16,21
Module_5480,20,4,8,12
Module_31177,56,33,20,35
Module_5481,22,5,6,4
Module_29145,14,7,10,10
Module_29146,57,30,32,50
Module_22238,14,6,6,2
Module_5482,80,52,56,86
Module_31178,18,12,20,22
Module_12862,10,4,10,8
Module_5483,30,23,12,4
Module_12863,4,4,4,4
Module_12864,32,32,18,39
Module_17292,23,11,10,10
Module_12865,25,33,21,33
Module_17293,20,10,6,12
Module_12866,18,2,12,8
Module_12867,15,7,9,10
Module_22239,20,18,26,54
Module_29147,31,11,22,4
Module_5484,59,30,25,35
Module_17294,68,24,25,40
Module_35467,33,8,18,11
Module_12868,4,0,4,2
Module_12869,30,26,26,37
Module_35468,18,16,8,7
Module_12870,29,26,26,37
Module_35469,19,16,11,7
Module_12871,29,26,26,37
Module_29148,4,10,9,6
Module_5485,18,8,12,12
Module_29149,22,7,10,16
Module_12872,62,27,52,54
Module_29150,16,12,7,4
Module_35470,22,5,14,5
Module_12873,15,12,56,29
Module_12874,31,12,26,27
Module_5486,107,71,75,107
Module_7590,14,2,5,10
Module_29151,14,6,0,6
Module_12875,11,0,2,3
Module_5487,18,2,4,2
Module_16504,9,0,8,2
Module_17295,35,24,28,26
Module_17296,34,20,32,49
Module_16505,3,2,6,6
Module_12876,12,2,2,9
Module_29152,4,0,4,2
Module_19428,60,36,28,28
Module_37083,103,51,32,44
Module_17297,12,0,4,0
Module_12877,31,14,20,20
Module_16506,8,4,4,2
Module_35471,17,4,6,14
Module_35472,9,6,0,4
Module_29153,14,8,12,8
Module_35473,21,8,8,10
Module_17298,114,64,116,150
Module_29154,3,0,4,8
Module_17299,77,47,62,69
Module_29155,36,16,8,10
Module_29156,14,8,2,4
Module_29157,8,8,5,3
Module_35474,36,14,28,31
Module_29158,7,11,3,5
Module_35475,69,46,63,64
Module_17300,46,9,39,30
Module_29159,4,8,5,4
Module_17301,51,16,28,37
Module_29160,17,12,0,9
Module_29161,38,23,4,4
Module_29162,23,16,12,5
Module_17302,55,21,45,53
Module_17303,11,0,3,14
Module_22240,10,0,2,4
Module_5488,74,24,67,86
Module_17304,30,19,21,40
Module_35476,6,3,18,17
Module_33291,26,19,8,10
Module_17305,8,2,8,1
Module_17306,16,10,36,31
Module_12878,37,12,16,24
Module_22241,21,15,8,28
Module_35477,43,14,19,17
Module_5489,2,10,0,0
Module_31179,52,21,24,19
Module_22242,21,13,12,14
Module_33292,8,5,0,0
Module_33293,50,29,61,56
Module_5490,31,16,16,43
Module_22243,17,6,17,20
Module_5491,53,31,29,46
Module_22244,14,7,19,28
Module_5492,46,29,24,37
Module_22245,14,7,19,28
Module_5493,45,28,23,33
Module_22246,8,7,17,27
Module_5494,41,35,28,25
Module_33294,46,10,30,36
Module_5495,41,35,28,26
Module_33295,45,10,28,35
Module_5496,40,36,28,26
Module_33296,38,11,30,42
Module_17307,13,6,4,4
Module_33297,21,11,14,15
Module_22247,42,10,24,52
Module_27434,18,8,37,25
Module_27435,30,16,16,8
Module_27436,22,13,13,22
Module_17308,28,14,27,32
Module_12879,34,3,17,19
Module_17309,24,18,22,31
Module_5497,21,22,16,28
Module_27437,29,6,12,22
Module_12880,35,5,24,23
Module_5498,20,22,16,30
Module_12881,34,6,24,21
Module_33298,12,6,5,6
Module_17310,19,14,20,27
Module_16507,0,6,4,8
Module_16508,2,6,20,17
Module_22248,8,4,12,8
Module_17311,22,4,9,5
Module_33299,6,11,6,30
Module_33300,28,11,4,16
Module_29163,15,7,8,13
Module_17312,21,4,14,14
Module_7591,8,2,4,9
Module_22249,6,2,10,8
Module_12882,12,10,4,8
Module_17313,39,24,15,40
Module_22250,6,0,2,1
Module_14408,1,4,1,2
Module_7592,4,4,4,0
Module_17314,34,26,30,36
Module_7593,6,2,2,6
Module_22251,9,5,19,10
Module_29164,4,0,2,4
Module_22252,8,5,20,9
Module_27438,26,8,16,28
Module_22253,2,0,6,10
Module_12883,38,12,12,5
Module_5499,13,10,18,12
Module_33301,41,30,27,18
Module_5500,59,36,33,46
Module_7594,38,28,18,43
Module_22254,18,10,9,9
Module_22255,26,14,28,28
Module_5501,27,3,10,8
Module_22256,26,14,24,27
Module_12884,19,11,9,16
Module_19429,12,6,10,2
Module_17315,6,6,6,13
Module_12885,52,40,58,88
Module_14409,12,8,13,26
Module_17316,30,13,22,44
Module_12886,39,26,26,62
Module_16509,18,15,24,10
Module_35478,39,18,44,46
Module_5502,41,12,33,35
Module_12887,52,23,52,72
Module_5503,18,8,47,33
Module_22257,26,13,22,23
Module_5504,21,12,38,31
Module_22258,24,11,19,33
Module_17317,11,4,2,10
Module_27439,20,4,2,25
Module_22259,37,20,8,29
Module_22260,3,8,14,8
Module_27440,12,2,4,12
Module_22261,8,4,8,13
Module_7595,17,8,9,2
Module_7596,6,6,7,6
Module_22262,14,7,6,9
Module_27441,74,39,49,62
Module_14410,6,1,6,2
Module_27442,16,10,8,9
Module_31180,49,21,30,24
Module_27443,8,4,4,11
Module_31181,35,21,16,19
Module_19430,16,8,14,8
Module_17318,20,12,23,16
Module_17319,30,15,22,32
Module_16510,8,6,8,6
Module_29165,35,17,36,38
Module_22263,20,10,23,12
Module_3777,38,24,37,52
Module_17320,3,2,13,14
Module_3778,24,15,33,47
Module_17321,4,2,14,16
Module_3779,67,26,47,55
Module_29166,64,38,50,39
Module_3780,5,9,8,10
Module_12888,15,7,8,14
Module_35479,18,8,12,14
Module_27444,28,16,24,31
Module_35480,16,10,12,11
Module_27445,57,32,32,49
Module_31182,16,16,12,4
Module_27446,71,29,49,50
Module_19431,156,72,83,110
Module_27447,48,21,33,44
Module_7597,73,32,37,46
Module_12889,29,27,13,18
Module_7598,90,40,41,44
Module_17322,38,24,30,50
Module_12890,36,30,21,38
Module_7599,85,37,39,36
Module_17323,43,26,40,56
Module_7600,80,37,34,32
Module_17324,68,30,66,84
Module_7601,44,25,12,16
Module_31183,27,25,22,21
Module_17325,70,30,89,92
Module_31184,33,27,21,27
Module_17326,131,68,187,185
Module_27448,6,8,12,17
Module_31185,62,27,37,48
Module_31186,16,5,5,6
Module_7602,45,22,38,42
Module_16511,60,27,42,44
Module_31187,5,11,6,2
Module_16512,50,24,38,39
Module_27449,17,2,6,0
Module_12891,86,66,84,111
Module_3781,9,6,8,7
Module_35481,2,7,6,11
Module_19432,13,2,0,4
Module_12892,33,23,16,31
Module_14411,49,32,51,64
Module_16513,8,0,8,8
Module_14412,21,20,22,26
Module_31188,13,23,16,10
Module_35482,16,14,4,0
Module_17327,68,36,56,62
Module_33302,70,27,45,69
Module_5505,49,14,38,24
Module_3782,14,4,8,4
Module_14413,10,8,19,22
Module_31189,4,2,2,6
Module_14414,10,8,18,20
Module_22264,49,33,25,45
Module_5506,10,9,7,15
Module_5507,22,20,26,20
Module_12893,46,18,33,34
Module_5508,22,13,16,16
Module_12894,45,18,32,34
Module_31190,37,28,12,26
Module_5509,20,10,12,15
Module_31191,40,31,13,26
Module_12895,50,24,40,37
Module_31192,41,34,16,26
Module_12896,49,23,38,37
Module_31193,46,31,16,23
Module_12897,28,7,18,13
Module_31194,33,16,8,11
Module_16514,30,12,12,12
Module_19433,26,6,2,9
Module_5510,69,24,46,50
Module_17328,19,14,9,12
Module_5511,65,15,43,49
Module_7603,9,11,8,2
Module_12898,35,22,12,18
Module_5512,88,54,65,56
Module_7604,13,1,6,2
Module_12899,31,21,37,23
Module_5513,66,26,29,53
Module_19434,52,19,20,18
Module_7605,20,7,14,12
Module_3783,27,9,24,34
Module_12900,11,10,6,10
Module_7606,29,12,12,22
Module_5514,71,30,58,88
Module_12901,34,25,29,30
Module_5515,70,28,62,93
Module_12902,34,25,29,30
Module_5516,70,27,62,91
Module_12903,41,33,31,35
Module_12904,56,33,39,49
Module_12905,39,12,31,28
Module_33303,11,4,6,8
Module_33304,11,14,14,12
Module_7607,54,35,67,65
Module_33305,9,14,14,10
Module_7608,56,37,71,70
Module_33306,10,13,5,8
Module_7609,60,27,64,67
Module_33307,16,18,10,10
Module_33308,35,18,7,12
Module_29167,13,4,2,5
Module_27450,10,5,12,6
Module_12906,16,13,12,6
Module_27451,14,7,6,8
Module_12907,28,14,15,21
Module_5517,10,10,11,19
Module_5518,19,6,24,27
Module_12908,37,21,28,31
Module_27452,7,1,0,4
Module_27453,5,2,3,6
Module_33309,12,4,10,9
Module_19435,24,22,18,18
Module_7610,9,5,12,10
Module_12909,59,50,62,70
Module_27454,44,18,31,34
Module_27455,12,6,12,7
Module_17329,49,29,43,37
Module_5519,19,8,9,10
Module_17330,56,29,42,47
Module_5520,56,19,36,53
Module_29168,81,56,66,69
Module_27456,73,23,26,43
Module_27457,37,6,20,25
Module_17331,6,16,0,10
Module_27458,27,11,13,24
Module_17332,14,25,31,39
Module_5521,5,14,14,17
Module_17333,23,22,35,35
Module_5522,51,36,32,30
Module_1,13,6,4,4
Module_12910,6,8,14,5
Module_12911,38,18,34,24
Module_22265,25,10,14,15
Module_5523,127,36,65,77
Module_17334,25,10,16,16
Module_12912,8,8,12,20
Module_22266,8,5,4,4
Module_17335,16,13,7,7
Module_17336,11,13,14,19
Module_33310,72,30,26,53
Module_17337,6,15,6,5
Module_12913,15,13,7,6
Module_12914,30,17,11,14
Module_5524,74,43,71,72
Module_22267,30,10,18,29
Module_22268,40,10,26,18
Module_17338,26,11,14,9
Module_22269,43,20,26,32
Module_22270,11,1,15,16
Module_5525,76,47,35,35
Module_22271,17,2,2,4
Module_5526,101,79,86,93
Module_16515,10,4,18,10
Module_3784,39,16,20,35
Module_7611,20,8,12,12
Module_16516,8,6,23,12
Module_12915,2,6,7,4
Module_3785,54,27,48,57
Module_12916,28,20,35,39
Module_16517,30,36,20,24
Module_35483,92,40,42,45
Module_33311,13,3,4,0
Module_17339,38,36,23,30
Module_5527,85,54,89,106
Module_12917,3,4,14,9
Module_5528,62,52,86,97
Module_12918,22,17,16,21
Module_5529,48,34,30,41
Module_5530,137,56,82,105
Module_29169,3,4,2,0
Module_33312,8,1,6,12
Module_5531,57,32,45,53
Module_33313,31,8,17,19
Module_14415,26,15,18,34
Module_5532,3,2,8,4
Module_14416,25,30,50,78
Module_12919,34,18,36,58
Module_29170,2,6,4,1
Module_2,36,16,13,22
Module_7612,55,38,42,68
Module_29171,6,2,6,8
Module_19436,12,0,4,13
Module_33314,19,6,2,8
Module_17340,46,32,52,66
Module_5533,40,18,29,35
Module_7613,33,14,39,36
Module_5534,53,24,28,42
Module_12920,48,20,40,38
Module_29172,2,2,4,2
Module_33315,21,6,4,12
Module_14417,20,6,15,9
Module_33316,16,7,4,10
Module_14418,2,2,4,4
Module_14419,6,4,13,7
Module_3,25,12,21,17
Module_14420,16,3,3,7
Module_4,63,46,48,58
Module_19437,8,6,4,6
Module_14421,24,9,24,26
Module_7614,10,2,6,0
Module_19438,13,6,4,4
Module_14422,18,14,26,16
Module_29173,0,0,8,8
Module_19439,20,16,4,26
Module_29174,11,14,6,3
Module_19440,12,8,15,14
Module_17341,11,8,7,16
Module_5535,16,9,8,15
Module_19441,12,8,8,0
Module_19442,24,15,18,13
Module_17342,32,22,26,40
Module_29175,4,0,8,6
Module_17343,2,0,0,4
Module_5,40,19,10,14
Module_19443,2,0,0,0
Module_14423,27,7,19,11
Module_6,62,38,40,33
Module_17344,12,12,15,19
Module_29176,11,8,7,6
Module_33317,18,19,23,22
Module_5536,20,4,22,12
Module_17345,10,9,12,7
Module_7,15,6,14,10
Module_19444,19,5,4,7
Module_17346,34,26,30,16
Module_27459,2,4,8,4
Module_19445,66,31,21,30
Module_33318,7,5,2,2
Module_17347,45,10,25,35
Module_29177,49,22,24,42
Module_17348,21,9,18,33
Module_29178,42,20,21,35
Module_17349,26,10,19,37
Module_19446,27,11,12,16
Module_19447,24,5,4,8
Module_17350,21,4,8,12
Module_19448,10,4,2,1
Module_5537,21,7,11,8
Module_8,30,19,18,25
Module_5538,31,8,14,9
Module_9,34,21,20,27
Module_5539,31,7,12,8
Module_14424,52,8,33,26
Module_10,48,30,22,30
Module_5540,12,8,11,28
Module_33319,27,18,12,8
Module_27460,25,3,16,16
Module_27461,18,9,10,2
Module_5541,13,19,8,10
Module_11,10,4,15,5
Module_5542,13,18,8,9
Module_12,6,3,14,4
Module_33320,93,52,52,57
Module_13,10,4,8,2
Module_5543,58,35,69,67
Module_27462,7,9,2,2
Module_19449,49,15,33,42
Module_5544,18,17,6,13
Module_33321,39,23,20,23
Module_14,23,16,10,21
Module_15,12,0,6,5
Module_19450,18,19,12,10
Module_17351,28,7,13,19
Module_19451,7,5,4,4
Module_17352,27,10,8,30
Module_19452,5,9,2,1
Module_16,78,33,38,54
Module_27463,9,3,6,7
Module_27464,30,10,16,20
Module_17,11,4,1,7
Module_27465,5,6,5,0
Module_18,14,12,4,2
Module_19,116,51,108,93
Module_20,49,21,50,31
Module_3786,11,5,8,8
Module_37084,69,47,31,56
Module_19453,6,10,8,8
Module_21,76,50,65,102
Module_3787,43,25,25,15
Module_17353,8,4,6,2
Module_3788,47,26,28,15
Module_17354,7,6,4,4
Module_27466,30,11,10,12
Module_17355,3,1,2,4
Module_17356,18,16,6,16
Module_29179,43,29,12,20
Module_17357,36,14,38,29
Module_29180,47,30,12,22
Module_17358,44,15,45,34
Module_29181,51,34,12,22
Module_17359,44,13,46,35
Module_33322,87,27,42,63
Module_19454,10,6,7,1
Module_17360,15,14,4,15
Module_29182,16,11,0,10
Module_27467,47,21,23,22
Module_3789,5,0,0,6
Module_17361,20,15,14,16
Module_33323,35,26,26,30
Module_22,129,69,81,93
Module_27468,50,24,18,24
Module_17362,33,4,24,22
Module_27469,63,22,24,36
Module_33324,36,13,22,24
Module_33325,8,19,8,8
Module_27470,50,44,36,29
Module_33326,8,17,6,8
Module_27471,103,67,50,59
Module_23,118,60,72,116
Module_29183,31,13,16,7
Module_24,78,49,53,80
Module_27472,41,19,36,29
Module_29184,32,15,27,18
Module_27473,38,19,37,30
Module_29185,32,24,30,24
Module_27474,47,21,52,41
Module_29186,12,3,0,10
Module_27475,9,9,4,7
Module_29187,37,6,15,12
Module_27476,8,6,8,10
Module_27477,12,8,2,6
Module_25,153,68,74,96
Module_17363,35,16,24,26
Module_33327,11,0,2,9
Module_3790,6,6,4,13
Module_29188,10,7,2,2
Module_33328,16,17,4,12
Module_3791,8,0,12,2
Module_27478,15,2,5,0
Module_29189,18,8,6,11
Module_12921,16,6,0,6
Module_27479,34,11,24,13
Module_33329,17,5,4,3
Module_33330,24,10,4,2
Module_17364,18,3,32,24
Module_33331,12,2,4,4
Module_17365,26,22,21,50
Module_12922,14,8,12,11
Module_29190,6,4,0,1
Module_12923,29,26,24,32
Module_33332,78,35,70,82
Module_27480,13,9,3,9
Module_12924,15,5,13,2
Module_27481,15,6,9,17
Module_27482,37,20,41,65
Module_33333,12,9,9,6
Module_17366,53,28,42,44
Module_17367,29,20,48,24
Module_26,63,23,22,28
Module_17368,20,12,6,10
Module_27,11,4,2,7
Module_17369,69,29,60,46
Module_33334,110,94,137,125
Module_7615,4,2,4,3
Module_33335,74,66,111,98
Module_28,19,9,6,11
Module_17370,94,30,77,114
Module_29,23,10,12,13
Module_30,41,17,4,17
Module_3792,6,4,0,3
Module_17371,98,55,138,120
Module_3793,14,8,4,5
Module_14425,35,21,31,25
Module_3794,6,10,6,3
Module_14426,66,25,70,58
Module_33336,145,75,151,167
Module_27483,12,6,10,12
Module_22272,14,14,16,16
Module_14427,45,30,64,68
Module_33337,37,12,19,17
Module_31,17,11,14,24
Module_33338,43,16,21,16
Module_32,80,54,29,54
Module_29191,10,10,2,5
Module_29192,14,0,5,2
Module_33,44,11,30,26
Module_27484,12,6,10,14
Module_33339,39,18,29,34
Module_29193,6,8,6,8
Module_33340,43,8,15,9
Module_29194,24,15,6,18
Module_33341,59,8,8,18
Module_34,51,26,28,29
Module_29195,23,14,8,16
Module_35,52,26,29,29
Module_29196,20,14,9,15
Module_33342,54,12,6,19
Module_36,57,27,33,34
Module_33343,54,12,7,19
Module_29197,13,10,11,15
Module_33344,40,13,11,21
Module_29198,10,7,9,4
Module_29199,21,18,6,10
Module_29200,15,16,18,22
Module_33345,53,22,33,52
Module_29201,10,8,6,6
Module_14428,34,10,14,45
Module_29202,63,28,14,20
Module_37,60,38,41,63
Module_17372,27,24,37,34
Module_33346,0,4,5,4
Module_7616,10,4,0,4
Module_17373,35,22,46,49
Module_33347,18,0,14,16
Module_33348,6,0,6,2
Module_29203,6,5,0,1
Module_33349,12,8,6,13
Module_29204,19,5,6,7
Module_33350,13,14,5,9
Module_27485,22,10,13,11
Module_33351,26,13,10,18
Module_29205,47,22,12,20
Module_14429,16,17,18,17
Module_17374,48,22,35,22
Module_29206,19,9,4,0
Module_38,65,33,30,32
Module_29207,47,20,14,19
Module_17375,14,0,11,6
Module_12925,38,32,42,56
Module_3795,26,15,18,23
Module_22273,16,2,13,6
Module_27486,69,27,34,57
Module_14430,18,14,12,23
Module_33352,34,19,16,24
Module_7617,25,4,22,30
Module_22274,73,46,72,45
Module_14431,45,22,36,51
Module_17376,17,2,7,4
Module_39,11,11,6,2
Module_17377,25,14,14,16
Module_40,13,13,8,2
Module_41,38,12,22,20
Module_42,20,2,4,0
Module_33353,16,4,5,13
Module_43,13,7,4,2
Module_17378,39,26,40,32
Module_17379,27,4,3,2
Module_44,10,13,9,4
Module_27487,26,13,4,6
Module_22275,18,2,15,24
Module_45,20,6,0,2
Module_12926,4,4,0,2
Module_22276,15,2,13,19
Module_46,16,6,0,3
Module_17380,24,14,20,30
Module_12927,17,10,6,11
Module_12928,20,22,10,12
Module_47,8,6,14,16
Module_12929,39,15,17,17
Module_12930,19,12,21,23
Module_12931,27,14,16,10
Module_33354,33,14,36,27
Module_12932,6,4,12,8
Module_33355,33,14,32,25
Module_12933,9,5,10,0
Module_17381,22,10,16,22
Module_33356,54,22,20,26
Module_48,5,6,0,2
Module_49,17,6,4,4
Module_12934,9,7,2,10
Module_50,10,8,3,11
Module_51,8,10,6,3
Module_33357,30,13,35,31
Module_27488,6,0,1,5
Module_52,78,38,49,64
Module_53,24,10,36,28
Module_17382,21,11,27,25
Module_27489,10,2,0,3
Module_54,13,11,8,19
Module_55,34,37,56,53
Module_17383,75,35,61,70
Module_56,42,37,52,55
Module_17384,73,33,64,72
Module_57,41,36,53,51
Module_17385,72,32,64,70
Module_58,41,35,51,51
Module_17386,70,31,64,69
Module_27490,66,38,50,57
Module_17387,30,17,41,20
Module_59,37,16,25,34
Module_17388,152,89,179,144
Module_17389,45,25,73,81
Module_60,22,17,18,8
Module_17390,46,23,71,81
Module_61,21,17,18,8
Module_17391,44,23,68,81
Module_62,17,17,19,8
Module_17392,48,21,66,91
Module_63,19,20,21,13
Module_64,4,0,4,2
Module_17393,66,29,34,60
Module_17394,117,66,124,139
Module_17395,23,7,33,37
Module_17396,187,76,144,128
Module_65,15,11,18,24
Module_66,5,2,6,1
Module_17397,38,14,9,20
Module_22277,8,8,10,16
Module_22278,13,8,14,15
Module_3796,20,2,16,16
Module_67,29,18,18,20
Module_5545,36,7,33,36
Module_17398,9,7,6,3
Module_68,94,55,46,63
Module_69,22,14,15,14
Module_70,16,8,9,13
Module_17399,31,16,34,32
Module_71,26,13,10,22
Module_27491,80,43,90,100
Module_72,43,10,37,24
Module_14432,9,5,2,1
Module_29208,57,33,16,28
Module_22279,12,11,10,1
Module_5546,24,15,22,12
Module_12935,11,12,9,12
Module_12936,16,8,16,14
Module_27492,29,6,24,29
Module_73,34,21,41,47
Module_27493,29,6,24,27
Module_74,48,24,51,57
Module_27494,20,8,10,20
Module_12937,56,24,26,47
Module_12938,31,25,21,33
Module_75,56,16,22,46
Module_17400,4,8,14,12
Module_5547,9,6,11,12
Module_17401,16,4,11,5
Module_5548,29,23,48,45
Module_17402,2,2,8,4
Module_17403,10,2,0,0
Module_76,26,11,10,12
Module_27495,16,6,2,8
Module_77,16,10,8,20
Module_14433,5,1,5,2
Module_78,32,30,22,23
Module_14434,22,12,21,10
Module_79,34,19,9,13
Module_80,56,24,29,26
Module_5549,17,7,4,10
Module_14435,10,4,8,10
Module_14436,30,20,24,22
Module_12939,23,14,10,24
Module_81,25,11,18,14
Module_14437,4,7,2,11
Module_82,22,11,14,13
Module_17404,0,0,0,3
Module_12940,8,12,8,19
Module_22280,3,0,0,0
Module_17405,16,12,10,10
Module_12941,50,30,40,58
Module_12942,10,14,11,18
Module_29209,60,48,43,55
Module_14438,107,40,68,84
Module_14439,58,8,34,49
Module_14440,55,20,63,54
Module_12943,133,76,118,153
Module_14441,23,22,34,32
Module_17406,26,2,11,18
Module_14442,73,18,21,39
Module_17407,14,5,9,15
Module_5550,86,41,56,42
Module_22281,18,10,22,42
Module_22282,43,28,36,65
Module_17408,22,20,19,30
Module_5551,79,40,73,76
Module_17409,20,18,28,62
Module_14443,17,15,21,25
Module_5552,35,15,20,32
Module_12944,128,65,137,121
Module_5553,8,8,4,4
Module_83,44,25,36,48
Module_17410,93,40,54,86
Module_17411,77,32,28,36
Module_22283,85,36,59,120
Module_22284,22,2,12,24
Module_17412,37,19,26,18
Module_17413,149,62,125,162
Module_22285,5,0,4,12
Module_5554,23,16,25,21
Module_12945,74,38,42,96
Module_5555,22,14,24,18
Module_12946,19,20,35,46
Module_14444,41,23,31,36
Module_17414,33,20,39,41
Module_33358,31,24,32,30
Module_17415,30,19,42,47
Module_17416,26,15,14,31
Module_17417,59,28,32,30
Module_33359,17,9,2,5
Module_17418,76,38,64,59
Module_33360,37,22,18,29
Module_14445,28,6,20,18
Module_22286,0,2,0,0
Module_14446,7,0,7,1
Module_84,42,16,25,30
Module_14447,8,0,8,10
Module_85,42,17,25,30
Module_5556,24,10,6,16
Module_86,42,19,25,29
Module_5557,26,10,6,11
Module_12947,14,14,4,10
Module_14448,51,32,43,35
Module_12948,26,14,15,24
Module_5558,40,12,12,26
Module_14449,18,8,9,14
Module_22287,10,17,18,18
Module_17419,9,3,2,8
Module_33361,4,2,8,4
Module_87,18,5,18,12
Module_33362,10,7,7,3
Module_88,18,6,21,19
Module_12949,24,9,7,8
Module_33363,13,2,2,1
Module_14450,39,24,66,107
Module_5559,9,5,6,8
Module_33364,32,9,6,11
Module_17420,4,2,0,2
Module_33365,13,6,14,14
Module_33366,23,6,21,8
