Module,6hrs.H3K27ac_REPLICANT.1,6hrs.H3K27ac_REPLICANT.2,24hrs.H3K27ac_REPLICANT.1,24hrs.H3K27ac_REPLICANT.2
Module_9558,35,63,26,84
Module_601,9,16,21,31
Module_602,10,26,10,24
Module_18297,41,51,36,71
Module_603,21,32,24,31
Module_9559,27,40,32,58
Module_9560,6,13,29,34
Module_604,21,37,26,42
Module_605,24,36,30,41
Module_31512,26,24,36,55
Module_18298,34,32,26,45
Module_10413,13,22,19,35
Module_606,19,33,26,48
Module_29396,0,6,10,7
Module_31513,58,111,87,113
Module_31514,52,56,69,81
Module_31515,36,36,43,75
Module_35683,7,7,13,18
Module_10414,4,3,5,8
Module_10415,5,8,4,10
Module_10416,2,7,10,19
Module_607,30,49,34,54
Module_10417,5,11,10,28
Module_608,19,45,31,54
Module_10418,7,11,14,24
Module_609,16,39,28,44
Module_10419,7,13,11,24
Module_610,13,36,28,48
Module_10420,5,8,15,14
Module_13375,9,20,12,36
Module_7975,26,47,21,59
Module_9561,9,13,12,12
Module_10421,4,10,10,7
Module_9562,7,15,22,28
Module_31516,29,45,35,40
Module_9563,41,41,74,126
Module_9564,10,21,8,26
Module_16753,12,13,15,12
Module_9565,11,9,9,17
Module_10422,5,5,7,7
Module_29397,3,10,7,9
Module_9566,12,16,14,28
Module_35684,9,11,18,27
Module_10423,6,5,6,6
Module_9567,19,41,19,20
Module_39131,4,4,3,12
Module_16754,11,17,13,25
Module_35685,9,10,8,8
Module_25313,7,21,9,21
Module_4005,12,18,12,29
Module_611,18,33,44,60
Module_35686,21,12,16,26
Module_612,12,15,13,41
Module_35687,14,9,11,16
Module_613,11,14,13,42
Module_39132,2,4,3,3
Module_10424,28,32,26,34
Module_18299,45,70,50,86
Module_35688,5,12,14,26
Module_35689,9,19,19,27
Module_35690,23,28,28,50
Module_10425,43,70,28,65
Module_35691,45,63,45,69
Module_4006,39,64,46,107
Module_4007,70,97,81,162
Module_7976,2,2,5,7
Module_18300,13,14,20,33
Module_4008,31,56,34,88
Module_39133,6,14,5,9
Module_4009,35,54,27,71
Module_37267,3,0,2,4
Module_4010,43,65,39,84
Module_4011,23,17,39,55
Module_4012,22,30,30,58
Module_4013,66,104,69,128
Module_7977,10,15,6,9
Module_4014,141,197,179,289
Module_16755,10,4,6,15
Module_29398,6,7,0,8
Module_37268,36,50,48,63
Module_4015,20,29,34,60
Module_4016,43,82,60,115
Module_4017,7,23,20,33
Module_4018,13,23,20,31
Module_37269,8,8,9,9
Module_35692,2,9,9,15
Module_16756,11,18,21,26
Module_37270,4,3,6,6
Module_7978,2,2,6,11
Module_4019,48,82,60,97
Module_614,10,18,21,24
Module_4020,39,65,31,71
Module_615,12,11,14,22
Module_616,4,9,11,24
Module_13376,30,48,27,71
Module_39134,6,15,11,14
Module_16757,16,28,13,17
Module_617,25,35,41,71
Module_618,24,29,29,39
Module_16758,23,18,28,35
Module_16759,42,59,43,74
Module_619,5,18,24,36
Module_620,25,28,35,50
Module_35693,34,63,47,96
Module_16760,12,14,17,20
Module_621,22,30,29,39
Module_18301,35,63,40,53
Module_18302,29,31,32,41
Module_18303,46,69,61,77
Module_29399,9,12,6,13
Module_9568,35,55,49,98
Module_35694,4,3,10,13
Module_9569,11,19,24,26
Module_39135,15,24,6,23
Module_10426,27,39,36,55
Module_35695,11,14,18,51
Module_10427,38,35,30,55
Module_35696,16,13,28,41
Module_35697,11,14,28,38
Module_24087,9,4,6,19
Module_622,14,16,16,17
Module_24088,10,12,7,16
Module_35698,13,10,18,28
Module_35699,6,12,12,19
Module_39136,15,22,9,15
Module_623,23,30,25,37
Module_624,17,34,20,49
Module_35700,3,9,6,26
Module_16761,19,26,20,25
Module_16762,33,35,38,62
Module_39137,10,12,6,14
Module_33663,9,11,12,18
Module_39138,5,12,12,14
Module_10428,21,26,23,21
Module_35701,6,9,19,32
Module_625,13,13,7,10
Module_16763,43,77,41,65
Module_39139,9,13,12,16
Module_626,18,24,18,38
Module_24089,11,4,16,14
Module_627,19,19,18,34
Module_24090,11,3,12,12
Module_16764,34,53,30,59
Module_24091,13,4,17,20
Module_628,11,11,5,20
Module_629,7,7,17,8
Module_24092,20,36,23,38
Module_9570,18,14,21,25
Module_630,6,15,8,10
Module_35702,4,8,8,28
Module_10429,5,10,14,12
Module_35703,4,6,10,17
Module_10430,93,155,104,187
Module_35704,7,6,11,16
Module_10431,53,71,42,71
Module_24093,21,28,16,33
Module_24094,5,9,13,4
Module_10432,44,76,55,97
Module_39140,1,4,0,4
Module_35705,4,6,13,15
Module_24095,61,99,71,118
Module_24096,21,46,35,65
Module_10433,33,46,35,58
Module_24097,11,32,23,48
Module_10434,31,38,35,60
Module_10435,21,19,33,25
Module_24098,16,25,31,37
Module_33664,15,14,20,15
Module_24099,20,22,29,35
Module_10436,35,42,36,45
Module_24100,18,41,38,47
Module_33665,12,14,19,25
Module_24101,15,30,38,65
Module_35706,6,5,7,12
Module_18304,68,108,67,113
Module_10437,36,59,42,78
Module_31517,37,38,23,36
Module_24102,4,2,9,16
Module_35707,9,9,21,30
Module_31518,7,15,6,16
Module_35708,12,20,26,39
Module_9571,13,27,31,34
Module_18305,5,3,7,20
Module_9572,11,23,20,24
Module_31519,12,17,14,24
Module_35709,12,14,15,23
Module_9573,19,33,17,34
Module_16765,11,16,12,17
Module_24103,11,8,18,30
Module_35710,10,10,6,13
Module_7979,12,33,16,52
Module_35711,5,7,9,6
Module_33666,32,54,39,61
Module_7980,8,10,8,23
Module_631,20,36,32,55
Module_7981,11,7,8,14
Module_13377,13,23,18,31
Module_24104,12,22,18,16
Module_13378,6,6,9,20
Module_7982,17,35,10,26
Module_13379,34,47,50,75
Module_13380,20,23,25,69
Module_24105,9,9,13,21
Module_35712,28,30,19,15
Module_31520,24,26,23,35
Module_35713,30,38,36,47
Module_13381,9,9,12,8
Module_13382,26,16,20,15
Module_35714,12,15,18,24
Module_13383,18,23,16,39
Module_632,14,33,19,45
Module_13384,37,40,34,75
Module_633,13,21,31,36
Module_634,15,22,22,19
Module_35715,15,19,21,31
Module_9574,47,67,48,96
Module_9575,10,35,32,36
Module_635,25,27,27,53
Module_9576,11,13,14,20
Module_35716,17,20,18,29
Module_31521,20,31,31,53
Module_5923,6,17,13,14
Module_35717,12,16,10,17
Module_636,14,18,23,36
Module_637,61,43,47,90
Module_4021,21,22,23,37
Module_5924,6,11,6,7
Module_4022,17,16,24,29
Module_638,38,40,42,58
Module_24106,19,35,45,71
Module_24107,27,47,62,98
Module_24108,51,67,92,141
Module_4023,6,10,15,18
Module_639,11,11,17,21
Module_24109,25,40,65,75
Module_24110,23,30,47,82
Module_35718,13,10,7,12
Module_640,6,22,22,38
Module_13385,11,18,15,27
Module_24111,43,54,39,85
Module_24112,23,31,26,46
Module_13386,6,16,11,17
Module_13387,18,27,24,36
Module_24113,5,1,1,2
Module_4024,38,33,27,29
Module_13388,14,16,10,26
Module_24114,5,6,6,7
Module_641,13,4,9,9
Module_33667,12,20,15,17
Module_33668,13,21,13,28
Module_5925,17,23,25,31
Module_13389,18,21,18,19
Module_5926,10,26,17,35
Module_642,8,5,17,18
Module_33669,37,53,23,37
Module_33670,55,58,30,54
Module_643,34,73,52,91
Module_33671,21,20,16,28
Module_644,10,9,11,17
Module_35719,10,4,3,8
Module_35720,13,13,23,45
Module_35721,17,17,23,30
Module_35722,12,14,16,21
Module_35723,16,34,34,38
Module_35724,41,99,68,138
Module_35725,13,16,27,28
Module_37271,10,11,6,19
Module_35726,11,17,20,23
Module_35727,6,6,13,18
Module_35728,34,60,40,76
Module_35729,25,15,17,32
Module_35730,21,27,27,31
Module_35731,11,17,17,27
Module_35732,23,64,56,85
Module_33672,5,7,9,8
Module_35733,11,13,22,20
Module_35734,62,80,80,98
Module_35735,51,73,61,92
Module_645,5,10,16,22
Module_646,21,20,31,40
Module_647,15,14,20,37
Module_648,5,8,21,23
Module_33673,43,60,25,47
Module_37272,6,6,5,9
Module_27834,10,13,11,29
Module_33674,17,21,11,16
Module_35736,17,15,22,26
Module_27835,8,8,12,13
Module_33675,22,40,15,28
Module_9577,15,13,13,14
Module_27836,18,16,14,27
Module_35737,23,33,31,44
Module_33676,5,16,14,14
Module_4025,16,30,16,45
Module_27837,14,19,8,18
Module_33677,27,24,20,22
Module_35738,4,6,5,19
Module_649,7,14,25,31
Module_4026,26,27,26,40
Module_35739,16,21,26,49
Module_35740,7,14,11,19
Module_35741,22,22,16,31
Module_35742,37,51,32,75
Module_24115,12,7,6,12
Module_35743,7,16,13,16
Module_4027,7,10,10,15
Module_33678,44,82,47,90
Module_33679,16,35,26,35
Module_4028,22,23,12,34
Module_4029,9,22,14,35
Module_9578,8,17,8,21
Module_29400,10,19,12,25
Module_4030,16,15,24,43
Module_4031,20,27,27,48
Module_4032,15,33,28,53
Module_13390,19,25,20,23
Module_4033,25,40,35,64
Module_5927,5,5,10,13
Module_13391,81,112,64,83
Module_5928,25,54,34,65
Module_13392,83,100,71,113
Module_5929,0,3,5,9
Module_5930,11,11,17,18
Module_5931,0,2,8,11
Module_13393,22,31,27,29
Module_5932,17,35,22,45
Module_13394,14,9,9,16
Module_33680,11,26,17,28
Module_35744,69,111,70,134
Module_4034,30,33,16,30
Module_33681,8,8,6,14
Module_650,8,8,19,14
Module_33682,10,15,13,25
Module_33683,10,5,18,9
Module_651,16,8,20,18
Module_652,30,39,31,64
Module_7983,37,54,28,82
Module_7984,10,9,6,9
Module_653,4,8,3,12
Module_7985,12,14,13,15
Module_13395,6,12,2,12
Module_11567,7,10,5,6
Module_35745,24,23,29,42
Module_33684,20,22,19,33
Module_33685,17,19,15,27
Module_33686,24,37,15,30
Module_33687,11,17,8,16
Module_5933,4,5,6,7
Module_33688,17,31,16,49
Module_16766,10,8,19,22
Module_35746,10,19,16,28
Module_13396,12,12,18,19
Module_35747,15,17,27,50
Module_35748,49,66,45,63
Module_654,8,16,15,19
Module_33689,21,23,18,28
Module_655,15,15,23,42
Module_33690,1,7,9,10
Module_11568,17,30,17,27
Module_656,10,20,18,27
Module_33691,14,34,30,49
Module_11569,10,10,2,15
Module_33692,25,54,34,67
Module_11570,6,9,1,15
Module_33693,75,132,76,166
Module_657,17,23,20,30
Module_35749,9,18,23,28
Module_11571,4,7,7,8
Module_11572,5,6,6,11
Module_658,10,10,17,41
Module_11573,11,8,12,15
Module_29401,10,14,13,12
Module_659,9,12,15,25
Module_16767,40,62,40,101
Module_35750,31,23,24,36
Module_660,6,6,14,22
Module_9579,7,8,13,13
Module_35751,11,6,18,22
Module_4035,23,34,19,31
Module_4036,39,48,35,47
Module_35752,10,13,24,19
Module_4037,44,49,25,45
Module_4038,9,19,8,22
Module_11574,17,6,13,19
Module_4039,9,13,18,19
Module_11575,22,26,18,30
Module_4040,33,62,39,87
Module_661,5,13,23,33
Module_10438,40,46,42,56
Module_11576,17,16,20,25
Module_33694,14,29,22,47
Module_662,8,8,14,19
Module_35753,24,21,17,34
Module_663,20,26,23,58
Module_10439,17,21,12,27
Module_11577,5,4,15,15
Module_10440,20,28,13,30
Module_664,15,12,24,36
Module_11578,7,11,7,7
Module_665,8,8,8,24
Module_4041,7,9,10,12
Module_33695,10,13,23,18
Module_11579,8,3,5,10
Module_666,16,15,28,36
Module_35754,7,5,7,6
Module_35755,15,10,8,6
Module_11580,8,8,11,12
Module_35756,8,26,5,19
Module_35757,8,9,18,29
Module_35758,29,71,46,84
Module_35759,6,8,9,9
Module_35760,9,16,10,12
Module_13397,8,12,17,22
Module_35761,10,11,17,29
Module_35762,9,10,10,14
Module_33696,20,23,19,31
Module_33697,48,49,49,64
Module_35763,12,13,19,24
Module_13398,5,7,6,5
Module_35764,13,14,19,15
Module_13399,12,20,22,42
Module_13400,10,12,26,18
Module_25314,6,12,9,12
Module_33698,14,5,6,9
Module_29402,12,20,19,14
Module_13401,12,19,23,40
Module_25315,6,1,2,5
Module_18306,56,86,57,84
Module_25316,5,7,8,16
Module_35765,23,27,19,57
Module_35766,8,19,21,29
Module_35767,5,6,9,9
Module_35768,17,20,27,30
Module_10441,9,7,11,20
Module_10442,15,20,28,49
Module_13402,8,7,13,23
Module_10443,97,150,122,182
Module_667,5,15,9,24
Module_10444,79,137,138,241
Module_35769,6,13,8,14
Module_35770,11,7,19,18
Module_33699,22,24,9,24
Module_10445,41,45,49,69
Module_22543,6,6,10,16
Module_22544,3,4,6,9
Module_10446,36,43,35,67
Module_35771,6,14,19,5
Module_33700,12,1,9,23
Module_35772,6,3,5,8
Module_22545,40,49,43,83
Module_35773,9,11,13,15
Module_22546,11,7,15,26
Module_668,6,5,8,21
Module_10447,34,47,37,70
Module_4042,19,23,23,32
Module_4043,27,28,23,37
Module_4044,6,11,16,33
Module_10448,60,105,57,115
Module_4045,7,4,16,24
Module_669,8,12,14,22
Module_24116,7,7,6,7
Module_10449,3,8,5,13
Module_22547,4,21,13,23
Module_22548,8,6,7,18
Module_35774,26,28,23,39
Module_4046,5,8,11,16
Module_35775,30,31,29,44
Module_10450,21,38,31,48
Module_24117,9,5,5,8
Module_22549,20,45,33,93
Module_13403,11,23,26,41
Module_35776,23,29,18,28
Module_35777,33,44,33,42
Module_22550,10,11,18,16
Module_9580,16,26,23,45
Module_22551,10,12,3,10
Module_24118,11,5,12,16
Module_24119,19,16,22,31
Module_24120,12,10,11,23
Module_18307,6,9,8,13
Module_10451,17,6,11,18
Module_10452,31,40,24,51
Module_13404,3,4,4,10
Module_10453,41,54,50,82
Module_10454,31,46,29,63
Module_10455,41,48,50,117
Module_24121,6,10,12,12
Module_22552,15,20,6,19
Module_9581,17,20,16,27
Module_22553,7,8,13,13
Module_9582,12,12,30,16
Module_10456,8,22,15,26
Module_24122,20,9,13,22
Module_10457,46,71,50,83
Module_670,4,9,9,9
Module_24123,5,15,19,23
Module_671,24,64,48,90
Module_10458,8,12,9,12
Module_672,22,58,44,82
Module_24124,11,9,8,20
Module_9583,6,8,11,14
Module_673,18,43,27,40
Module_33701,34,63,31,55
Module_33702,56,99,78,126
Module_24125,10,11,16,24
Module_24126,6,8,15,18
Module_33703,40,79,36,84
Module_674,3,14,9,16
Module_13405,5,9,14,20
Module_675,4,13,9,14
Module_13406,14,18,21,31
Module_33704,47,77,49,77
Module_22554,9,14,13,17
Module_33705,37,47,39,57
Module_13407,11,11,19,22
Module_24127,7,6,9,12
Module_13408,20,39,35,68
Module_24128,9,12,10,25
Module_10459,8,13,13,15
Module_39141,6,12,11,25
Module_24129,19,32,41,61
Module_10460,6,15,14,22
Module_24130,8,10,20,34
Module_10461,7,15,13,17
Module_24131,7,11,19,34
Module_10462,10,21,19,31
Module_24132,8,11,27,25
Module_10463,15,17,20,29
Module_39142,14,8,20,20
Module_9584,4,8,6,14
Module_39143,7,15,11,24
Module_24133,7,12,6,18
Module_676,6,9,6,13
Module_10464,13,12,10,28
Module_10465,63,91,60,111
Module_24134,8,12,11,26
Module_677,62,81,113,182
Module_33706,3,6,7,7
Module_35778,8,6,6,9
Module_35779,5,12,8,20
Module_24135,30,27,36,42
Module_33707,8,10,16,20
Module_10466,4,8,16,17
Module_35780,5,12,7,15
Module_24136,24,22,24,45
Module_33708,5,12,11,22
Module_24137,29,25,25,58
Module_10467,24,23,32,55
Module_10468,10,11,13,17
Module_33709,11,5,3,10
Module_24138,92,135,87,158
Module_33710,4,8,9,14
Module_22555,8,15,13,18
Module_678,21,26,17,31
Module_16768,10,12,17,16
Module_13409,18,11,14,17
Module_33711,20,21,15,19
Module_13410,9,8,7,14
Module_22556,5,6,10,11
Module_10469,44,45,29,61
Module_10470,26,46,26,52
Module_10471,45,31,36,67
Module_10472,7,14,10,12
Module_22557,7,8,10,9
Module_33712,4,8,10,15
Module_35781,26,33,20,46
Module_10473,10,19,27,28
Module_22558,1,2,2,8
Module_10474,14,20,19,39
Module_10475,26,45,42,64
Module_10476,19,17,16,28
Module_10477,53,61,37,85
Module_39144,15,24,7,14
Module_16769,4,4,1,4
Module_13411,2,5,7,8
Module_35782,4,8,15,14
Module_13412,41,66,58,101
Module_35783,12,9,10,14
Module_679,3,6,3,7
Module_33713,10,14,10,23
Module_33714,14,17,12,19
Module_13413,14,27,22,44
Module_4047,18,16,7,13
Module_35784,40,49,38,65
Module_13414,21,16,39,47
Module_35785,16,10,15,28
Module_39145,9,5,6,5
Module_35786,21,17,37,49
Module_33715,11,24,23,31
Module_10478,31,50,28,52
Module_680,8,5,7,14
Module_10479,26,54,27,41
Module_4048,18,44,31,61
Module_33716,4,7,6,9
Module_13415,7,12,12,21
Module_11581,3,6,2,4
Module_10480,10,16,13,32
Module_4049,4,9,9,14
Module_10481,10,16,13,35
Module_4050,3,10,12,11
Module_24139,9,10,3,10
Module_33717,2,6,11,14
Module_681,10,12,17,24
Module_10482,3,2,9,6
Module_10483,2,3,0,11
Module_10484,40,65,40,93
Module_24140,4,5,6,14
Module_35787,13,10,15,24
Module_10485,27,33,21,38
Module_10486,69,117,74,155
Module_25317,9,30,21,40
Module_682,5,8,10,19
Module_13416,38,53,41,65
Module_37273,13,12,14,16
Module_25318,27,36,20,47
Module_683,10,4,8,15
Module_16770,18,31,25,41
Module_37274,4,11,16,40
Module_10487,16,10,16,24
Module_37275,44,89,48,104
Module_10488,16,32,22,41
Module_37276,44,94,47,102
Module_37277,29,34,22,33
Module_684,5,11,21,22
Module_37278,10,15,4,15
Module_39146,9,11,8,11
Module_37279,6,8,4,15
Module_37280,7,7,8,12
Module_10489,5,8,8,14
Module_10490,36,51,50,85
Module_13417,8,4,5,9
Module_10491,41,66,62,101
Module_35788,20,32,23,23
Module_37281,12,14,14,17
Module_13418,6,13,13,24
Module_18308,14,25,22,37
Module_37282,72,93,65,130
Module_37283,25,42,33,59
Module_685,9,23,18,33
Module_25319,70,124,71,133
Module_24141,7,16,15,26
Module_686,8,13,12,19
Module_687,17,21,20,29
Module_11582,0,4,1,3
Module_25320,17,19,6,16
Module_13419,3,1,4,6
Module_688,108,140,71,144
Module_18309,10,9,10,21
Module_689,36,47,24,29
Module_690,39,64,37,44
Module_11583,4,4,11,10
Module_691,13,30,17,31
Module_11584,3,8,5,13
Module_692,9,17,14,22
Module_693,115,163,116,214
Module_18310,9,9,9,11
Module_39147,3,12,8,15
Module_39148,4,6,8,3
Module_25321,15,24,18,28
Module_10492,6,9,16,16
Module_10493,12,9,29,26
Module_694,35,49,25,53
Module_39149,6,6,7,12
Module_23502,16,12,12,9
Module_9585,29,46,34,66
Module_10494,111,151,116,193
Module_10495,27,39,29,54
Module_10496,14,24,16,33
Module_39150,22,25,12,14
Module_25322,30,48,31,67
Module_39151,1,13,8,14
Module_10497,97,155,101,183
Module_11585,2,3,3,7
Module_10498,195,249,180,276
Module_10499,55,59,53,82
Module_24142,6,7,2,13
Module_10500,41,65,50,69
Module_9586,31,29,30,31
Module_695,10,9,12,10
Module_10501,14,13,12,20
Module_9587,19,48,16,38
Module_39152,42,63,43,97
Module_10502,21,26,28,66
Module_10503,33,53,46,73
Module_7986,6,9,5,13
Module_10504,16,14,32,28
Module_10505,19,16,11,26
Module_16771,37,46,49,74
Module_696,5,6,5,12
Module_10506,10,22,31,43
Module_16772,17,26,25,44
Module_24143,24,35,28,77
Module_10507,14,8,13,12
Module_24144,7,9,10,9
Module_9588,17,30,21,23
Module_11586,5,4,3,6
Module_697,30,32,19,42
Module_16773,46,76,59,124
Module_16774,55,110,76,148
Module_16775,18,31,29,42
Module_698,4,9,8,10
Module_699,4,11,10,18
Module_9589,5,7,5,9
Module_9590,10,8,9,8
Module_19702,31,64,28,51
Module_16776,21,32,23,38
Module_19703,22,36,32,45
Module_10508,24,22,25,44
Module_10509,30,28,32,61
Module_700,16,16,13,30
Module_7987,6,2,6,6
Module_39153,25,29,20,44
Module_9591,10,11,10,9
Module_7988,6,4,6,7
Module_39154,11,10,11,27
Module_24145,18,20,26,41
Module_24146,11,24,24,44
Module_24147,28,36,41,53
Module_16777,11,13,12,17
Module_24148,69,118,74,169
Module_16778,8,12,9,15
Module_9592,7,6,14,18
Module_9593,17,20,31,62
Module_18311,44,74,56,95
Module_16779,7,8,10,7
Module_24149,7,9,9,18
Module_701,17,37,16,24
Module_16780,7,5,10,5
Module_24150,16,24,20,35
Module_7989,3,9,8,5
Module_16781,100,166,81,204
Module_702,9,8,12,13
Module_19704,19,22,13,29
Module_19705,38,49,26,41
Module_24151,33,51,27,57
Module_18312,16,22,14,24
Module_18313,15,22,15,19
Module_16782,17,14,16,22
Module_19706,7,7,8,14
Module_16783,8,10,4,10
Module_24152,31,44,24,42
Module_19707,75,102,78,150
Module_24153,9,14,10,15
Module_19708,18,21,30,37
Module_33718,13,16,11,17
Module_24154,10,10,9,26
Module_33719,5,15,3,12
Module_24155,13,14,17,17
Module_31522,20,25,14,33
Module_10510,13,15,18,27
Module_39155,24,25,22,38
Module_31523,10,14,9,13
Module_39156,15,11,13,29
Module_31524,9,14,7,12
Module_39157,19,20,25,55
Module_39158,12,18,15,10
Module_31525,21,36,23,44
Module_22559,16,19,12,32
Module_31526,21,42,13,26
Module_22560,9,15,14,33
Module_7990,7,15,7,7
Module_22561,55,60,92,119
Module_9594,8,9,11,14
Module_22562,9,11,12,21
Module_22563,13,14,28,41
Module_22564,10,16,29,39
Module_16784,18,32,13,32
Module_22565,9,12,28,34
Module_39159,8,8,10,14
Module_22566,26,44,39,87
Module_22567,20,26,41,67
Module_10511,10,15,22,38
Module_27838,32,50,42,70
Module_22568,13,15,15,46
Module_703,87,119,49,124
Module_9595,5,10,13,28
Module_704,28,49,24,44
Module_10512,7,9,14,21
Module_4051,4,11,12,25
Module_4052,13,23,26,49
Module_13420,1,1,7,9
Module_4053,11,17,20,20
Module_9596,11,26,11,9
Module_4054,17,14,10,25
Module_4055,11,10,7,13
Module_4056,16,10,20,25
Module_13421,9,14,13,28
Module_4057,8,9,8,9
Module_39160,10,13,16,18
Module_705,7,4,7,7
Module_25323,9,5,11,8
Module_706,6,6,5,10
Module_4058,14,19,18,30
Module_10513,7,12,20,15
Module_707,7,14,10,16
Module_13422,7,8,7,10
Module_25324,27,33,28,40
Module_25325,15,12,11,19
Module_4059,9,12,11,27
Module_708,6,14,16,20
Module_4060,25,21,22,36
Module_27839,27,29,17,25
Module_10514,13,10,14,16
Module_10515,53,75,57,99
Module_9597,3,17,8,17
Module_10516,1,4,11,14
Module_10517,8,9,16,14
Module_33720,17,13,10,25
Module_25326,24,28,30,49
Module_10518,39,67,50,92
Module_10519,38,56,43,85
Module_23503,21,31,25,35
Module_19709,5,6,9,6
Module_33721,8,6,8,6
Module_9598,3,6,10,14
Module_33722,6,9,7,12
Module_13423,43,77,75,116
Module_24156,20,21,26,27
Module_33723,5,16,8,11
Module_9599,6,10,14,11
Module_33724,6,12,4,8
Module_24157,19,22,20,45
Module_9600,4,9,14,17
Module_24158,10,20,17,29
Module_33725,13,11,14,19
Module_33726,13,21,18,33
Module_33727,6,6,17,15
Module_31527,20,17,12,19
Module_27840,27,51,43,80
Module_31528,4,9,6,13
Module_27841,15,23,30,41
Module_10520,8,19,18,33
Module_39161,3,2,3,8
Module_39162,9,5,6,10
Module_24159,6,13,12,19
Module_31529,12,13,8,16
Module_31530,25,30,25,41
Module_39163,6,6,8,10
Module_39164,1,4,4,7
Module_9601,12,15,19,21
Module_39165,2,5,2,3
Module_13424,10,10,12,23
Module_13425,8,7,6,8
Module_31531,10,6,7,6
Module_39166,5,8,9,5
Module_13426,8,12,13,17
Module_19710,60,121,95,182
Module_31532,65,86,55,115
Module_31533,51,61,41,75
Module_27842,16,27,11,36
Module_9602,9,13,8,12
Module_16785,12,7,14,20
Module_24160,24,37,31,51
Module_9603,47,48,33,63
Module_709,10,9,11,10
Module_35789,13,12,15,17
Module_16786,12,21,20,29
Module_13427,13,23,15,26
Module_13428,2,10,8,12
Module_31534,9,9,11,15
Module_33728,18,25,17,33
Module_35790,8,6,7,13
Module_16787,10,19,15,39
Module_710,19,16,17,29
Module_33729,12,13,22,31
Module_10521,7,6,11,9
Module_35791,26,45,21,48
Module_35792,17,29,15,35
Module_33730,3,7,5,5
Module_35793,17,24,20,41
Module_33731,10,10,8,12
Module_10522,9,9,10,18
Module_10523,14,11,10,26
Module_35794,7,5,12,20
Module_711,49,95,59,78
Module_33732,3,3,11,13
Module_9604,11,18,15,26
Module_9605,10,12,11,19
Module_33733,31,49,29,71
Module_35795,4,9,12,10
Module_35796,66,88,77,140
Module_35797,16,15,8,18
Module_27843,20,25,19,45
Module_10524,18,17,19,52
Module_35798,6,13,16,29
Module_10525,12,14,14,43
Module_27844,18,30,21,47
Module_16788,13,11,12,17
Module_16789,8,15,19,13
Module_35799,28,64,59,96
Module_24161,12,13,21,41
Module_19711,6,9,12,11
Module_24162,13,28,32,52
Module_35800,9,15,13,18
Module_24163,24,18,27,46
Module_24164,13,34,21,61
Module_24165,34,43,33,83
Module_23504,1,8,6,9
Module_10526,5,14,16,34
Module_19712,8,17,29,28
Module_10527,23,42,24,92
Module_19713,9,10,10,8
Module_10528,76,130,87,217
Module_24166,11,10,13,18
Module_23505,9,14,14,28
Module_10529,21,39,27,43
Module_10530,8,11,14,25
Module_35801,30,71,29,60
Module_35802,33,59,31,62
Module_712,13,13,18,28
Module_27845,16,8,21,20
Module_31535,14,24,25,22
Module_31536,19,38,29,45
Module_713,13,11,7,24
Module_714,7,9,13,16
Module_22569,9,14,12,13
Module_10531,39,36,37,61
Module_31537,9,9,18,14
Module_10532,11,12,23,20
Module_715,9,9,16,15
Module_24167,31,39,32,42
Module_10533,7,7,9,8
Module_31538,13,28,30,56
Module_22570,14,19,16,25
Module_24168,12,23,24,34
Module_33734,5,11,4,10
Module_33735,35,54,33,73
Module_24169,9,10,15,25
Module_33736,20,20,26,27
Module_24170,15,24,19,42
Module_27846,17,17,19,30
Module_31539,20,26,26,36
Module_31540,25,11,28,45
Module_27847,8,4,5,12
Module_27848,7,8,5,13
Module_22571,7,5,13,20
Module_31541,19,16,25,33
Module_33737,6,7,12,11
Module_22572,7,7,12,23
Module_33738,3,6,13,8
Module_31542,20,24,22,39
Module_31543,9,4,8,11
Module_10534,8,11,14,17
Module_23506,9,7,8,13
Module_33739,6,8,14,17
Module_33740,11,17,16,24
Module_33741,18,18,22,33
Module_22573,5,9,10,17
Module_22574,9,2,9,12
Module_24171,8,11,14,16
Module_31544,92,122,85,149
Module_31545,19,23,22,39
Module_27849,4,11,13,15
Module_24172,14,9,21,34
Module_22575,19,15,18,26
Module_4061,12,16,14,34
Module_22576,9,9,24,31
Module_4062,14,46,18,49
Module_716,11,5,15,25
Module_11587,23,13,10,12
Module_33742,67,118,69,152
Module_33743,13,16,7,18
Module_35803,13,9,8,10
Module_717,8,11,26,23
Module_35804,11,5,8,10
Module_22577,8,23,30,41
Module_35805,17,23,16,27
Module_19714,12,11,25,37
Module_19715,21,25,44,48
Module_22578,4,7,9,17
Module_27850,11,13,10,11
Module_19716,14,12,21,17
Module_718,75,84,102,159
Module_7991,21,46,23,42
Module_19717,9,17,13,33
Module_35806,10,14,17,26
Module_7992,29,44,35,75
Module_35807,13,15,19,29
Module_7993,37,52,42,84
Module_19718,8,8,13,17
Module_7994,20,26,22,55
Module_19719,10,7,11,22
Module_719,32,32,52,75
Module_13429,16,34,22,29
Module_720,16,19,17,37
Module_22579,5,11,8,8
Module_721,28,36,44,48
Module_22580,6,12,9,15
Module_22581,6,8,9,10
Module_722,42,55,35,50
Module_13430,5,11,12,15
Module_27851,17,10,11,19
Module_723,26,26,32,45
Module_35808,11,8,15,24
Module_13431,12,6,11,17
Module_7995,7,13,10,24
Module_9606,11,13,6,10
Module_7996,20,15,21,18
Module_24173,19,27,31,30
Module_11588,32,44,18,31
Module_24174,20,27,29,32
Module_7997,27,41,30,46
