,timepoints
0hrs.H3K27ac_REPLICANT.1,0hrs.H3K27ac
0hrs.H3K27ac_REPLICANT.2,0hrs.H3K27ac
72hrs.H3K27ac_REPLICANT.1,72hrs.H3K27ac
72hrs.H3K27ac_REPLICANT.2,72hrs.H3K27ac
