,timepoints
12hrs.H3K27ac_REPLICANT.1,12hrs.H3K27ac
12hrs.H3K27ac_REPLICANT.2,12hrs.H3K27ac
48hrs.H3K27ac_REPLICANT.1,48hrs.H3K27ac
48hrs.H3K27ac_REPLICANT.2,48hrs.H3K27ac
