,timepoints
48hrs.H3K27ac_REPLICANT.1,48hrs.H3K27ac
48hrs.H3K27ac_REPLICANT.2,48hrs.H3K27ac
72hrs.H3K27ac_REPLICANT.1,72hrs.H3K27ac
72hrs.H3K27ac_REPLICANT.2,72hrs.H3K27ac
