,timepoints
0hrs.RNASeq_REPLICANT.1,0hrs.RNASeq
0hrs.RNASeq_REPLICANT.2,0hrs.RNASeq
0hrs.RNASeq_REPLICANT.3,0hrs.RNASeq
3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.3,3hrs.RNASeq
