,timepoints
3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.3,3hrs.RNASeq
12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq
12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq
12hrs.RNASeq_REPLICANT.3,12hrs.RNASeq
