,timepoints
3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.3,3hrs.RNASeq
48hrs.RNASeq_REPLICANT.1,48hrs.RNASeq
48hrs.RNASeq_REPLICANT.2,48hrs.RNASeq
48hrs.RNASeq_REPLICANT.3,48hrs.RNASeq
