,timepoints
24hrs.RNASeq_REPLICANT.1,24hrs.RNASeq
24hrs.RNASeq_REPLICANT.2,24hrs.RNASeq
24hrs.RNASeq_REPLICANT.3,24hrs.RNASeq
72hrs.RNASeq_REPLICANT.1,72hrs.RNASeq
72hrs.RNASeq_REPLICANT.2,72hrs.RNASeq
72hrs.RNASeq_REPLICANT.3,72hrs.RNASeq
