,timepoints
6hrs.RNASeq_REPLICANT.1,6hrs.RNASeq
6hrs.RNASeq_REPLICANT.2,6hrs.RNASeq
6hrs.RNASeq_REPLICANT.3,6hrs.RNASeq
12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq
12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq
12hrs.RNASeq_REPLICANT.3,12hrs.RNASeq
