"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"LOC644656","LOC644656",2.42898636763001e-05,4.53568527735751e-05,-113.582497073083,-128.031081066166,7,2,343.27058627477,0,0,FALSE
"GOLPH3L","GOLPH3L",2.36018507847138e-05,4.41094780651944e-05,-171.044230776227,-185.524628309014,7,2,4159.70030421271,0,0,FALSE
"ZNF143","ZNF143",3.77978107608329e-59,3.40898256432374e-58,-229.029697348491,-370.708784191937,7,2,4615.44332409605,0,0,FALSE
"WEE1","WEE1",1.64744185896047e-45,1.15635656340907e-44,-376.187307622623,-486.08264086215,7,2,23517.4383635918,0,0,FALSE
"SWAP70","SWAP70",2.69196852994227e-08,5.93190238038044e-08,-191.933303246807,-213.772451394487,7,2,9739.39393638993,0,0,FALSE
"LOC440028","LOC440028",1.39797335301663e-14,4.07341876833008e-14,-90.4802246297096,-127.556346997682,7,2,48.9269038719285,0,0,FALSE
"SBF2-AS1","SBF2-AS1",2.11721354998164e-43,1.41712343945095e-42,-106.204768681841,-211.175927696743,7,2,227.846530566758,0,0,FALSE
"SBF2","SBF2",3.86547443063164e-203,1.53145234085474e-201,-191.226161604195,-666.262410847994,7,2,9454.07681739133,0,0,FALSE
"LOC653503","LOC653503",0.000191753951917669,0.000338757997597882,-143.511435589527,-155.651691455603,7,2,828.522068561059,0,0,FALSE
"ADM","ADM",0,0,-994.001049767285,-2803.72677065587,7,2,12711.8208167882,0,0,FALSE
"gene21454","gene21454",1.15013773710502e-35,6.44691263717255e-35,-133.611381706771,-220.491300749025,7,2,66.2082950483977,0,0,FALSE
"AMPD3","AMPD3",2.18939891377685e-55,1.83667895286477e-54,-115.312613375383,-248.232365574386,7,2,498.903021486094,0,0,FALSE
"MTRNR2L8","MTRNR2L8",8.13545264652723e-06,1.56507183837044e-05,-61.8187230176966,-77.4737102450714,7,2,14.1235806907219,0,0,FALSE
"RNF141","RNF141",3.24045276921226e-05,6.0091386057921e-05,-162.993309797402,-177.122369895455,7,2,6020.29410125519,0,0,FALSE
"LYVE1","LYVE1",0.00323497757486663,0.00523029560967619,-56.6575985471344,-65.5476601903723,7,2,7.10243228581807,0,0,FALSE
"MRVI1","MRVI1",1.16069429400287e-71,1.27846209835155e-70,-268.496209391758,-439.265288975163,7,2,902.532378515774,0,0,FALSE
"EIF4G2","EIF4G2",5.53932214218454e-21,2.04840761172108e-20,-244.955805546307,-297.278203268609,7,2,116515.649395747,0,0,FALSE
"LOC101928053","LOC101928053",1.58912957521505e-25,6.77421354694226e-25,-77.1567073219742,-140.213204463338,7,2,68.732860356927,0,0,FALSE
"LOC101928029","LOC101928029",3.28976531028727e-19,1.14415175536845e-18,-83.2957635765832,-131.41078299049,7,2,60.7538513079351,0,0,FALSE
"ZBED5","ZBED5",6.09951570448005e-06,1.18150601385406e-05,-165.221204931715,-181.192375132495,7,2,7932.31084454317,0,0,FALSE
"ZBED5-AS1","ZBED5-AS1",1.70790553552503e-10,4.17645896069321e-10,-108.827599184936,-136.043810108319,7,2,529.901846588184,0,0,FALSE
"GALNT18","GALNT18",1.00971065181125e-55,8.52138360592034e-55,-123.420903814134,-257.123360348781,7,2,763.97143645006,0,0,FALSE
"USP47","USP47",1.08514980262799e-25,4.6437851301314e-25,-162.036329496282,-225.483412435212,7,2,11198.4259910942,0,0,FALSE
"DKK3","DKK3",7.0294511399277e-27,3.11530658431345e-26,-162.013657693742,-228.261319600222,7,2,2949.65304852326,0,0,FALSE
"MICAL2","MICAL2",4.30824214064902e-227,2.03934474212961e-225,-303.840019302278,-834.194768718156,7,2,2896.53212680289,0,0,FALSE
"MICALCL","MICALCL",1.22110718782705e-116,2.37025353068592e-115,-229.999458489872,-505.045746184799,7,2,130.666626887329,0,0,FALSE
"PARVA","PARVA",4.07585023988065e-39,2.47867913208742e-38,-183.523082353496,-278.480028747507,7,2,2002.82872124466,0,0,FALSE
"CTSK","CTSK",2.64261955469909e-53,2.14347351686407e-52,-230.055176998363,-358.12630123266,7,2,358.246689070385,0,0,FALSE
"TEAD1","TEAD1",5.79262721704073e-38,3.41374553751247e-37,-226.892237281156,-319.152333452697,7,2,16116.3758433093,0,0,FALSE
"LINC00958","LINC00958",6.3635456413324e-30,3.06920001763466e-29,-110.069585583724,-183.476255608397,7,2,234.982962023461,0,0,FALSE
"RASSF10","RASSF10",1.33791087704624e-41,8.59174852232171e-41,-279.106793305726,-379.871013852656,7,2,286.976597010674,0,0,FALSE
"ARNTL","ARNTL",1.99008948668447e-239,1.03575264464659e-237,-126.741322846395,-685.577765803752,7,2,1196.95663992551,0,0,FALSE
"LOC100996618","LOC100996618",3.79134421718717e-09,8.74400362987952e-09,-58.0180783392504,-81.9486803417799,7,2,12.1106029560787,0,0,FALSE
"BTBD10","BTBD10",2.06025439454052e-38,1.22823317324134e-37,-185.941160541678,-279.251815002897,7,2,5022.62476564038,0,0,FALSE
"RRAS2_variant1","RRAS2_variant1",5.94464936156574e-22,2.26813837614048e-21,-206.330793841771,-260.948360637044,7,2,10606.3213450959,0,0,FALSE
"COPB1","COPB1",1.12961720089983e-09,2.66335948597186e-09,-201.148666246473,-226.365512613179,7,2,22001.436151195,0,0,FALSE
"ARNT","ARNT",1.37743521644342e-36,7.88862183802062e-36,-263.082239902812,-352.120800277223,7,2,5585.47896098681,0,0,FALSE
"PSMA1","PSMA1",2.90226347034361e-08,6.38663511481032e-08,-193.191990760052,-214.950628692093,7,2,17123.0085216564,0,0,FALSE
"PDE3B_variant1","PDE3B_variant1",2.37729657472762e-21,8.89555094396443e-21,-154.179407151302,-207.371990287883,7,2,3328.54495928495,0,0,FALSE
"CYP2R1_variant2","CYP2R1_variant2",1.12996507558273e-15,3.44401660356606e-15,-139.696167383,-179.387314691631,7,2,773.836175411443,0,0,FALSE
"CALCB","CALCB",1.6707618599134e-108,2.98925932072505e-107,-454.896753833362,-711.10280320982,7,2,815.584063143208,0,0,FALSE
"INSC","INSC",4.09060686729537e-15,1.21685204573819e-14,-78.2847762880456,-116.639334305577,7,2,69.8075722072171,0,0,FALSE
"SOX6","SOX6",1.21901625049967e-10,3.00379229853663e-10,-78.5537666620146,-106.125997673231,7,2,36.0520777869232,0,0,FALSE
"C11orf58","C11orf58",0.00520810978088365,0.00828118970465801,-199.085454357434,-207.411735292102,7,2,27049.9688705398,0,0,FALSE
"LOC283278","LOC283278",0.00124444745298527,0.00207686052784754,-101.344151348957,-111.349053370088,7,2,287.093508933318,0,0,FALSE
"PLEKHA7","PLEKHA7",4.89368511284618e-11,1.22721868560796e-10,-151.962132199873,-180.496707372667,7,2,2880.40442882056,0,0,FALSE
"OR7E14P","OR7E14P",3.65825549228508e-08,8.00345496975929e-08,-96.8019483291671,-118.312677431436,7,2,128.762899887787,0,0,FALSE
"SNORD14A","SNORD14A",0.00017758818502676,0.000314272027206474,-85.6185647917536,-97.8453886392435,7,2,22.8399880764033,0,0,FALSE
"SNORD14B","SNORD14B",2.8809754508056e-07,6.01471591275202e-07,-117.630834466697,-136.922316623919,7,2,78.9018486223702,0,0,FALSE
"PIK3C2A","PIK3C2A",7.65249556836032e-42,4.93994918900449e-41,-187.639075565094,-288.970292651264,7,2,27902.2907937696,0,0,FALSE
"RPS2P40","RPS2P40",0.000115034757330328,0.000206018552514705,-64.4782681972008,-77.193579019241,7,2,22.1427010759139,0,0,FALSE
"NUCB2","NUCB2",1.26520320913701e-47,9.25526585532013e-47,-157.297807347105,-272.127601704678,7,2,3488.83406410711,0,0,FALSE
"NCR3LG1","NCR3LG1",6.76401717802245e-265,3.99154612170759e-263,-651.476669927381,-1269.10668177126,7,2,855.847421619217,0,0,FALSE
"KCNJ11","KCNJ11",2.16643924915768e-46,1.54667625599708e-45,-134.896974062943,-246.848589169843,7,2,1015.08649390549,0,0,FALSE
"ABCC8","ABCC8",4.56881118755086e-08,9.94830109223805e-08,-82.6456441760383,-103.918164623245,7,2,151.622425850221,0,0,FALSE
"USH1C","USH1C",1.6374607085998e-43,1.10006421091675e-42,-86.1907068508804,-191.42250462899,7,2,126.609431427196,0,0,FALSE
"OTOG","OTOG",3.37713703503077e-24,1.38712510396799e-23,-104.818871546449,-164.743765870731,7,2,97.1903226969818,0,0,FALSE
"KCNC1","KCNC1",3.09502981824246e-13,8.50974657286566e-13,-76.6284872972136,-110.474319365852,7,2,43.7277267613999,0,0,FALSE
"SERGEF","SERGEF",2.99686571425959e-10,7.25031484982312e-10,-155.259954222098,-181.881960244517,7,2,1641.05197382319,0,0,FALSE
"SAAL1","SAAL1",1.98473264400227e-34,1.07748115377031e-33,-169.252033650277,-253.233460537525,7,2,4993.96281658343,0,0,FALSE
"MRGPRX3","MRGPRX3",0.00118872813441498,0.00198677116930843,-66.7673234366159,-76.8252092585654,7,2,33.5650935703062,0,0,FALSE
"SETDB1","SETDB1",3.91745957570246e-19,1.35964753930227e-18,-160.851014846287,-208.785896630166,7,2,8891.49284976816,0,0,FALSE
"LOC494141","LOC494141",0.00410545086836887,0.00658455179288408,-99.997146299554,-108.605838361964,7,2,131.804399779807,0,0,FALSE
"SAA2","SAA2",0.00163476634997465,0.00270182038445258,-71.8761518776933,-81.5646675052708,7,2,20.2391892518563,0,0,FALSE
"SAA1","SAA1",4.04769778346072e-15,1.20420374677991e-14,-64.1732001511484,-102.538720888039,7,2,10.5303216238123,0,0,FALSE
"HPS5","HPS5",6.68412928212068e-05,0.000121641772530273,-175.771563186018,-189.094668957302,7,2,5217.42255762707,0,0,FALSE
"CERS2","CERS2",1.37902411409449e-08,3.0879214418703e-08,-169.072822311259,-191.627070118189,7,2,17085.0694241058,0,0,FALSE
"GTF2H1","GTF2H1",1.60813150318237e-30,7.87430788239209e-30,-188.450380064529,-263.260591501003,7,2,4403.03683790735,0,0,FALSE
"LDHA","LDHA",4.640154106448e-31,2.30536181885551e-30,-237.96224627407,-314.04024334672,7,2,73198.362322061,0,0,FALSE
"TSG101","TSG101",4.85479248814846e-13,1.32467032589272e-12,-140.909057415911,-174.284335216361,7,2,5402.69373277824,0,0,FALSE
"UEVLD","UEVLD",7.75573901386799e-06,1.49416587506247e-05,-129.536680280636,-145.244179507074,7,2,1339.13489888581,0,0,FALSE
"ANXA9","ANXA9",3.86696838651376e-30,1.8765132910845e-29,-93.8574235118939,-167.772420259988,7,2,340.419067174874,0,0,FALSE
"SPTY2D1","SPTY2D1",6.6717397644835e-18,2.21265747207451e-17,-167.130936181928,-212.138281843499,7,2,4856.12599800312,0,0,FALSE
"TMEM86A","TMEM86A",1.03210657916774e-22,4.04802457146447e-22,-91.4047973818594,-147.820987200097,7,2,236.874395409987,0,0,FALSE
"IGSF22","IGSF22",0.0052239746493193,0.00830384886701389,-68.1061825894271,-76.4288426852082,7,2,26.2513393245209,0,0,FALSE
"PTPN5","PTPN5",1.29525963690089e-42,8.50182862051726e-42,-240.813576989984,-343.947305212884,7,2,1214.8615164638,0,0,FALSE
"FAM63A","FAM63A",1.6276589295632e-37,9.49970452781944e-37,-211.207524594756,-302.41749374331,7,2,1043.99137689937,0,0,FALSE
"ZDHHC13","ZDHHC13",0.00441666325916563,0.0070682643592237,-156.911429374397,-165.433546978017,7,2,3500.10437657898,0,0,FALSE
"E2F8","E2F8",8.87870614686448e-70,9.53125244558882e-69,-198.173793112041,-364.566942112488,7,2,1758.98638596484,0,0,FALSE
"NAV2","NAV2",0.000268029630956271,0.000468467465183112,-187.58542133003,-199.34706418208,7,2,9121.29274236699,0,0,FALSE
"PRUNE","PRUNE",1.52842712627199e-19,5.38245622981885e-19,-179.144849717843,-228.050392113568,7,2,3656.59036734771,0,0,FALSE
"LOC100126784","LOC100126784",7.38734214725994e-59,6.62777734566522e-58,-235.07235064108,-376.074198906199,7,2,164.069794821199,0,0,FALSE
"DBX1","DBX1",0,0,-79.1543714203485,-1376.14334694948,7,2,196.718298369245,0,0,FALSE
"HTATIP2","HTATIP2",0.000500374830807672,0.000859715437466859,-171.178882494409,-182.230690381146,7,2,3646.58350144504,0,0,FALSE
"PRMT3","PRMT3",4.07064893612946e-08,8.88301195755946e-08,-151.064092538742,-172.46036689208,7,2,4322.88282502752,0,0,FALSE
"BNIPL","BNIPL",0,0,-214.984413594704,-1294.91290804219,7,2,694.37690886344,0,0,FALSE
"NELL1","NELL1",1.75015690887586e-16,5.49268788678417e-16,-96.5333581984857,-138.159228202586,7,2,39.2504036786549,0,0,FALSE
"ANO5","ANO5",2.12717154952262e-29,1.00784303857717e-28,-139.284487878332,-211.459326682455,7,2,2295.33172827452,0,0,FALSE
"SLC17A6","SLC17A6",7.59015110519047e-76,8.84982370832994e-75,-192.583026022852,-373.069743790728,7,2,50.2301447290773,0,0,FALSE
"FANCF","FANCF",1.31469940703858e-07,2.79196090273389e-07,-168.131633575383,-188.268815516217,7,2,4717.43547225108,0,0,FALSE
"GAS2","GAS2",1.72859207708043e-14,5.02018794343968e-14,-94.5773473223252,-131.432456899958,7,2,60.0197008860404,0,0,FALSE
"SVIP","SVIP",0.000216155637083304,0.000380624831819593,-140.495305486946,-152.500298900123,7,2,1007.03181644741,0,0,FALSE
"KIF1B","KIF1B",6.30021879470213e-05,0.000114851537307083,-205.177688329508,-218.566829177195,7,2,26917.0967496461,0,0,FALSE
"C1orf56","C1orf56",1.02180047538744e-31,5.16726660197979e-31,-129.180524196843,-206.801429838446,7,2,711.541936458659,0,0,FALSE
"LUZP2","LUZP2",1.06351795135564e-38,6.39582122616704e-38,-111.363194832925,-205.345744463456,7,2,273.893056983145,0,0,FALSE
"CDC42SE1","CDC42SE1",8.59518177387605e-10,2.03758426213332e-09,-168.55535516727,-194.06193840255,7,2,10116.3426036989,0,0,FALSE
"ANO3","ANO3",5.92989514417287e-249,3.19955164046516e-247,-71.9611860329924,-652.789448879314,7,2,74.2569884649375,0,0,FALSE
"SLC5A12","SLC5A12",7.73844131975569e-104,1.3158761126811e-102,-249.934141936157,-495.33253920858,7,2,267.721005969634,0,0,FALSE
"FIBIN","FIBIN",2.81137040117946e-07,5.87257696728268e-07,-71.9651937632593,-91.2830811696096,7,2,37.1853857001465,0,0,FALSE
"BBOX1","BBOX1",5.79658113848171e-05,0.000105939411190242,-44.9377135255469,-58.4198066897261,7,2,6.04403958005538,0,0,FALSE
"LOC101928260","LOC101928260",9.27576964097524e-13,2.506593804653e-12,-83.84111501137,-116.539117683782,7,2,91.8659532371492,0,0,FALSE
"CCDC34","CCDC34",1.87643978813274e-06,3.74257213268326e-06,-160.585589431113,-177.845181980346,7,2,3174.27567545002,0,0,FALSE
"LGR4","LGR4",2.42153758909168e-167,7.32705045217024e-166,-891.739116033134,-1284.06369617078,7,2,26232.3033100658,0,0,FALSE
"LOC101928289","LOC101928289",0.000602314230879497,0.00102827879785562,-42.3463710501589,-53.1862327533965,7,2,4.74480029979855,0,0,FALSE
"MLLT11","MLLT11",5.3103818048796e-51,4.14397758897596e-50,-180.307858697562,-303.012218054261,7,2,4115.76949105414,0,0,FALSE
"LIN7C","LIN7C",0.0030007907765278,0.00486414946092319,-176.839714709193,-185.818210921194,7,2,11315.1622577191,0,0,FALSE
"BDNF-AS","BDNF-AS",4.31787585167614e-13,1.18046419001046e-12,-109.312079295884,-142.809895223098,7,2,189.795166283226,0,0,FALSE
"LINC00678","LINC00678",0,0,-539.616246776998,-1368.89507773678,7,2,14215.2626060047,0,0,FALSE
"BDNF","BDNF",5.40638426440274e-26,2.3349739371993e-25,-139.03243208745,-203.192744860913,7,2,920.812566876611,0,0,FALSE
"KIF18A","KIF18A",3.80309871463159e-26,1.64945243998981e-25,-160.590815405141,-225.111156654735,7,2,7110.62451499198,0,0,FALSE
"METTL15","METTL15",3.81149670741409e-32,1.9530835610314e-31,-212.058387472905,-290.684477230634,7,2,3024.55293042949,0,0,FALSE
"GABPB2","GABPB2",2.98095108322295e-15,8.92607871170173e-15,-114.116798196937,-152.800288351132,7,2,507.886304061229,0,0,FALSE
"KCNA4","KCNA4",2.24511454062334e-31,1.12649926950509e-30,-97.5874950249832,-174.405820586512,7,2,23.2646480644865,0,0,FALSE
"ARL14EP","ARL14EP",1.74656697541502e-05,3.29327325038084e-05,-145.629801629816,-160.443142926481,7,2,3496.48581101823,0,0,FALSE
"SEMA6C","SEMA6C",3.18683435520574e-52,2.53754563221658e-51,-215.984140036213,-341.535853840519,7,2,1106.59414384481,0,0,FALSE
"MPPED2","MPPED2",2.36694819369079e-27,1.06178956543429e-26,-109.847367355716,-177.20815958324,7,2,328.533136947081,0,0,FALSE
"DCDC5","DCDC5",5.57771689669968e-24,2.27284231030951e-23,-81.8084193942105,-141.218843943198,7,2,57.8002047443025,0,0,FALSE
"DCDC1","DCDC1",5.47158358513398e-35,3.01176180110558e-34,-75.2305281655732,-160.523426597132,7,2,47.8625782418092,0,0,FALSE
"DNAJC24","DNAJC24",4.08487012208295e-33,2.14224887982746e-32,-156.193960401133,-237.095630417725,7,2,2886.8387126509,0,0,FALSE
"IMMP1L","IMMP1L",5.62553427302631e-19,1.94163346307774e-18,-120.094831910093,-167.65635510154,7,2,1088.52050250196,0,0,FALSE
"ELP4","ELP4",5.65587489461508e-161,1.63290240292334e-159,-223.315168917326,-600.918728283633,7,2,3720.42673332,0,0,FALSE
"PAX6","PAX6",0,0,-158.396071629806,-1993.45078513784,7,2,1714.76081728343,0,0,FALSE
"RCN1","RCN1",2.26629524342086e-14,6.55342172750847e-14,-208.053332126235,-244.626388251404,7,2,30193.784877861,0,0,FALSE
"WT1","WT1",1.63161967750054e-22,6.36218295725826e-22,-80.3451312056065,-136.291014262916,7,2,12.0121842086857,0,0,FALSE
"EIF3M","EIF3M",8.54786919787002e-10,2.02667962705587e-09,-211.356155130218,-236.868588931669,7,2,29678.9808241528,0,0,FALSE
"CCDC73","CCDC73",0.000231136628869368,0.000405939212245791,-95.6802365610479,-107.609482523869,7,2,109.97972336345,0,0,FALSE
"PRRG4","PRRG4",5.50428595967236e-46,3.88916615323645e-45,-125.053953708737,-236.060524166565,7,2,444.680549819995,0,0,FALSE
"QSER1","QSER1",1.33118636158394e-27,6.01352527481925e-27,-196.029999018043,-263.97917612254,7,2,25609.8541126911,0,0,FALSE
"DEPDC7","DEPDC7",3.84207780418836e-104,6.5694209014219e-103,-201.901744972095,-448.004611662568,7,2,571.674678631045,0,0,FALSE
"TCP11L1","TCP11L1",1.55625976006363e-05,2.94469039144405e-05,-145.251596070803,-160.192315198645,7,2,2589.11918708133,0,0,FALSE
"PIGCP1","PIGCP1",3.53000361378634e-08,7.72834656538894e-08,-127.576520868267,-149.125480328464,7,2,624.393715014956,0,0,FALSE
"LINC00294","LINC00294",0.00019839507493817,0.000350149665340924,-141.60049980158,-153.702327548543,7,2,2534.37805574724,0,0,FALSE
"CSTF3","CSTF3",6.1383025710423e-07,1.25736000696939e-06,-173.40250673137,-191.875919165065,7,2,7133.06807489888,0,0,FALSE
"CSTF3-AS1","CSTF3-AS1",3.99655770559313e-08,8.72317966532679e-08,-74.907000646683,-96.3229606010223,7,2,31.9710218001879,0,0,FALSE
"LYSMD1","LYSMD1",4.24539244257601e-11,1.06759184352011e-10,-160.484901478325,-189.169167017032,7,2,1036.30739064688,0,0,FALSE
"RPS24P15","RPS24P15",1.04215322135011e-16,3.30157820473502e-16,-115.854846513818,-158.017913725177,7,2,30.1993474808492,0,0,FALSE
"HIPK3","HIPK3",4.55181286243593e-38,2.6876334488877e-37,-165.610453607651,-258.115545261889,7,2,7610.99514559711,0,0,FALSE
"KIAA1549L","KIAA1549L",6.38610245773583e-07,1.30673128789433e-06,-124.340140685401,-142.770675035674,7,2,478.099311712259,0,0,FALSE
"CD59","CD59",1.17138773156286e-16,3.70301542140987e-16,-184.121252224319,-226.163205535734,7,2,10775.4597849083,0,0,FALSE
"FBXO3","FBXO3",3.37877994515287e-39,2.05922759571985e-38,-216.143592788956,-311.291079285529,7,2,3872.83910151344,0,0,FALSE
"LMO2","LMO2",4.66402765727109e-05,8.56820747537844e-05,-84.6648362326342,-98.3891417487507,7,2,126.138384217228,0,0,FALSE
"SCNM1","SCNM1",0.000748006001175034,0.00126774899584103,-173.925872638458,-184.517420347301,7,2,3494.56661362866,0,0,FALSE
"CAPRIN1","CAPRIN1",0.00016274092958022,0.000288908444615148,-223.770032377518,-236.095250748317,7,2,71854.3439776392,0,0,FALSE
"NAT10","NAT10",6.15533851905494e-09,1.40408139477896e-08,-204.426776652151,-227.841436376063,7,2,13974.8545838968,0,0,FALSE
"ABTB2","ABTB2",4.6990844192523e-113,8.78424242467497e-112,-235.317847626738,-502.062971047796,7,2,1893.04002801552,0,0,FALSE
"LOC100216355","LOC100216355",5.85117725899156e-07,1.20037811582197e-06,-86.434702382646,-104.960006892816,7,2,23.0881066854703,0,0,FALSE
"CAT","CAT",2.17218838314626e-105,3.76842327538184e-104,-460.99304753881,-709.98622070945,7,2,2276.38435011359,0,0,FALSE
"EHF","EHF",2.46644650951529e-11,6.27034090800416e-11,-103.265939046608,-132.521856716551,7,2,21.103132709908,0,0,FALSE
"APIP","APIP",5.17074524447009e-29,2.4271438856286e-28,-155.007211270175,-226.275121020018,7,2,2471.3491674774,0,0,FALSE
"PDHX","PDHX",2.00300159977869e-12,5.33747525245811e-12,-175.778138451359,-207.670011467975,7,2,6457.85970888782,0,0,FALSE
"CD44","CD44",1.814299453959e-68,1.90328769706107e-67,-284.8526929787,-448.20109372388,7,2,1322.87460325601,0,0,FALSE
"SLC1A2","SLC1A2",1.15728074471218e-79,1.43442392064466e-78,-149.170702994077,-338.517450830752,7,2,552.434024692074,0,0,FALSE
"PAMR1","PAMR1",0,0,-815.975242624076,-3203.30595470666,7,2,7632.39569885988,0,0,FALSE
"FJX1","FJX1",6.02216414717622e-147,1.54627331176622e-145,-219.317428578053,-564.487706998673,7,2,4955.04074147694,0,0,FALSE
"TRIM44","TRIM44",1.14270196468628e-06,2.30625233691555e-06,-171.633937882169,-189.433134397694,7,2,9814.26475363268,0,0,FALSE
"LDLRAD3","LDLRAD3",1.10558552915297e-59,1.00862211605818e-58,-195.375935748808,-338.297317124082,7,2,3038.37337418083,0,0,FALSE
"VPS72","VPS72",1.51992666139703e-06,3.04290973992582e-06,-165.606467618692,-183.095476087326,7,2,6941.58425787705,0,0,FALSE
"COMMD9","COMMD9",1.52701305454376e-24,6.33188282982455e-24,-146.052938371699,-206.791443733812,7,2,2644.70470472957,0,0,FALSE
"PRR5L","PRR5L",2.55894115320789e-211,1.06008860149604e-209,-456.450638417887,-950.378435970729,7,2,1376.76424005074,0,0,FALSE
"TRAF6","TRAF6",9.85872558781297e-71,1.0728838075341e-69,-151.281161881077,-319.89193608634,7,2,2833.98995017317,0,0,FALSE
"RAG1","RAG1",1.37600130657276e-40,8.64566944722211e-40,-96.7907012340099,-195.188980426094,7,2,254.649687405804,0,0,FALSE
"RAG2","RAG2",4.26430560037015e-05,7.85820777073227e-05,-56.3694555998628,-70.1934611203697,7,2,11.5582749414891,0,0,FALSE
"C11orf74","C11orf74",5.70856730269145e-11,1.42658714706855e-10,-145.573485814242,-173.945778493827,7,2,2058.36289428656,0,0,FALSE
"PIP5K1A","PIP5K1A",4.54655192272175e-06,8.87428737610432e-06,-184.74591153346,-201.039067416843,7,2,11591.599457934,0,0,FALSE
"LRRC4C","LRRC4C",1.64942474133506e-139,3.98015604314495e-138,-137.462281252824,-465.430444652128,7,2,181.055393408441,0,0,FALSE
"PSMD4","PSMD4",2.10325063541011e-20,7.64127420372717e-20,-170.324362496243,-221.273431183561,7,2,19959.2075489218,0,0,FALSE
"LOC101928591","LOC101928591",2.72644367389598e-07,5.69903360023378e-07,-69.9459374329272,-89.2969386156569,7,2,38.3323400900377,0,0,FALSE
"API5","API5",1.71694814661725e-10,4.19823884083728e-10,-177.531257271971,-204.741891280469,7,2,25517.9272103309,0,0,FALSE
"TTC17","TTC17",2.51527426899429e-40,1.57270886880006e-39,-255.094077894261,-352.879886121447,7,2,11824.6163674691,0,0,FALSE
"LOC101928624","LOC101928624",0.000122193823610992,0.000218484906906091,-83.6439926178719,-96.2915164131079,7,2,34.7098805917409,0,0,FALSE
"LOC100507670","LOC100507670",3.94594848944725e-27,1.760135976728e-26,-94.0009315834645,-160.839126026356,7,2,195.878461559495,0,0,FALSE
"HSD17B12","HSD17B12",2.38080662930843e-80,2.98209557631275e-79,-305.172541035552,-496.113014349424,7,2,16914.4766750154,0,0,FALSE
"ALKBH3","ALKBH3",2.76666858371261e-15,8.2997368292304e-15,-166.780237203095,-205.541252446409,7,2,1532.10748784822,0,0,FALSE
"SEC14L1P1","SEC14L1P1",9.35634280292331e-126,1.98055423817985e-124,-173.868979049898,-470.015304695684,7,2,148.023292709507,0,0,FALSE
"ALKBH3-AS1","ALKBH3-AS1",6.51493342282851e-09,1.48479094837363e-08,-56.1507585661856,-79.5049227573227,7,2,12.71693243304,0,0,FALSE
"C11orf96","C11orf96",2.25892614651919e-143,5.60427955466412e-142,-123.640344802161,-460.544587792837,7,2,399.972549805604,0,0,FALSE
"ZNF687","ZNF687",2.8080089127803e-05,5.22667987908682e-05,-168.889964704011,-183.177899127906,7,2,8637.52349749406,0,0,FALSE
"ACCS","ACCS",8.87786619085573e-48,6.51444565497814e-47,-150.925402795836,-266.114094132492,7,2,343.009582037297,0,0,FALSE
"EXT2","EXT2",2.4882258655499e-08,5.4951066109815e-08,-187.083026015741,-209.006392797665,7,2,8600.19190110615,0,0,FALSE
"CD82","CD82",1.51472294507824e-43,1.01893841006865e-42,-137.943055183987,-243.25388254681,7,2,781.288135691259,0,0,FALSE
"TSPAN18","TSPAN18",1.10676103467089e-98,1.76071988727049e-97,-179.279282223513,-412.732390923491,7,2,1985.38668213973,0,0,FALSE
"TP53I11","TP53I11",2.38367301654124e-100,3.89657310961399e-99,-315.744354605537,-553.059938714216,7,2,8218.30115350386,0,0,FALSE
"PRDM11","PRDM11",0.00143191119919436,0.00237750566713662,-142.028204250786,-151.870556217554,7,2,1213.54484375151,0,0,FALSE
"PI4KB","PI4KB",4.75935444430238e-08,1.03507826238112e-07,-167.749011380973,-188.977722381506,7,2,5155.65317606573,0,0,FALSE
"LOC101060179","LOC101060179",8.85978050036567e-22,3.3579688761241e-21,-186.651176626415,-240.858612601082,7,2,204.367361283173,0,0,FALSE
"SYT13","SYT13",3.10925666191648e-117,6.07348027574229e-116,-240.04556258284,-516.467264886431,7,2,2653.95816602637,0,0,FALSE
"LOC101928812","LOC101928812",8.85869400267421e-05,0.00015978369061103,-104.606720731984,-117.614893933768,7,2,41.9311446460658,0,0,FALSE
"CHST1","CHST1",7.85696139061191e-31,3.87301388593604e-30,-111.760065959184,-187.300921757547,7,2,145.422905788898,0,0,FALSE
"CRY2","CRY2",3.55351194009277e-22,1.3661190708406e-21,-216.834278937796,-271.980591495236,7,2,3314.27469049733,0,0,FALSE
"RFX5","RFX5",0.000363100223509689,0.000629500179652821,-170.148541220292,-181.565677793159,7,2,7872.10840633581,0,0,FALSE
"MAPK8IP1","MAPK8IP1",5.66863382920381e-52,4.4882259074068e-51,-197.526766544578,-322.495636153306,7,2,6688.44423807502,0,0,FALSE
"PEX16","PEX16",5.33539206413974e-10,1.27578992233319e-09,-152.948880641815,-178.960600437702,7,2,1830.28795960475,0,0,FALSE
"GYLTL1B","GYLTL1B",6.13328652269528e-43,4.06205197317477e-42,-191.152876147245,-295.045054939024,7,2,7610.21637732552,0,0,FALSE
"PHF21A","PHF21A",1.04721260885631e-13,2.9424729376486e-13,-188.735766883016,-223.713182447506,7,2,2675.6423185045,0,0,FALSE
"LOC101928894","LOC101928894",0.00243712503443713,0.0039795243605012,-38.9088950869281,-48.1315372078762,7,2,3.20922123702041,0,0,FALSE
