"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"DDX11L1","DDX11L1",1.64030851976481e-06,3.27987313543902e-06,-81.5279606292337,-98.934011023014,7,2,55.1545064508725,0,0,FALSE
"WASH7P","WASH7P",2.09879644242729e-08,4.653982433466e-08,-145.194137797481,-167.299565686863,7,2,1803.32881646869,0,0,FALSE
"LOC100996442","LOC100996442",4.54713612996954e-10,1.09068362772402e-09,-101.475283677375,-127.656230046382,7,2,130.032961288711,0,0,FALSE
"LOC101929017","LOC101929017",4.73340610595472e-05,8.69359156439423e-05,-93.031653547346,-106.739521689728,7,2,164.240732154348,0,0,FALSE
"MMACHC","MMACHC",2.7875259523904e-06,5.50565809987359e-06,-130.441698033243,-147.269684481256,7,2,1451.17641842013,0,0,FALSE
"FGG","FGG",7.99533019866367e-09,1.81227875970444e-08,-64.2986086734391,-87.434520469319,7,2,7.09722458979714,0,0,FALSE
"LOC101927965","LOC101927965",0.00503702843006251,0.0080165949070245,-78.647225247269,-87.0132508643923,7,2,34.7010273711801,0,0,FALSE
"LRAT","LRAT",1.06147312452116e-94,1.60589436480865e-93,-397.388307296552,-621.612618129792,7,2,17458.5582470856,0,0,FALSE
"RBM46","RBM46",6.94329392576745e-11,1.72829163989806e-10,-105.78533123994,-133.951245118515,7,2,99.7985268140844,0,0,FALSE
"NPY2R","NPY2R",8.28627926480619e-40,5.11172170597069e-39,-140.483360512038,-237.058452959794,7,2,70.0708079858428,0,0,FALSE
"PRDX1","PRDX1",1.46273869653349e-13,4.08178159051655e-13,-225.595719796597,-260.224349654507,7,2,86466.3818183986,0,0,FALSE
"GUCY1A3","GUCY1A3",5.47943281034237e-08,1.18691560096572e-07,-45.7034924838288,-66.7810922852637,7,2,5.05004771418031,0,0,FALSE
"GUCY1B3","GUCY1B3",7.93249213093001e-10,1.88366934397856e-09,-138.268139057984,-163.859757920638,7,2,415.142387553494,0,0,FALSE
"CTSO_variant1","CTSO_variant1",1.67757171107727e-79,2.07265395192065e-78,-88.9437450380139,-277.916266707395,7,2,175.657112416911,0,0,FALSE
"PDGFC","PDGFC",1.3155684344909e-24,5.46907173945214e-24,-125.499129361448,-186.39038563158,7,2,354.916531333017,0,0,FALSE
"GLRB","GLRB",3.24645509079136e-54,2.66831806836468e-53,-108.846186994428,-239.038554266628,7,2,87.891420230365,0,0,FALSE
"GRIA2","GRIA2",0.00123540351728001,0.002062436239185,-45.9597974455323,-55.9731387410367,7,2,4.3860950014333,0,0,FALSE
"FAM198B","FAM198B",2.4169679515345e-20,8.75629556147544e-20,-59.0529614648189,-109.858861521331,7,2,8.86914978966268,0,0,FALSE
"AKR1A1","AKR1A1",0.00020600683614948,0.000363334418199978,-187.234500064394,-199.293817782773,7,2,15728.709505825,0,0,FALSE
"TMEM144","TMEM144",3.31439937475351e-47,2.4034846781724e-46,-122.777739702477,-236.63180156818,7,2,785.055346898475,0,0,FALSE
"RXFP1","RXFP1",2.41709093392989e-117,4.73041708902208e-116,-158.578727841095,-435.253617436228,7,2,107.489842221301,0,0,FALSE
"C4orf46","C4orf46",1.10360449355153e-14,3.22940603816071e-14,-169.526867543484,-206.849092548103,7,2,6469.37922777266,0,0,FALSE
"ETFDH","ETFDH",2.10179293847172e-67,2.16948613578772e-66,-168.607942412946,-329.483930094915,7,2,1546.65539522653,0,0,FALSE
"PPID","PPID",3.87551621484282e-14,1.10945234151465e-13,-177.835621520409,-213.849668638347,7,2,9319.98470079901,0,0,FALSE
"FNIP2","FNIP2",1.74892689048085e-30,8.55557625945641e-30,-154.234729898837,-228.959316891223,7,2,2847.98247831414,0,0,FALSE
"RAPGEF2","RAPGEF2",4.17595233264871e-34,2.24925683843869e-33,-223.080338941623,-306.304481874232,7,2,11564.24676514,0,0,FALSE
"FSTL5","FSTL5",5.44447307982454e-27,2.41982679525669e-26,-106.160051880889,-172.669038510121,7,2,58.3148096475207,0,0,FALSE
"CCDC17","CCDC17",0.000362247217087725,0.000628127190346562,-102.158220081514,-113.578030623494,7,2,179.730758147589,0,0,FALSE
"LOC101928081","LOC101928081",2.64930417600354e-09,6.15425822550031e-09,-93.9076982116463,-118.219466190947,7,2,56.6640568243245,0,0,FALSE
"NPY1R","NPY1R",1.18791042690174e-48,8.87496477982772e-48,-140.396219078237,-257.62235034148,7,2,1479.68032161418,0,0,FALSE
"NPY5R","NPY5R",3.65410704548493e-13,1.00237050701983e-12,-111.203763456639,-144.876055364371,7,2,215.935673732121,0,0,FALSE
"MARCH1","MARCH1",1.38657320537489e-09,3.25874267723769e-09,-143.146885847122,-168.146291889843,7,2,794.246040964204,0,0,FALSE
"GPBP1L1","GPBP1L1",1.86754102279968e-28,8.63618798122063e-28,-213.096880720534,-283.053127145924,7,2,18465.3411402477,0,0,FALSE
"LOC100505989","LOC100505989",0.000383105113082055,0.000663139265566542,-85.4171659640792,-96.7733089960368,7,2,56.5523468601784,0,0,FALSE
"LOC100506013","LOC100506013",1.45010926363159e-268,8.93307828412413e-267,-464.388615697683,-1090.48675436896,7,2,11530.8771391889,0,0,FALSE
"TRIM61","TRIM61",4.53256631442221e-18,1.51329072005639e-17,-139.207932332918,-184.614838167678,7,2,1504.12157402107,0,0,FALSE
"FAM218A","FAM218A",6.74183993840648e-18,2.23518536920227e-17,-110.837702631818,-155.834243856653,7,2,361.440047180043,0,0,FALSE
"KLHL2","KLHL2",2.31377678158358e-07,4.85188835507636e-07,-149.642041399411,-169.170141137196,7,2,2022.72053720437,0,0,FALSE
"GK3P","GK3P",9.34708940663241e-14,2.63138940396694e-13,-68.3327500660847,-103.428751888429,7,2,25.5986485469847,0,0,FALSE
"MSMO1","MSMO1",5.38643074079104e-78,6.49634278831708e-77,-224.581639825081,-410.05717206188,7,2,16579.8425896035,0,0,FALSE
"CPE","CPE",5.81030949396385e-23,2.29725316310795e-22,-217.337827213412,-274.343900028728,7,2,3302.79656001295,0,0,FALSE
"HADHAP1","HADHAP1",1.57037168743403e-20,5.72212295032781e-20,-72.5527739458482,-123.802674070825,7,2,18.6411105536286,0,0,FALSE
"TMEM69","TMEM69",2.26128599527602e-12,6.00654700681675e-12,-175.271972519584,-207.036754278288,7,2,3683.22810133979,0,0,FALSE
"LOC101928151","LOC101928151",2.93488711747475e-05,5.45659163292911e-05,-85.7391014456512,-99.9780372632725,7,2,64.0173122303289,0,0,FALSE
"TLL1","TLL1",7.19860363173392e-54,5.88687079719672e-53,-133.237873069898,-262.624678342623,7,2,88.1182057525306,0,0,FALSE
"SPOCK3","SPOCK3",1.23188842173692e-07,2.62006563021616e-07,-82.5525681426699,-102.759764815138,7,2,35.7360832151551,0,0,FALSE
"DDX60","DDX60",1.24518762443703e-131,2.78681839398115e-130,-157.625243483936,-467.368375396902,7,2,1670.58943849434,0,0,FALSE
"DDX60L","DDX60L",6.52156472762466e-172,2.05802711849366e-170,-424.970610427497,-827.85715251608,7,2,299.437396986117,0,0,FALSE
"IPP","IPP",3.20803873208453e-24,1.31872268764418e-23,-174.541586232619,-234.519145003592,7,2,897.084538827637,0,0,FALSE
"PALLD","PALLD",2.12015875576873e-18,7.1552170234325e-18,-205.290726100385,-251.48258319049,7,2,8681.02452472064,0,0,FALSE
"LOC101928172","LOC101928172",8.14271210971875e-07,1.65606934986656e-06,-105.647813750202,-123.81489884498,7,2,70.4415797929509,0,0,FALSE
"CBR4","CBR4",1.08841171502739e-13,3.05628703128835e-13,-171.239193213518,-206.176342133338,7,2,5087.77510513314,0,0,FALSE
"SH3RF1","SH3RF1",1.59023801766561e-36,9.09216671715707e-36,-158.727649651232,-247.620113834282,7,2,3405.40119178182,0,0,FALSE
"CLCN3","CLCN3",1.4474902423143e-17,4.73290511161629e-17,-176.708530339629,-220.915005536148,7,2,11687.321491843,0,0,FALSE
"C4orf27","C4orf27",1.65005128750004e-19,5.80414097174762e-19,-184.740750437968,-233.567351519903,7,2,3894.40114516238,0,0,FALSE
"LOC100506085","LOC100506085",1.52285810182496e-23,6.12138181774207e-23,-119.580668896538,-177.960902127313,7,2,257.683353732156,0,0,FALSE
"MFAP3L","MFAP3L",2.43798827029156e-87,3.38021707035079e-86,-146.933959153538,-354.090450029806,7,2,1093.60643319286,0,0,FALSE
"AADAT","AADAT",6.7619163328519e-17,2.15458418109445e-16,-145.742443959027,-188.353565328304,7,2,1011.9955081003,0,0,FALSE
"LOC101928223","LOC101928223",2.53395036198491e-35,1.40986677522878e-34,-78.515439999225,-164.591681268118,7,2,61.4862819824403,0,0,FALSE
"LOC100506122","LOC100506122",3.83542822991057e-08,8.38393805933351e-08,-41.0717327839248,-62.5317901472972,7,2,4.35714235827249,0,0,FALSE
"LOC101928288","LOC101928288",1.05665198231194e-08,2.38109302935845e-08,-84.4535254081822,-107.292021567209,7,2,54.0089850146189,0,0,FALSE
"LOC441052","LOC441052",0.000103120743202839,0.000185186517948867,-61.0056755964234,-73.8436408609002,7,2,9.24926400496034,0,0,FALSE
"GALNTL6","GALNTL6",1.52830446266433e-05,2.89250387141775e-05,-65.3948737063099,-80.3555968403519,7,2,12.545573025354,0,0,FALSE
"GALNT7","GALNT7",4.7764456549213e-09,1.09521130941929e-08,-187.240429204079,-210.925202835188,7,2,15995.5012426682,0,0,FALSE
"HMGB2","HMGB2",4.27060431240644e-135,9.79224820904903e-134,-199.009461976371,-516.768668975681,7,2,51215.1378951452,0,0,FALSE
"SAP30","SAP30",5.76004755740949e-32,2.9330530896606e-31,-172.314718879918,-250.519936036272,7,2,1759.02489197761,0,0,FALSE
"LOC101928409","LOC101928409",0.000253516742336174,0.000443931189714685,-41.7344220393616,-53.5591019009334,7,2,3.81252741861824,0,0,FALSE
"HAND2","HAND2",4.67512843044508e-05,8.58757819002657e-05,-43.5312346776311,-57.2528939362833,7,2,4.37752588869161,0,0,FALSE
"PIK3R3","PIK3R3",1.5798814850979e-48,1.17720623550402e-47,-209.914892906305,-326.852201348155,7,2,5530.723276164,0,0,FALSE
"LOC101928509","LOC101928509",0.00225562674670559,0.0036913626535646,-51.5589855366176,-60.8721886398607,7,2,8.08021393354129,0,0,FALSE
"FBXO8","FBXO8",1.14028308950008e-13,3.19816039542358e-13,-126.803403377547,-161.691966696618,7,2,1163.46238985697,0,0,FALSE
"CEP44","CEP44",6.53408877237747e-11,1.62893038596031e-10,-158.669977985367,-186.899922855751,7,2,3747.21196294653,0,0,FALSE
"HPGD","HPGD",1.03780873455243e-76,1.2309719821096e-75,-129.163247740357,-311.65619590633,7,2,92.5414471591877,0,0,FALSE
"GLRA3","GLRA3",3.21371614955625e-05,5.96099053571455e-05,-57.6589005976669,-71.7971552154443,7,2,12.2600100300503,0,0,FALSE
"GPM6A","GPM6A",4.72442650422527e-28,2.16303182317022e-27,-132.538436405488,-201.546379170083,7,2,439.301877279817,0,0,FALSE
"WDR17","WDR17",2.51627823021288e-06,4.98426898267507e-06,-123.727788447623,-140.667505544859,7,2,844.305621250706,0,0,FALSE
"ASB5","ASB5",0.000109363962065472,0.000196124344057331,-34.2330184242727,-47.005057719945,7,2,2.63704658425771,0,0,FALSE
"VEGFC","VEGFC",0.000275752456988597,0.000481583752831546,-90.1907910427673,-101.920251633117,7,2,97.859669971451,0,0,FALSE
"NEIL3","NEIL3",5.38723176164825e-31,2.67180031913466e-30,-122.197651776223,-198.12339917898,7,2,1444.35041226192,0,0,FALSE
"AGA","AGA",9.12501722981224e-08,1.95532463211619e-07,-138.543384724865,-159.073326777555,7,2,1472.42151908035,0,0,FALSE
"POMGNT1","POMGNT1",1.26993771312404e-37,7.4343868816668e-37,-214.761797814699,-306.224039787099,7,2,5346.70748914537,0,0,FALSE
"LOC101928703","LOC101928703",2.02148751792253e-08,4.48649282796224e-08,-73.3121614367946,-95.4577204067773,7,2,34.938916894161,0,0,FALSE
"MGC45800","MGC45800",8.19441416475528e-39,4.95113947468367e-38,-184.560054417036,-278.807495871645,7,2,1532.67937096036,0,0,FALSE
"TENM3","TENM3",1.75912435628391e-12,4.69733993839681e-12,-208.677155632628,-240.705046709868,7,2,14137.7479019122,0,0,FALSE
"DCTD","DCTD",4.28461642755057e-05,7.89422224365669e-05,-155.973384489122,-169.792104599232,7,2,6238.77157421237,0,0,FALSE
"LURAP1","LURAP1",6.96265955214626e-59,6.25039446648895e-58,-120.176870580439,-261.238557278747,7,2,264.135279755342,0,0,FALSE
"FAM92A1P2","FAM92A1P2",1.17767329732371e-08,2.6476202633524e-08,-58.7947504961063,-81.5175178883479,7,2,15.2370444374902,0,0,FALSE
"WWC2-AS2","WWC2-AS2",1.77099740362671e-34,9.63481277421667e-34,-111.679101950398,-195.776515903238,7,2,359.679486822127,0,0,FALSE
"WWC2","WWC2",3.38389482015515e-24,1.38971584610045e-23,-231.207866120062,-291.130710950479,7,2,22375.2265059507,0,0,FALSE
"CLDN24","CLDN24",2.08412349694284e-07,4.3804347239272e-07,-61.1150162603717,-80.7558546418843,7,2,13.5559474182232,0,0,FALSE
"CDKN2AIP","CDKN2AIP",2.7296433382724e-09,6.3361147976159e-09,-152.129188140383,-176.409200593744,7,2,3589.79054657149,0,0,FALSE
"RAD54L","RAD54L",1.00325485124648e-10,2.48104603157211e-10,-147.107468269953,-174.885239393457,7,2,2926.54583707358,0,0,FALSE
"ING2","ING2",1.80964979664123e-11,4.62038564475003e-11,-143.488779019021,-173.070394091395,7,2,1886.52209118978,0,0,FALSE
"TRAPPC11","TRAPPC11",1.52374599130513e-26,6.68762407987062e-26,-251.580786038913,-317.03704424626,7,2,9285.21511500638,0,0,FALSE
"LOC101928783","LOC101928783",2.11213414694542e-09,4.92984271580123e-09,-108.827331353815,-133.379888675009,7,2,360.06124482564,0,0,FALSE
"LOC101929169","LOC101929169",9.6088603895058e-39,5.78311735962008e-38,-83.3727415252502,-177.458400217856,7,2,33.1578956778278,0,0,FALSE
"STOX2","STOX2",2.84941893056577e-140,6.90821810322478e-139,-564.847199490948,-894.579280913918,7,2,2870.75095035476,0,0,FALSE
"ENPP6","ENPP6",6.03780410822243e-16,1.85824439760739e-15,-111.503139965552,-151.8448020172,7,2,55.578332176039,0,0,FALSE
"C1orf86","C1orf86",0.00537351606098112,0.00853374543115254,-162.615845038674,-170.904893119675,7,2,3021.90691673318,0,0,FALSE
"LRRC41","LRRC41",2.392067239635e-14,6.9125815746119e-14,-205.893353411423,-242.410151182808,7,2,6370.24030958694,0,0,FALSE
"IRF2","IRF2",2.17262290777999e-35,1.20991809460148e-34,-384.782140918174,-471.014920505203,7,2,1397.05224233606,0,0,FALSE
"CASP3","CASP3",1.92029058471391e-90,2.76298034107344e-89,-291.654981005779,-506.008912357835,7,2,17822.9455401704,0,0,FALSE
"CCDC111","CCDC111",2.33530034909521e-24,9.63818864323689e-24,-168.33768463626,-228.640747446847,7,2,718.072262340579,0,0,FALSE
"MLF1IP","MLF1IP",6.85049395544337e-10,1.63112787337486e-09,-190.600833347192,-216.347831936766,7,2,20021.8979891875,0,0,FALSE
"ACSL1","ACSL1",4.61568054673169e-150,1.21547567161929e-148,-396.991158007626,-749.366077146084,7,2,1346.92655588501,0,0,FALSE
"UQCRH","UQCRH",0.00119250169711925,0.00199264644711378,-197.114378517036,-207.168599669806,7,2,27928.6550212007,0,0,FALSE
"LOC731424","LOC731424",1.57842976763007e-27,7.10753981884547e-27,-118.838923295125,-186.613947286916,7,2,336.289122864587,0,0,FALSE
"SLC25A4","SLC25A4",3.56301907220635e-47,2.58195486324266e-46,-209.454303352348,-323.235075971005,7,2,6177.61920009558,0,0,FALSE
"KIAA1430","KIAA1430",1.89825484721865e-06,3.78412603989855e-06,-180.59011717904,-197.837117761246,7,2,11835.4023092032,0,0,FALSE
"NSUN4","NSUN4",3.9253987640452e-26,1.70153907380235e-25,-145.861210328185,-210.349158119207,7,2,1713.348603585,0,0,FALSE
"SNX25","SNX25",1.35653832800473e-28,6.30999885715298e-28,-247.127612939975,-317.410433045749,7,2,3393.49362422443,0,0,FALSE
"LRP2BP","LRP2BP",1.02289559887957e-25,4.37980394953109e-25,-95.6856835171665,-159.193254088547,7,2,270.436818241086,0,0,FALSE
"ANKRD37","ANKRD37",4.86229572771568e-43,3.22998349213278e-42,-168.84362567254,-272.971389540788,7,2,165.012755694836,0,0,FALSE
"UFSP2","UFSP2",2.04044218060066e-08,4.52758408367807e-08,-157.32127899135,-179.456858786528,7,2,4413.30692496699,0,0,FALSE
"C4orf47","C4orf47",2.44903599264329e-84,3.25515063914513e-83,-131.857897194203,-332.051075206086,7,2,326.696398974629,0,0,FALSE
"CCDC110","CCDC110",1.03466665185213e-25,4.42959035595955e-25,-141.364305136002,-204.86016145109,7,2,419.567572260873,0,0,FALSE
"PDLIM3","PDLIM3",2.68331087981747e-255,1.4948560231734e-253,-359.042367899475,-954.5163868882,7,2,2006.50185908646,0,0,FALSE
"SORBS2","SORBS2",6.54517789065694e-115,1.24616795335808e-113,-312.571162498847,-583.61398101735,7,2,2888.66632078389,0,0,FALSE
"TLR3","TLR3",1.6135015402681e-21,6.06842530310679e-21,-98.405083199202,-151.996212783519,7,2,232.098590414633,0,0,FALSE
"FAAH","FAAH",2.97268094439421e-13,8.17917910197366e-13,-120.761689329678,-154.649667123199,7,2,847.563475832701,0,0,FALSE
"FAM149A","FAM149A",9.04696587198444e-66,9.11281030375509e-65,-258.54594443334,-415.624097563291,7,2,1183.04334878917,0,0,FALSE
"FLJ38576","FLJ38576",6.11342630805127e-25,2.5621764821481e-24,-82.6150959054445,-144.291628581345,7,2,91.742953253281,0,0,FALSE
"CYP4V2","CYP4V2",8.70076001377508e-34,4.64507103105242e-33,-159.179171785372,-241.655876714587,7,2,1195.94620147162,0,0,FALSE
"KLKB1","KLKB1",1.64135855431989e-127,3.5301218858519e-126,-145.380053062498,-445.589867464879,7,2,1624.25776616663,0,0,FALSE
"F11","F11",6.14629570308958e-37,3.54500325704455e-36,-74.9455091914986,-164.804635818403,7,2,38.0552928749066,0,0,FALSE
"MTNR1A","MTNR1A",1.16900244111548e-11,3.00657686167892e-11,-81.2192231110646,-111.260171513676,7,2,54.8380372853801,0,0,FALSE
"FAT1","FAT1",8.55171731520383e-78,1.02777122857919e-76,-217.921823546017,-402.931353492716,7,2,66815.6571730485,0,0,FALSE
"LOC729041","LOC729041",0.00065488423081769,0.00111432859277353,-71.3761310452513,-82.120165955885,7,2,21.7553708425003,0,0,FALSE
"ZFP42","ZFP42",9.92356155777013e-47,7.12423541189717e-46,-289.755941916811,-402.498785649134,7,2,32685.2270743956,0,0,FALSE
"TRIML2","TRIML2",0,0,-1276.89185910642,-2919.72395353688,7,2,2724.33859705784,0,0,FALSE
"LOC401164","LOC401164",3.14226025953918e-08,6.90049654120946e-08,-108.516767554751,-130.190342461019,7,2,198.910258540111,0,0,FALSE
"FRG1_variant1","FRG1_variant1",4.00094961068492e-05,7.38215506872534e-05,-141.475175547387,-155.370068823936,7,2,2100.01707538072,0,0,FALSE
"DMBX1","DMBX1",0,0,-276.935160283954,-3429.52175550896,7,2,469.58200587802,0,0,FALSE
"MKNK1-AS1","MKNK1-AS1",3.85392668000766e-08,8.42198818417308e-08,-70.5980478522942,-92.0529497480542,7,2,21.4267328532767,0,0,FALSE
"PLEKHG4B","PLEKHG4B",5.21499268658102e-33,2.72381653893975e-32,-286.496271632784,-367.14913041116,7,2,6469.54631023314,0,0,FALSE
"CCDC127","CCDC127",1.08448130397384e-26,4.77601976092247e-26,-192.2039960958,-258.008155463725,7,2,2628.77082541747,0,0,FALSE
"SDHA","SDHA",1.60172003631827e-41,1.02581210792469e-40,-190.6891234518,-291.270680533803,7,2,9118.15347433828,0,0,FALSE
"PDCD6","PDCD6",5.82473315700958e-07,1.19511194937366e-06,-164.672073967088,-183.202284541509,7,2,7942.82459323243,0,0,FALSE
"AHRR","AHRR",2.79753500303465e-259,1.58713828674004e-257,-308.655501414639,-913.321112032118,7,2,274.657677207052,0,0,FALSE
"C5orf55","C5orf55",5.47440976727359e-15,1.62162115987489e-14,-99.5412558289746,-137.592833664387,7,2,308.336800622561,0,0,FALSE
"EXOC3","EXOC3",1.69541110902749e-09,3.97097010381084e-09,-140.689967587604,-165.475927505001,7,2,4454.94584786414,0,0,FALSE
"PP7080","PP7080",6.64606799999336e-35,3.64912998903745e-34,-151.891407694572,-236.986405035414,7,2,921.12719654791,0,0,FALSE
"MKNK1","MKNK1",7.36359669560216e-41,4.65893162805185e-40,-139.566587047328,-238.599632728801,7,2,1095.27306855536,0,0,FALSE
"SLC9A3","SLC9A3",2.99921425392893e-12,7.92777916401239e-12,-173.830805482935,-205.299563047456,7,2,97.8506446497358,0,0,FALSE
"LOC100288152","LOC100288152",7.58131757420295e-86,1.02849320568187e-84,-259.110938555549,-462.80517159026,7,2,726.106550971838,0,0,FALSE
"CEP72","CEP72",5.03883437712916e-15,1.49402964147697e-14,-155.644849396441,-193.78264384034,7,2,2449.82908050479,0,0,FALSE
"TPPP","TPPP",2.88370178015074e-09,6.68718070785126e-09,-115.852492688981,-140.074136632438,7,2,545.9812525188,0,0,FALSE
"ZDHHC11B","ZDHHC11B",5.03797133973171e-09,1.15432004052071e-08,-85.1581548564272,-108.786171594741,7,2,79.8242996683092,0,0,FALSE
"LOC101928768","LOC101928768",1.3296248018501e-23,5.3572076056788e-23,-96.6762786233189,-155.195715767318,7,2,158.38249554212,0,0,FALSE
"ZDHHC11","ZDHHC11",7.537388212138e-19,2.5879009054535e-18,-130.979684671553,-178.239295249409,7,2,799.023410977495,0,0,FALSE
"BRD9","BRD9",5.32606241440447e-14,1.51598509910325e-13,-165.441256067953,-201.123883426072,7,2,5786.87424436701,0,0,FALSE
"TRIP13","TRIP13",9.59640115208492e-38,5.63174992882291e-37,-226.543235358417,-318.29025465922,7,2,5978.33112875659,0,0,FALSE
"LOC100506688","LOC100506688",5.44763125508992e-07,1.11982312125909e-06,-83.8069419870268,-102.409634379776,7,2,63.1076497298215,0,0,FALSE
"NKD2","NKD2",4.93127637354471e-22,1.88592295807572e-21,-134.49883579598,-189.308466479461,7,2,433.88218151226,0,0,FALSE
"LOC101928793","LOC101928793",1.50376584782274e-11,3.85183213223945e-11,-130.462037512285,-160.238326748482,7,2,401.993229532559,0,0,FALSE
"MOB3C","MOB3C",1.15019993582514e-154,3.14704083505066e-153,-154.65788690567,-517.677185726623,7,2,666.068479257326,0,0,FALSE
"TERT","TERT",7.15787468301074e-66,7.21467950169042e-65,-160.177197724751,-317.491809215398,7,2,1378.88883586991,0,0,FALSE
"CLPTM1L","CLPTM1L",1.05461102123863e-33,5.61761476501341e-33,-185.892275395983,-268.173110121186,7,2,10598.6633890697,0,0,FALSE
"LOC100506791","LOC100506791",1.11125894690385e-36,6.38079718665925e-36,-55.5163349002761,-144.773258142854,7,2,12.1445755019587,0,0,FALSE
"SLC6A3","SLC6A3",8.40468972145062e-09,1.90297072021958e-08,-109.514492391472,-132.597162238113,7,2,67.5584081672863,0,0,FALSE
"LPCAT1","LPCAT1",1.54198074661076e-06,3.08646162414216e-06,-217.561824683852,-235.035156922814,7,2,30939.6007856023,0,0,FALSE
"SDHAP3","SDHAP3",3.33723133215301e-13,9.16669371700236e-13,-133.66806417124,-167.435160486993,7,2,570.749618612286,0,0,FALSE
"LOC728613","LOC728613",3.89168531137333e-15,1.15857127196793e-14,-137.826812871768,-176.233195280801,7,2,731.394890260471,0,0,FALSE
"ATPAF1","ATPAF1",2.27710882538625e-15,6.84707810579655e-15,-184.987675622198,-223.95104018756,7,2,7128.07380690752,0,0,FALSE
"MRPL36","MRPL36",3.73000813953291e-116,7.19945223329607e-115,-126.777233458781,-400.700755350394,7,2,2051.23555843714,0,0,FALSE
"NDUFS6","NDUFS6",4.33942594388756e-06,8.48287958615416e-06,-192.978109921996,-209.322306408591,7,2,8779.11067551511,0,0,FALSE
"IRX4","IRX4",3.58372761723032e-66,3.62995029375055e-65,-122.870875784555,-280.883899522846,7,2,181.134904005896,0,0,FALSE
"IRX2","IRX2",4.46954878690129e-183,1.54992903606893e-181,-1078.32904641277,-1507.01473109203,7,2,8247.21881221904,0,0,FALSE
"C5orf38","C5orf38",4.32002893181118e-119,8.57973313529526e-118,-420.421745221007,-701.142807195967,7,2,312.648710740326,0,0,FALSE
"IRX1","IRX1",0,0,-1356.71447994886,-5334.11321423093,7,2,3359.14565691006,0,0,FALSE
"LOC101929176","LOC101929176",1.06642484072502e-30,5.24260431017782e-30,-92.9725293587341,-168.201769425694,7,2,143.780766706356,0,0,FALSE
"ADAMTS16","ADAMTS16",0,0,-359.418019369181,-1126.72659384052,7,2,1382.99809734177,0,0,FALSE
"LOC101929200","LOC101929200",0.000515610498015456,0.000884858029373388,-107.62897871816,-118.64653787799,7,2,95.7303394257856,0,0,FALSE
"KIAA0947","KIAA0947",9.5448546331185e-35,5.22032338369548e-34,-192.96390883606,-277.690497367153,7,2,19355.7729634159,0,0,FALSE
"UBE2QL1","UBE2QL1",6.56542077986153e-36,3.69625285532409e-35,-81.1878587865666,-168.638131168298,7,2,114.311033106158,0,0,FALSE
"LINC01018","LINC01018",1.42045213585071e-20,5.18012693710982e-20,-87.2982353770753,-138.651434678707,7,2,106.898574566349,0,0,FALSE
"NSUN2","NSUN2",1.12629070670896e-27,5.10361328456301e-27,-267.943979002378,-336.064008924977,7,2,16516.0311895358,0,0,FALSE
"EFCAB14","EFCAB14",8.41589435413778e-07,1.71016425764916e-06,-183.805391766515,-201.936677552712,7,2,7936.21961201523,0,0,FALSE
"LOC100505625","LOC100505625",0.00126723460176286,0.00211329018826428,-41.5057174631983,-51.489620458452,7,2,4.06129959004793,0,0,FALSE
"PAPD7","PAPD7",2.72694389547541e-06,5.38807102727641e-06,-159.703766090567,-176.555739187156,7,2,2903.77931944144,0,0,FALSE
"LOC442132","LOC442132",0.00443752660987702,0.00710091687461163,-56.5795001811352,-65.0960291294132,7,2,6.60061291406942,0,0,FALSE
"ADCY2","ADCY2",0,0,-1221.67937305787,-2919.23268507898,7,2,5862.63367692011,0,0,FALSE
"C5orf49","C5orf49",8.51188469504819e-08,1.82584304519928e-07,-77.6968269649225,-98.3015187798369,7,2,61.7700358855931,0,0,FALSE
"MTRR","MTRR",4.76649407651608e-72,5.27458969822574e-71,-171.800632224386,-343.467523948703,7,2,4635.18669918171,0,0,FALSE
"FASTKD3","FASTKD3",4.29587070085298e-05,7.91401285981171e-05,-151.179055426619,-164.994857566545,7,2,1669.21599066522,0,0,FALSE
"SEMA5A","SEMA5A",1.26618120768587e-198,4.85442864755391e-197,-239.031759877959,-703.637931930034,7,2,2624.38473023021,0,0,FALSE
"LOC101929338","LOC101929338",1.69544666609058e-07,3.5820489085127e-07,-52.1554349249129,-72.0187375135851,7,2,9.8425656447724,0,0,FALSE
"SNHG18","SNHG18",1.0317503702048e-87,1.44150799799143e-86,-266.499109874123,-474.5217457427,7,2,738.170984581328,0,0,FALSE
"FAM173B","FAM173B",1.25568787648979e-29,5.99355009775818e-29,-134.780018595013,-207.492956087345,7,2,1369.54913199003,0,0,FALSE
"CCT5","CCT5",2.77811984295202e-15,8.33246965141189e-15,-227.20027724529,-265.95700013537,7,2,84124.4798316056,0,0,FALSE
"CMBL","CMBL",0.00143486290368034,0.00238215028489976,-154.488916029709,-164.328879634041,7,2,1636.19175513018,0,0,FALSE
"MARCH6","MARCH6",9.58688879376846e-14,2.69742135875719e-13,-173.88276976875,-208.952341883265,7,2,17384.3338748282,0,0,FALSE
"ROPN1L","ROPN1L",9.46556103352433e-07,1.9182849181014e-06,-69.4041487713553,-87.407875205962,7,2,18.6379542921049,0,0,FALSE
"ANKRD33B","ANKRD33B",7.33084544741456e-22,2.78772650374021e-21,-197.146731696689,-251.548879004542,7,2,7424.12843780188,0,0,FALSE
