"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Module_19415",53.5853801881073,-1.64478888349196,0.396902833430873,-4.14405931364667,3.41211428400978e-05,0.00212518385241439
"Module_12858",74.238486753387,-1.13767240594744,0.311713906942308,-3.64973259328465,0.000262513445635682,0.00831216297476071
"Module_12859",48.081257281039,-1.24391203273031,0.387312415072526,-3.21165029656325,0.00131974917052145,0.0239514221339603
"Module_16498",17.763709817609,2.41617221892288,0.682118626975731,3.54215839206051,0.000396867092119944,0.0108502609507975
"Module_16499",17.9048591372151,2.17202109162785,0.670891977136143,3.23751239491583,0.00120576701606558,0.0226034643476487
"Module_16500",17.8133572420457,2.04429747993587,0.671106235127651,3.0461607610411,0.00231783870680501,0.0343425075369371
"Module_22231",132.418997630423,-0.718779577491215,0.227206692111832,-3.16354932511155,0.0015585793848068,0.0266523648737692
"Module_37082",13.7114814898675,3.93215324952004,0.982141780617993,4.00365133336025,6.23722706828719e-05,0.00321027804530911
"Module_7589",14.8047792625276,2.24408769412011,0.778032843678599,2.88430972079519,0.00392272738615752,0.048629578995827
"Module_17298",89.3202806538045,-1.09323597568189,0.279816224625311,-3.90697850757509,9.34574629849096e-05,0.00423573877692391
"Module_35475",65.6492415741425,-1.07541703791146,0.324909458906998,-3.30989759894705,0.000933301086811791,0.0189084569189455
"Module_17302",43.9056647394307,-2.06941415996421,0.450569349355749,-4.59288711698472,4.37155556201847e-06,0.000475005007349921
"Module_17304",19.4591325069898,-2.0826486088182,0.653965118294295,-3.18464785132619,0.00144930254217516,0.025548814092042
"Module_31179",52.206857351042,2.09094365477297,0.384455609940954,5.43871282069236,5.36668775359099e-08,1.70566753528506e-05
"Module_33301",35.9471619060495,1.76772136731159,0.450047072244872,3.92785883150854,8.57054908311801e-05,0.00396930384312129
"Module_12887",41.4447237151681,-1.2081378822941,0.420413833795697,-2.87368726996077,0.00405710472309664,0.0496897614111056
"Module_17324",57.8220838151459,-1.11454128122218,0.363672703762301,-3.06468225327862,0.00217901364754921,0.0331300774246894
"Module_16511",64.3524523156238,1.48995888357826,0.344854676626297,4.32054133107455,1.55646898719781e-05,0.00121695089437673
"Module_16512",57.1401412075147,1.41317833731283,0.356526074989617,3.96374469203686,7.37831609145784e-05,0.00360015895944008
"Module_12892",28.4174269808572,-1.59730059595203,0.528018901595452,-3.02508222930213,0.00248565537759071,0.0358684867370155
"Module_33304",18.740017534889,-2.03125099103604,0.692404170629597,-2.93362038704798,0.00335033697361152,0.0439068651055655
"Module_19435",26.078529758852,1.66718725517438,0.524642631355164,3.17775787847815,0.00148418636791708,0.0259004273099928
"Module_17340",45.7714306830997,-1.3160200203081,0.393690577226788,-3.34277754265376,0.000829443639387876,0.0175307015586668
"Module_4",79.558851823873,-1.03169430264741,0.303187660144625,-3.40282418537509,0.000666931819039893,0.0151540736647974
"Module_14421",36.0853237417981,-1.84881092468131,0.463384412350168,-3.98979956037928,6.61291540478109e-05,0.00334274328194759
"Module_17342",18.3284664411825,-1.97800195888169,0.670666892516589,-2.94930610255636,0.00318488353456256,0.0426804450675872
"Module_17348",16.6004363231086,-2.29892424253529,0.727756389388132,-3.15892003980635,0.00158354930960115,0.0269500165635333
"Module_20",45.3802358464987,-1.24997580431621,0.411799025280188,-3.0354025327421,0.002402148503164,0.0350711183821738
"Module_12922",15.2145292083546,-2.27091064245259,0.773966449733582,-2.93412026223396,0.00334494576482263,0.0438847218866771
"Module_17367",26.4547685092884,-2.80814568564528,0.606693188172786,-4.62860922190792,3.68129689564831e-06,0.000418283563594558
"Module_33334",121.249373670238,-0.860873184777143,0.237229995773282,-3.62885469845841,0.000284681407992616,0.00878435616458767
"Module_33335",83.8714713521884,-0.850708705089176,0.28561747085617,-2.97848973502595,0.00289672732239044,0.0398550805731056
"Module_17370",82.2922226988959,-1.20991530679621,0.309938044614261,-3.90373278731249,9.47203572238009e-05,0.00427014149427724
"Module_17371",82.4298891650592,-0.965541402560429,0.287815201529194,-3.35472691306922,0.000794433681075417,0.0169884531329046
"Module_14426",52.5538568729562,-1.25733356037437,0.373833686024372,-3.36335008689504,0.000770026456583489,0.0166627171788015
"Module_33336",105.228020288591,-1.00469662635891,0.279697737211775,-3.59207992304276,0.000328049199573355,0.00963161541380153
"Module_33",42.5126382167425,1.34194417595504,0.401964912843183,3.33846097775845,0.000842438620517448,0.0177169928579625
"Module_17392",51.1983595913955,-1.07942270873344,0.368006278373695,-2.93316384031179,0.00335526779281499,0.0439068651055655
"Module_17394",114.133821326818,-1.09640967254055,0.255784903761414,-4.28645184456716,1.81549534710589e-05,0.00136167506476443
"Module_17395",29.6479819081848,-1.61122587758313,0.513144221795667,-3.13990844902218,0.00169000640359131,0.0283512614728716
"Module_17396",110.540352526233,-0.757631604111407,0.25291976288282,-2.99554133483204,0.00273958168109867,0.0386123081062166
"Module_27491",71.6181962616982,-1.4307966250305,0.322881920237813,-4.43133088398593,9.36532489842092e-06,0.000865900912244546
"Module_17408",32.6615596304288,-1.6932824874061,0.524976569752917,-3.2254439244842,0.0012577747263499,0.0232272431936122
"Module_5551",65.0518511650052,-1.00321867016186,0.334113015723336,-3.00263271094049,0.0026765524499641,0.037891994762131
"Module_17409",37.5318443340853,-1.61480193582227,0.44447885999076,-3.6330230325371,0.000280120003044146,0.00871947804530865
"Module_17413",79.7057285755779,-1.54406477324368,0.304582492037076,-5.0694469104801,3.9897340322106e-07,7.74373874068601e-05
"Module_29215",17.6693709339681,-2.06137130065762,0.690390281444231,-2.98580579139298,0.00282832202123288,0.0393893202314429
"Module_14458",111.600803077544,-1.15403186081656,0.256359384172569,-4.50161738584814,6.74383021896191e-06,0.000675073335225691
"Module_5568",24.2198466395885,-2.06883214121392,0.588228023245264,-3.51705811260086,0.000436358236676221,0.0115200410319559
"Module_14464",14.6830983040883,2.54166639721725,0.798535708845945,3.18290887816463,0.00145803491855807,0.0256199003726728
"Module_12952",125.065713280032,-0.943360952608248,0.257293179191479,-3.66648255337618,0.000245909688056324,0.0080057614961845
"Module_19456",50.212247575927,1.23520509772529,0.371867591784001,3.32162609761047,0.000894945332868105,0.0183803554390181
"Module_27496",26.631397452693,-1.53729847842553,0.531893954410924,-2.89023491558219,0.00384954040878791,0.047936410901711
