"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Module_29139",26.0936438032618,-1.79653998264156,0.53241740525692,-3.3743073853392,0.000740016838604402,0.0339182092869086
"Module_12872",42.3907059076039,-1.85765904712391,0.427757322237129,-4.34278725471847,1.40686355621971e-05,0.00262859462153815
"Module_35474",56.4962780551296,-1.20224872281664,0.362731846325379,-3.31442837180112,0.000918307041150616,0.0386939464777852
"Module_5502",116.527215740587,1.21976367805881,0.289586931269026,4.2120812314063,2.53028512661792e-05,0.00386580124501094
"Module_5503",88.965598374085,1.04140635412773,0.308329671494058,3.37757423436234,0.000731282115070489,0.0338321999869252
"Module_33302",59.6729413743053,-1.47341351367493,0.360772594504114,-4.08405055184458,4.4257396253561e-05,0.00567442738842807
"Module_19434",33.8554013811721,-1.50703881485997,0.45581349752681,-3.3062619317703,0.000945496576336293,0.0392294152337324
"Module_5514",41.2102884298503,-1.48282096810712,0.420012706571991,-3.53041930614296,0.000414901554903351,0.0240053692535205
"Module_5515",34.4155374664451,-1.4579996946471,0.451465396516206,-3.22948271539292,0.00124014377507416,0.0470478703066267
"Module_5516",35.9207500315519,-1.58231095041603,0.445951593568411,-3.54816749897609,0.000387921442717111,0.0230817192711232
"Module_12908",64.8637248402178,1.23698391869275,0.347646167910641,3.55816929071029,0.000373448602423615,0.0225349120617337
"Module_19444",22.4199683420372,-2.25878959933432,0.597517945610096,-3.78028746404926,0.000156647391085485,0.0128354596930213
"Module_19445",33.6303156567204,-2.49515379659404,0.508189091793995,-4.90989247287011,9.11263464039642e-07,0.000429496540934182
"Module_29202",82.2452868300822,-1.06713426048568,0.310333230561479,-3.4386722251914,0.000584574561592445,0.0293628599139602
"Module_17405",49.7091386319895,1.40623402325976,0.405824667749663,3.46512702408521,0.000529981092259218,0.0276370654127409
"Module_14450",47.2105695734812,-1.88556963183884,0.409100543832586,-4.60906166042757,4.04490368782887e-06,0.00121074698753849
"Module_35497",94.9811206420717,-0.96572689507927,0.300047919073726,-3.21857554640123,0.00128829029466965,0.0482455294585912
"Module_17451",42.8948599028549,1.36195823649548,0.421382682247903,3.23211725083241,0.0012287662576425,0.0469331112001108
"Module_38939",32.2268855512122,-2.04036377245981,0.491338708380153,-4.15266238474573,3.2862940122285e-05,0.00459048326451005
"Module_27560",27.844123547127,-2.49816607637369,0.546787968912795,-4.56880220195941,4.90519424076519e-06,0.00139712836841978
"Module_27561",26.2687499045924,-2.49625833560086,0.557093910389853,-4.48085733669927,7.43437950588606e-06,0.00173079435258462
"Module_13016",39.108901395132,-1.4286159846459,0.431936513568491,-3.307467509156,0.000941436320446257,0.0391717631545681
"Module_7661",50.4489524841512,-1.38331382060667,0.388309110749388,-3.56240371990511,0.000367474695225024,0.0223178109932316
"Module_29251",23.5898399647964,2.32637946728649,0.600849647159147,3.87181631592155,0.000108027349780078,0.010059205452816
"Module_16550",25.8058387887055,-1.72044881163862,0.523926507853506,-3.2837598133509,0.00102432179709536,0.041419863734055
"Module_177",56.2985420546383,-1.84911138668697,0.375216299654821,-4.92812116208184,8.30241280373042e-07,0.00041278470709259
"Module_178",52.1442630930328,-1.72753206642524,0.386430785395461,-4.47048250738444,7.80433271906053e-06,0.00177977744061927
