"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MMACHC",1554.82811313421,-0.398923585627773,0.109585459280119,-3.64029669856159,0.000272324057325229,0.000813501656104245
"MAP9",3831.79092678645,0.22626222642207,0.0999880082039653,2.26289362580878,0.0236422474301705,0.0496677702549627
"PRDX1",107249.896685876,-0.298032620986908,0.124970962310349,-2.38481496402968,0.0170877136584519,0.037112468885876
"GUCY1B3",530.844801266935,0.625664415420921,0.0976707741660685,6.40585088797506,1.49533054718228e-10,8.88504546058305e-10
"CTSO_variant1",86.4972883630995,1.07087488268329,0.23647345471089,4.52852048020582,5.93981249149628e-06,2.23475495741025e-05
"PDGFC",392.155038827495,1.25624978020737,0.141373572528434,8.88602981264199,6.33313703892237e-19,6.76470114316332e-18
"GLRB",88.0924241353465,0.734692847538863,0.220229627517116,3.33603092291369,0.000849837103530959,0.00236674013681942
"TMEM144",762.408202344763,1.77650669076709,0.172195725251674,10.316787412525,5.91699119991876e-25,8.84605764528521e-24
"RXFP1",172.611629535965,3.50223135812464,0.261592479672083,13.3881194234438,7.09546327994106e-41,2.0861805155638e-39
"FNIP2",2951.7964864072,0.20534050336598,0.0739589441555838,2.77641204468814,0.00549625039070239,0.0132417913703391
"NASP",108933.494409022,-0.225889865736562,0.0883462644430668,-2.5568694631354,0.0105618843773972,0.0240384950866291
"RAPGEF2",10277.1562225914,-0.348787566820802,0.0790279901092928,-4.41346877654919,1.01727395298664e-05,3.71464191779456e-05
"FSTL5",103.404064365719,1.70293357837025,0.246216309217179,6.91641257959135,4.63224046015131e-12,3.13769204021384e-11
"LOC101928081",42.8816363579099,-0.932292438776268,0.348481545569803,-2.67529931104924,0.00746625595702653,0.0175252953332134
"NPY1R",1703.2913658231,-1.71839786881007,0.109357703745316,-15.7135511258728,1.2214162473507e-55,5.75778323243735e-54
"NPY5R",204.3944039123,-1.26758375151928,0.245777194041406,-5.15745065958289,2.50334786236341e-07,1.10710527564842e-06
"MARCH1",497.452067119265,0.538374197759912,0.195823827285252,2.74927829377818,0.00597266526415854,0.0142858638362901
"GPBP1L1",19955.5635346441,0.162171470114651,0.0543987875681674,2.98115964278492,0.00287159053005518,0.00729242998140443
"LOC100506013",18900.9623258117,0.986839362346211,0.115322615704799,8.55720585520105,1.15635943939978e-17,1.1469325961438e-16
"TRIM61",1481.50663271556,-0.361413546961979,0.0805175813221483,-4.48862895565597,7.16830263294936e-06,2.66322716696025e-05
