,timepoints
3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.3,3hrs.RNASeq
6hrs.RNASeq_REPLICANT.1,6hrs.RNASeq
6hrs.RNASeq_REPLICANT.2,6hrs.RNASeq
6hrs.RNASeq_REPLICANT.3,6hrs.RNASeq
