,timepoints
3hrs.RNASeq_REPLICANT.1,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.2,3hrs.RNASeq
3hrs.RNASeq_REPLICANT.3,3hrs.RNASeq
72hrs.RNASeq_REPLICANT.1,72hrs.RNASeq
72hrs.RNASeq_REPLICANT.2,72hrs.RNASeq
72hrs.RNASeq_REPLICANT.3,72hrs.RNASeq
