,timepoints
12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq
12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq
12hrs.RNASeq_REPLICANT.3,12hrs.RNASeq
48hrs.RNASeq_REPLICANT.1,48hrs.RNASeq
48hrs.RNASeq_REPLICANT.2,48hrs.RNASeq
48hrs.RNASeq_REPLICANT.3,48hrs.RNASeq
