,timepoints
0hrs.RNASeq_REPLICANT.1,0hrs.RNASeq
0hrs.RNASeq_REPLICANT.2,0hrs.RNASeq
0hrs.RNASeq_REPLICANT.3,0hrs.RNASeq
12hrs.RNASeq_REPLICANT.1,12hrs.RNASeq
12hrs.RNASeq_REPLICANT.2,12hrs.RNASeq
12hrs.RNASeq_REPLICANT.3,12hrs.RNASeq
