"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"Module_38971","Module_38971",2.09161106519449e-07,1.09080768258802e-05,-42.0013628156842,-61.6383342441915,7,2,20.6173345958172,0,0,FALSE
"Module_7720","Module_7720",1.63764239616792e-08,1.16079437521332e-06,-47.6188616569143,-69.9894997641728,7,2,50.0783719917362,0,0,FALSE
"Module_14595","Module_14595",5.54343449525484e-05,0.00132926870883535,-47.0905886764208,-60.6224722877243,7,2,31.7977198805217,0,0,FALSE
"Module_37160","Module_37160",2.12189340450506e-05,0.000589983082588248,-48.8499451150254,-63.4481200953068,7,2,45.5869397416369,0,0,FALSE
"Module_17699","Module_17699",4.09560874197844e-05,0.00102609398606592,-44.7054806706962,-58.5743755848851,7,2,28.6953697169661,0,0,FALSE
"Module_16588","Module_16588",0.000174920404799506,0.00342033531696595,-44.6578973479924,-56.9017861465762,7,2,31.421668207722,0,0,FALSE
"Module_255","Module_255",0.000466922887342944,0.00770126274777315,-48.8341984300425,-59.9649624754847,7,2,53.0873372922057,0,0,FALSE
"Module_37163","Module_37163",4.2527867585086e-10,4.89204136240899e-08,-42.8042575621411,-69.0560278656292,7,2,32.009939660377,0,0,FALSE
"Module_17702","Module_17702",0.000317279311445823,0.00561247028036918,-48.5602168779291,-60.1305909860751,7,2,39.7901053013014,0,0,FALSE
"Module_37165","Module_37165",0.000219029582751625,0.00413231023016082,-47.8531153267289,-59.8431830220331,7,2,40.8420346434141,0,0,FALSE
"Module_37166","Module_37166",0.000109498191402643,0.00232761704543917,-49.4520422612898,-62.2227054388403,7,2,50.5087206456638,0,0,FALSE
"Module_3863","Module_3863",0.000398260823467546,0.0067856026295501,-34.9260029620982,-46.237995981209,7,2,10.7887796825569,0,0,FALSE
"Module_14632","Module_14632",2.09462833779466e-06,8.1796150832154e-05,-60.1421343682057,-77.2818624033986,7,2,132.115813755051,0,0,FALSE
"Module_29284","Module_29284",2.66665004707483e-14,8.4537005941165e-12,-42.9663482993259,-79.369949930486,7,2,31.4484227977095,0,0,FALSE
"Module_14641","Module_14641",0.000307195117484411,0.00547255868364597,-46.5537130572182,-58.1607407075691,7,2,37.4175633588734,0,0,FALSE
"Module_29289","Module_29289",1.10601471949646e-09,1.10769300053848e-07,-41.5324195301461,-66.7716614004998,7,2,19.990229039458,0,0,FALSE
"Module_29290","Module_29290",8.30204255339842e-05,0.00184769781781301,-35.6136268663822,-48.6944366766452,7,2,11.5659988889753,0,0,FALSE
"Module_14656","Module_14656",0.000392101078645164,0.006686311532119,-42.602536760424,-53.9322701962279,7,2,27.4151416506338,0,0,FALSE
"Module_3873","Module_3873",8.09245138483288e-05,0.00181206999557707,-44.8097341552264,-57.9191507614537,7,2,31.3393159888367,0,0,FALSE
"Module_7793","Module_7793",8.68858557368846e-05,0.00191782425319228,-44.2996206509796,-57.3294998085361,7,2,31.5828787210566,0,0,FALSE
"Module_33567","Module_33567",0.000370358654283463,0.00638313774833327,-37.0269420464499,-48.4215729933124,7,2,14.1254630958031,0,0,FALSE
"Module_7795","Module_7795",1.37399295638189e-08,9.9314776331941e-07,-44.4382137488122,-66.996364910016,7,2,29.9300539119144,0,0,FALSE
"Module_7798","Module_7798",2.41368607803006e-05,0.000656160804777639,-47.6420002508699,-62.0975810387437,7,2,48.6098595474602,0,0,FALSE
"Module_7799","Module_7799",4.61128087199316e-10,5.25934218660954e-08,-48.5650363718114,-74.7311568316128,7,2,58.9581330194883,0,0,FALSE
"Module_7800","Module_7800",1.08044086945102e-21,1.44998766149892e-18,-46.4009441419569,-100.404396190435,7,2,44.5857725893291,0,0,FALSE
"Module_27715","Module_27715",1.9117322812419e-06,7.57561548967323e-05,-46.493339518242,-63.732632463912,7,2,47.1896402128527,0,0,FALSE
"Module_7806","Module_7806",1.05090050919643e-14,3.49671945460805e-12,-51.1455374885965,-88.5186880277606,7,2,54.7365242414156,0,0,FALSE
"Module_17756","Module_17756",0.000193541124834969,0.0037265228249549,-42.2596342929333,-54.3894209653519,7,2,25.0619465188326,0,0,FALSE
"Module_5714","Module_5714",8.14350043220818e-05,0.00182248733130146,-40.4387946179917,-53.5411765717643,7,2,20.7932457283834,0,0,FALSE
"Module_5715","Module_5715",3.14951077142332e-05,0.000822324599016045,-40.1788174957867,-54.3394654935714,7,2,18.2911262091727,0,0,FALSE
"Module_5716","Module_5716",1.08499800996941e-07,6.10952515795501e-06,-50.3072390000263,-70.6510255290834,7,2,45.6595108343053,0,0,FALSE
"Module_5717","Module_5717",6.55037649484099e-27,1.75816472039195e-23,-54.6331428597611,-120.953000189465,7,2,76.8142812049629,0,0,FALSE
"Module_5718","Module_5718",6.86241597061508e-10,7.40717773171404e-08,-29.5962144134531,-55.3413709648588,7,2,8.5227211134211,0,0,FALSE
"Module_5719","Module_5719",3.40571987729046e-12,6.85588439897955e-10,-50.5702082178055,-81.9056930420721,7,2,63.9673608515044,0,0,FALSE
"Module_5720","Module_5720",4.25561342478484e-11,6.29909015056112e-09,-45.0561287965378,-73.7378617726547,7,2,35.489798744548,0,0,FALSE
"Module_5721","Module_5721",1.73210299120468e-05,0.000497760160805793,-38.0822520928019,-52.9047785840251,7,2,19.1521090514297,0,0,FALSE
