,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_14595,36.0466055059864,-1.97096376797307,0.480264466193001,-4.10391337838641,4.06219611529032e-05,0.00536758832639307,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_37165,37.3318397607039,-1.58666694711062,0.440935918272875,-3.59840711848904,0.000320172153948852,0.0205063973011695,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29284,19.722368253377,-2.0835518107263,0.608967388446739,-3.42145055754252,0.000622880491786957,0.0305034663540544,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_7795,20.7953101645736,-2.20715347029923,0.627377484430488,-3.51806292873709,0.000434709263177623,0.0245698680656115,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_7799,44.5602270721917,-1.45719338741222,0.406463427439374,-3.58505412551433,0.000337008305596884,0.0212495097880263,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_7800,25.1667463856148,-2.02774497832938,0.554884474890239,-3.6543552218333,0.000257829100846861,0.0174703855554946,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27715,47.6534831633491,-1.8640708387585,0.407273158735316,-4.5769547999355,4.71793347770993e-06,0.00137025604589251,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_7806,36.4138149317228,-2.13742326366197,0.464655543583612,-4.60001670738133,4.22457056386168e-06,0.0012517530598012,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_5716,77.0129765945071,1.33808455750199,0.34001147162874,3.93541003511507,8.30547727279321e-05,0.00855994040665592,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_5717,154.414404899969,2.41188720192957,0.613747774369818,3.92976936560957,8.50273777046512e-05,0.00867786817467945,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_5718,21.2074672866315,1.98975914181407,0.599376026984909,3.31971759335008,0.000901085515712412,0.0384192478457964,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_5719,100.472279917627,1.58130082112062,0.305568505660658,5.17494699822466,2.27975687949729e-07,0.000163108264154081,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_5720,58.0148197496713,1.86726999461808,0.381394215164609,4.89590539230431,9.7854138484806e-07,0.000441608199740507,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_16607,24.3426604643007,-2.02172575946299,0.554325127384377,-3.64718404341987,0.000265130024597204,0.0178639117332018,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_16608,25.9244053845826,-2.61336057527369,0.582458657707984,-4.48677436705542,7.23095815008955e-06,0.00173079435258462,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_16609,22.9175737417906,-2.04208768578867,0.578884265342022,-3.5276268643822,0.000419302776226263,0.0240773044041811,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_16610,29.2000008806676,-2.04847362783717,0.527443348357049,-3.88377943189166,0.000102845211828803,0.00976330564332078,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_16622,26.2763104398061,2.09910588000527,0.556241414335507,3.77373173932561,0.000160823690669878,0.0131409530420897,24hrs_72hrs.H3K27ac.DESeq2_results.csv
