,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,24hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_28883,35.0413765936993,-1.87603486650088,0.485528351703611,-3.8639038480828,0.000111589161263883,0.00756846915176066,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2602,76.1915522492435,1.25516236983683,0.353475251548029,3.55092008376796,0.000383886962724215,0.0178434851928706,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_33173,52.4508274087829,-1.68219557994978,0.397008095908112,-4.23718205570078,2.26342603661355e-05,0.00252435761562315,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2606,80.7175459866769,-1.29081011661426,0.333994504207205,-3.86476454059695,0.000111196415579901,0.00755924867711621,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2607,70.8493499366465,-1.71486354109716,0.359502743241997,-4.77009862465168,1.84135742617406e-06,0.000422631558816213,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_26973,25.3790690821788,-1.91185325727548,0.57842986302986,-3.30524646023815,0.00094892915583515,0.0315056415953067,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2675,26.3196530645872,2.37855785382761,0.593457654015138,4.00796558564049,6.12440419454454e-05,0.0051867480871124,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2677,42.1547143913258,1.86339739533706,0.454028428815109,4.10414255380444,4.05817184410429e-05,0.00387768188825049,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2678,36.1865945044965,1.95684274510085,0.486552934510018,4.02184964123478,5.77429150345733e-05,0.00501081942686322,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_28892,22.4377346971738,-2.61487558309535,0.655986421667339,-3.98617333640695,6.71474657018671e-05,0.00551271042244183,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_33221,46.9896390673095,-1.3040398170806,0.414838207491896,-3.1434901451455,0.00166946037026714,0.0452339501863484,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2696,18.1420816611557,2.27050457646227,0.686817178772043,3.30583544884783,0.000946936805260795,0.0314724830743236,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21226,21.7525539053864,-1.9327374656197,0.589151481877242,-3.28054418103359,0.00103607036421663,0.0333840210744635,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21234,69.8819422652989,-1.34847752900232,0.354196203402602,-3.80714845627397,0.000140578363892032,0.00871855466486819,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_28926,94.9506057254991,1.36629119142157,0.325265774198832,4.2005378364413,2.66281661328219e-05,0.00285912716065818,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_28927,39.2800426319894,1.54821039301313,0.484448275775418,3.19582186671019,0.00139433166871807,0.0405546935491059,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_28929,22.0763083747476,-1.81088758444787,0.573370210768304,-3.15832170984489,0.0015868033852049,0.0440365252716653,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_30859,63.7324557582561,-2.29456997934895,0.38833448914929,-5.9087463088215,3.44721094946491e-09,4.42505206993559e-06,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21252,22.1849945557627,1.96274868014985,0.607620738746088,3.23022002869793,0.00123694984604764,0.0377085172509268,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21253,54.2748941453971,1.56769897448232,0.400128146224568,3.91799224642014,8.92895775978641e-05,0.00659244307886887,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21254,125.915631861221,1.32066370110937,0.30154439816835,4.37966584400634,1.18861433103482e-05,0.00158185589584861,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2746,22.0251498926504,-2.28067025785282,0.594157251365107,-3.83849604227308,0.000123790209491228,0.00815162389901277,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_28956,41.6925250279592,-1.55125544919933,0.432523549855312,-3.58652251355622,0.000335117143919505,0.0162301229610189,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27017,79.5932336030169,-1.11536129320438,0.333450679195896,-3.34490634685176,0.000823103588557922,0.0290646410969717,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2752,30.6704945174689,-2.15973110130862,0.531027704078965,-4.06707801630528,4.76063086893302e-05,0.00440901234335042,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21268,40.5400445687873,1.73292806369952,0.455194052383417,3.80700946030781,0.000140657366728157,0.00871855466486819,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21269,39.7331023806387,1.74690820505675,0.460145774541056,3.79642344167802,0.000146798669443286,0.00900354196630428,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_30933,44.1306212383915,-2.95598531161908,0.473746789415066,-6.23958911736126,4.38721753075406e-10,8.685045504319e-07,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_30934,31.9341798623328,-1.84211688857805,0.524740364812819,-3.51053018236011,0.000447214035046677,0.0194842604485123,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_30935,49.3412315152474,-2.47541985452406,0.442231918808886,-5.59756035066711,2.17389188535988e-08,1.79736393149501e-05,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_28958,55.4316738686904,-1.20280910450221,0.387123954032244,-3.10703869387019,0.00188971662303974,0.0487417624740723,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2800,35.6541613326724,-1.55563385035374,0.467467021107487,-3.32779379103205,0.000875366350064479,0.0301486950527103,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2801,64.8668083179772,-1.24566157007753,0.359383610144957,-3.46610567347547,0.000528055691377729,0.0217717128426161,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21368,17.1238221753573,-4.26750428041506,0.901484336604888,-4.73386403638144,2.20285319378122e-06,0.00047937312707559,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_31067,51.2152576138297,-2.04566701127671,0.414131627788502,-4.93965414378212,7.82612567565071e-07,0.000233853494953359,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21373,22.2918104883228,-1.91856516992247,0.586843310667256,-3.26929716169212,0.00107815007213471,0.0343554581335964,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2821,35.1238002434688,-2.29761522745532,0.48865913201506,-4.70187719194106,2.57780534086265e-06,0.00053365625076133,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21388,21.218417153742,2.25703802088761,0.643373519294708,3.50813011912873,0.000451268272715727,0.0195800976301342,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21392,42.3314174170189,2.17356776109783,0.465169504005878,4.67263597974463,2.97358518718394e-06,0.000585002094527106,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_31125,69.4843852162341,-1.18167815737841,0.350051974255922,-3.37572201925216,0.000736222639111617,0.026896327417787,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27065,26.9303505336301,-1.80471406304321,0.529873389506267,-3.40593450960962,0.00065937994461708,0.0247229684048037,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2848,37.1366105968673,-2.00320890809671,0.464888953564644,-4.30900517798205,1.63990529265575e-05,0.00205178486714658,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27088,185.217004527239,0.946588693350504,0.275886178252115,3.43108414980281,0.00060117408091629,0.0234213872557719,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_28985,12.6664415612249,-2.92495228148691,0.830470931937873,-3.52204053025871,0.000428238666340766,0.0189289666871995,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27110,57.850290568866,1.4577375237277,0.388675963076134,3.75052141683934,0.000176467231014535,0.010176108035293,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2889,34.6642889863412,-1.70698489682441,0.468857132374136,-3.64073569315413,0.0002718601095308,0.0137554266921383,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27143,41.7761080690841,2.08919610130462,0.466043651437367,4.48283351754957,7.36583938957644e-06,0.001113379403358,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27160,32.9212139092325,1.84218166636923,0.52641859355122,3.49946162414567,0.000466198706475305,0.0199007787451467,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29023,22.2172023110367,2.9284259429927,0.680327065142718,4.30443839887272,1.67409864488274e-05,0.0020611424103512,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29032,31.6584442200245,-1.73147054844981,0.494870799665921,-3.4988335331539,0.000467298230070726,0.0199208669438226,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29033,21.2960903969304,-2.4558423366915,0.644980187757461,-3.80762445623368,0.000140308130497525,0.00871855466486819,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29034,15.5140800521015,-3.0200537106984,0.770942170707638,-3.91735440795297,8.95260820624078e-05,0.00659453284475512,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27196,45.9762922237646,-1.85018601252334,0.426291402031081,-4.34019077961241,1.4235906615897e-05,0.00181087592832098,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27197,38.4128071224339,-3.28658272838643,0.55768391569275,-5.89327150363279,3.78623535687525e-09,4.42505206993559e-06,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27199,23.7354606646357,-1.99815399463882,0.574577742353442,-3.47760424282097,0.000505916287127471,0.0211403594702843,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27217,55.9552691666948,-1.33885381063397,0.387533901040912,-3.4548043591485,0.000550692265002107,0.0221765552471105,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29075,31.5372663054586,-1.91531792031837,0.49803092019836,-3.84578114056758,0.000120168990115224,0.00799628695989413,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29076,101.97566247074,-1.17266955924117,0.319802541378033,-3.66685503557328,0.000245551906286963,0.0128964075106241,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29090,31.2370087448539,-1.83178522108539,0.500286052549144,-3.66147569325942,0.000250766656137542,0.0130423367266018,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29091,30.625832497216,-2.05389062546865,0.513877372506383,-3.9968497064796,6.41910263419553e-05,0.0053504909693555,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29092,50.4546359849473,-2.2638335513865,0.421366428627233,-5.37260065725177,7.76090802923744e-08,4.46943638032849e-05,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21450,25.1214611215997,-1.94698265567041,0.560480236136273,-3.47377575539885,0.000513189731837622,0.0213597523866292,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21453,17.3776469887015,-2.55983581697231,0.680119703475389,-3.76380187765718,0.000167349487663423,0.00992626904915964,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29108,24.8812972655986,-1.80615969185943,0.579498803637477,-3.11676172672365,0.00182849292945076,0.0479831690533749,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21470,20.4041407496282,-1.99965009009336,0.60467408794807,-3.30698822712756,0.000943048552949716,0.0313761763299678,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21471,39.0004416382297,-1.98530963888461,0.487898569997867,-4.06910321318074,4.71944385285317e-05,0.00438368517874695,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27255,20.9173666621018,-3.00078139707631,0.660910758467244,-4.54037305132632,5.61547818844214e-06,0.000907472735411818,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27270,30.8934559621118,-1.93320019260037,0.509252854995977,-3.79614993541007,0.000146960636376186,0.00900354196630428,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21513,37.1472717232957,-1.68632351166571,0.46107864673072,-3.65734462791239,0.000254841639658224,0.0131780575935337,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2924,31.5556111389436,-1.87692575427379,0.519071472160547,-3.61592931790569,0.000299272033542709,0.0147880536512196,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27340,27.8875310340587,2.05231058183689,0.546048312746732,3.75847802095268,0.000170950051943447,0.0100086357583304,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27347,14.4194019332359,-2.55624521539244,0.746881681558953,-3.42255711782466,0.000620350627400151,0.0238411440058986,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27365,13.6354629485002,-2.62756118212381,0.767702163804467,-3.42263094466548,0.000620182182054399,0.0238411440058986,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27373,29.8881242952948,-2.65047804780414,0.549351659914558,-4.82473839838106,1.40187146101303e-06,0.000348810561148877,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21537,26.0357428439889,-1.83656261765486,0.548713014852583,-3.34703673494653,0.000816803855596874,0.0289713833395021,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27406,35.1958597322999,-2.14061518825818,0.484774826055321,-4.41568966292382,1.00688451769642e-05,0.00142375268810341,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27414,39.2283756052409,-2.10056282887369,0.463220515040749,-4.53469300401971,5.76873302150079e-06,0.000927506851385868,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2946,26.540005897821,-2.48225267162358,0.560703223798484,-4.4270347775202,9.55373338147672e-06,0.0013754770505677,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2947,38.544157682677,-1.8616574072041,0.457965118438981,-4.06506376195144,4.80193322639167e-05,0.00443429833856355,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2948,79.0638525699871,-1.90095408928016,0.350331494337305,-5.42615813881092,5.75799485003986e-08,3.70948160712607e-05,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2949,46.9100783887158,-2.51681058356069,0.441681541656956,-5.69824714458055,1.21045493060685e-08,1.11780681625752e-05,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2951,62.9215734117927,-1.44023905022813,0.367470514866142,-3.91933227827208,8.87946276212859e-05,0.00657992691398349,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_2967,42.4189662101139,-1.35906502220567,0.426259689000921,-3.1883498657616,0.00143087292906199,0.0413140101687416,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3000,45.1007295578014,1.5122895434704,0.432043467338034,3.50031804158069,0.000464703368151107,0.0198905601119164,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3001,180.67955447214,1.10750263312423,0.28615633048354,3.87027129979198,0.00010871430208541,0.00748005422427919,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3064,31.7084453532462,1.63519770178815,0.499138085161475,3.27604274328045,0.00105272627224811,0.0337149160234444,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3117,28.5492822819984,2.20678871401677,0.588685673808515,3.74867066110153,0.000177774348898723,0.0102007694330039,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21628,144.449240534993,1.14504862501061,0.305745551151457,3.74510314442281,0.000180319677747896,0.0103043490160689,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21636,71.6844249919366,-1.37951220948033,0.352872648920886,-3.90937697693204,9.25344652687737e-05,0.00672233177275949,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21661,46.1672651948102,-1.4191165386408,0.419201680539853,-3.38528351511673,0.000711047716752467,0.0261880527679275,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21665,82.4801768923165,1.6141841459806,0.358064697259249,4.50807956868165,6.54170446765713e-06,0.00102575221439887,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21669,48.1418471452946,1.68483189382539,0.421207916869457,4.00000053737728,6.33423398317487e-05,0.00529368145601796,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21683,39.0456025884188,-1.39616698347653,0.439130248030987,-3.17939151251091,0.00147584603284236,0.0418870495020151,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21689,88.7760290056743,1.0153052554669,0.325484006359419,3.1193706468813,0.00181237818865643,0.0476787929796543,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3290,86.9301013574934,-1.45603677387324,0.329519377410317,-4.418668138172,9.93110035792195e-06,0.00141692645376946,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3292,77.967807653006,-1.72822977529229,0.35734168824231,-4.83635084334296,1.32244422058669e-06,0.000337799179377925,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3307,36.8530938988156,2.36373032861707,0.500750820475639,4.7203723528039,2.35413303033476e-06,0.000503816281100157,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3315,22.7680978163737,-2.28253185846245,0.593121721475624,-3.84833631245836,0.000118922718040042,0.00794729746684652,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21763,118.541264321789,1.09759809474388,0.311869064424539,3.51941958965751,0.000432492116143148,0.0190525108299278,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3325,76.5985158146155,1.20571942372212,0.363000491179514,3.32153661777241,0.000895232345405372,0.0304571313731147,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21770,49.6330027356038,-1.55626415391617,0.401977575044512,-3.87151983227881,0.000108158855347519,0.00746366793960197,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21843,27.1964276475071,-1.89917262947191,0.526772018027626,-3.60530279604242,0.000311789179013235,0.0153825708038399,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21844,42.8944926333874,-1.4842122209227,0.439263164929567,-3.37886793025471,0.000727849649024121,0.0266827659527662,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21853,68.2672221773608,1.1648756542334,0.363009432811825,3.20894045427531,0.00133225080022163,0.039400291172941,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21854,71.1620064025185,1.20700871401998,0.37591795234688,3.21083019974052,0.00132352114784295,0.03925206819923,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21862,34.395401209168,1.86966422806842,0.497164172564579,3.76065760817784,0.000169467259697973,0.0100086357583304,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3388,15.6314373508605,2.79187970210267,0.795280230918045,3.51056092376372,0.000447162327213376,0.0194842604485123,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21880,20.7261767998614,2.07130693428294,0.624164313681436,3.31852829275994,0.000904931545360927,0.0306552854945776,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3471,22.9941511285845,1.89352273974334,0.58988004103673,3.21001323661575,0.0013272886004078,0.0393179326281185,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3474,55.7541715980093,-1.57062728746661,0.38798753868769,-4.04813848604267,5.16265983959463e-05,0.00469891056779656,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3532,30.7305036702133,-1.55472101439168,0.493872300870981,-3.14802229574287,0.00164379155059667,0.0447297711113392,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3550,19.4114204891504,-2.28335649514293,0.651954281651591,-3.50232609771121,0.000461214752990962,0.0198517871114911,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21935,37.5185361270565,-1.72865316338437,0.458443028454904,-3.77070444109591,0.000162787379707913,0.0097102212144415,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21942,57.4603849400388,-2.40278173252011,0.412465425735978,-5.82541367735909,5.69713014199757e-09,6.22244483164245e-06,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21943,28.0462214001273,-2.00032584190864,0.523903495928533,-3.81811890444325,0.000134473113378253,0.00854838614239365,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21949,53.2465871290241,-2.0409004751537,0.446517306465723,-4.57070856067785,4.86077889274312e-06,0.000820294852371532,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_21977,51.0499787492635,-1.58855531644541,0.403788195284708,-3.93413015783023,8.34985294725745e-05,0.00635752986181328,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3590,21.6097171739805,-1.94116522087594,0.583003531353357,-3.32959427598973,0.00086972615103906,0.0300739149650777,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_22006,68.4023633267934,-1.36515789064293,0.35554383775537,-3.83963310758382,0.000123218310610052,0.00814784294418115,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_22012,36.0742800574054,-1.49797773800532,0.463705258818796,-3.23045233910252,0.00123594508759571,0.0377085172509268,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_22028,34.8490444396127,2.44522374052395,0.518639636083745,4.71468736749059,2.42082152077346e-06,0.000514611415093817,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_22031,105.509992548051,1.09607890951796,0.320308112732684,3.42195175815826,0.000621733439062709,0.0238411440058986,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_22140,64.5041971408208,1.15287672308055,0.367178579330546,3.13982565427025,0.00169048408598092,0.0456473938101959,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_22189,32.1184640218034,2.0522576475664,0.522537019519863,3.92748756720076,8.58378567047232e-05,0.006476780393269,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_22206,44.1126055269351,1.52908927993194,0.439251920121454,3.48112144736703,0.000499319034736226,0.0210032285607374,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_22207,45.9645360190576,1.35321441915989,0.436243394550643,3.10197113827656,0.00192236699839215,0.049262987303457,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3717,30.926269610724,-1.66264177028906,0.494536185093771,-3.36202247763487,0.000773738249192033,0.0278809844196911,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3718,44.9407704464932,-2.02983992535251,0.435799815488852,-4.65773470572852,3.19707836215012e-06,0.000603664172741703,12hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3762,50.7818668036165,-1.26867359333254,0.396506662489989,-3.19962742962629,0.00137605341645874,0.0402447977035219,12hrs_72hrs.H3K27ac.DESeq2_results.csv
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,3hrs_12hrs.H3K27ac.DESeq2_results.csv
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_17287,67.4996515111758,-1.49339434050795,0.343068622541902,-4.35304846430702,1.34257455706264e-05,0.0113893250757948,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_17288,69.1856787647515,-1.41676832451462,0.337836527446822,-4.19365050671625,2.74500801228557e-05,0.0184661835876473,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_22278,46.9503887441145,-1.51830816939989,0.396992919937642,-3.82452203338634,0.000131026028644971,0.0433938049021584,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_38939,33.782705223296,-2.01783963471448,0.48489044150253,-4.16143413440323,3.16255216931075e-05,0.0200236060437507,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27560,27.3506489539056,-2.35318025851676,0.543079826279467,-4.33302830384611,1.47072193281666e-05,0.0117260114991645,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27561,23.447053953083,-2.18767243252683,0.570525354650852,-3.83448766070289,0.000125826288306112,0.0423228516932137,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_180,32.0007196958298,-2.32059014127888,0.512198748867097,-4.53064390807604,5.88041825766529e-06,0.00666251388593477,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_5717,194.788939637759,1.29315597499068,0.252009503095527,5.13137782149627,2.87628900206751e-07,0.00103196455579179,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_31401,39.2067347578282,-1.64335467154082,0.43730817087421,-3.75788695705281,0.000171354256242236,0.0491093787393219,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29347,29.6137792452833,-1.90527016557937,0.506237565620421,-3.76358906365306,0.000167492035938864,0.0487243386169719,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_29348,36.3552922447181,-2.12999925788725,0.464679511560568,-4.58380282516418,4.56594821886983e-06,0.00583872308718091,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3968,72.731396303973,-1.88360593818053,0.370328320228903,-5.08631350963452,3.65090365044383e-07,0.00112275718404435,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_3981,59.8139726267572,1.3862084087353,0.369168575633728,3.75494692731007,0.000173378212671922,0.0491093787393219,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_37245,72.8753910805214,-1.51844013096217,0.332277787629751,-4.56979126348983,4.88210227013779e-06,0.00583872308718091,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_5915,26.0250558774576,2.19951159553492,0.557846958767828,3.94285845062811,8.05161809260629e-05,0.0321730537168755,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_5916,52.348754664016,1.52743640725185,0.387095675032107,3.9458885897528,7.95045773238955e-05,0.0321730537168755,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_24108,127.31900696824,-1.19630487674184,0.27083830476099,-4.41704461928884,1.00059581113039e-05,0.00961576906734232,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_13392,52.4515638413594,-1.76320692156697,0.385726910578611,-4.57112758589249,4.85106799093858e-06,0.00583872308718091,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_27840,38.5428099316033,-1.81010950788326,0.448110057270458,-4.03943066778964,5.3581103170998e-05,0.0274628668562398,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_817,119.15458932673,-1.49808349415402,0.276745588511671,-5.41321544531448,6.19029337326044e-08,0.000444194818153925,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_18361,39.1712224777002,-2.30472462563218,0.467458361132719,-4.93033137763865,8.20902476440898e-07,0.00176715676103432,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_18363,36.2978626774482,-1.77926427949797,0.45805663919461,-3.88437613878146,0.000102592977120799,0.0362052298111383,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_37359,112.994699591092,1.14010357473319,0.281411629221242,4.05137334902694,5.09178851492123e-05,0.0274027328401773,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_11722,44.9275252535863,-1.55450560368253,0.406867148015054,-3.82067122220695,0.000133088971779948,0.0434091862955599,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_10581,33.8652561381726,-2.12048658833295,0.480690933013003,-4.4113305300801,1.02737347772041e-05,0.00961576906734232,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_10582,32.1194592417857,-1.88080118864523,0.483085997877295,-3.89330511939814,9.88876469923017e-05,0.0361481042991923,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_24589,60.2395256210589,-1.42167617796058,0.374775120012006,-3.79341130733288,0.00014859172102962,0.0462422940513415,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_36028,44.4074860658979,-1.64991023126634,0.424196171977086,-3.88949816208022,0.000100451729457698,0.0361481042991923,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_11747,91.2873401963875,-1.29506721302331,0.310133885798231,-4.17583267204108,2.96898007897135e-05,0.0193676467151564,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_11748,44.8912163504072,-1.70874918064853,0.42527342847092,-4.0180012816516,5.86938780556182e-05,0.0288445085116863,48hrs_72hrs.H3K27ac.DESeq2_results.csv
Module_9837,42.8849000341009,-2.86921428312143,0.471018829317707,-6.09150654821512,1.11853009479571e-09,2.40785973506673e-05,48hrs_72hrs.H3K27ac.DESeq2_results.csv
