,timepoints
12hrs.ATACSeq_REPLICANT.1,12hrs.ATACSeq
12hrs.ATACSeq_REPLICANT.2,12hrs.ATACSeq
48hrs.ATACSeq_REPLICANT.1,48hrs.ATACSeq
48hrs.ATACSeq_REPLICANT.2,48hrs.ATACSeq
