,timepoints
3hrs.ATACSeq_REPLICANT.1,3hrs.ATACSeq
3hrs.ATACSeq_REPLICANT.2,3hrs.ATACSeq
48hrs.ATACSeq_REPLICANT.1,48hrs.ATACSeq
48hrs.ATACSeq_REPLICANT.2,48hrs.ATACSeq
