,timepoints
48hrs.ATACSeq_REPLICANT.1,48hrs.ATACSeq
48hrs.ATACSeq_REPLICANT.2,48hrs.ATACSeq
72hrs.ATACSeq_REPLICANT.1,72hrs.ATACSeq
72hrs.ATACSeq_REPLICANT.2,72hrs.ATACSeq
