,timepoints
3hrs.ATACSeq_REPLICANT.1,3hrs.ATACSeq
3hrs.ATACSeq_REPLICANT.2,3hrs.ATACSeq
6hrs.ATACSeq_REPLICANT.1,6hrs.ATACSeq
6hrs.ATACSeq_REPLICANT.2,6hrs.ATACSeq
