,timepoints
0hrs.ATACSeq_REPLICANT.1,0hrs.ATACSeq
0hrs.ATACSeq_REPLICANT.2,0hrs.ATACSeq
6hrs.ATACSeq_REPLICANT.1,6hrs.ATACSeq
6hrs.ATACSeq_REPLICANT.2,6hrs.ATACSeq
