,timepoints
6hrs.ATACSeq_REPLICANT.1,6hrs.ATACSeq
6hrs.ATACSeq_REPLICANT.2,6hrs.ATACSeq
72hrs.ATACSeq_REPLICANT.1,72hrs.ATACSeq
72hrs.ATACSeq_REPLICANT.2,72hrs.ATACSeq
