,timepoints
0hrs.ATACSeq_REPLICANT.1,0hrs.ATACSeq
0hrs.ATACSeq_REPLICANT.2,0hrs.ATACSeq
3hrs.ATACSeq_REPLICANT.1,3hrs.ATACSeq
3hrs.ATACSeq_REPLICANT.2,3hrs.ATACSeq
