,timepoints
0hrs.ATACSeq_REPLICANT.1,0hrs.ATACSeq
0hrs.ATACSeq_REPLICANT.2,0hrs.ATACSeq
12hrs.ATACSeq_REPLICANT.1,12hrs.ATACSeq
12hrs.ATACSeq_REPLICANT.2,12hrs.ATACSeq
