,timepoints
6hrs.ATACSeq_REPLICANT.1,6hrs.ATACSeq
6hrs.ATACSeq_REPLICANT.2,6hrs.ATACSeq
24hrs.ATACSeq_REPLICANT.1,24hrs.ATACSeq
24hrs.ATACSeq_REPLICANT.2,24hrs.ATACSeq
