,timepoints
0hrs.ATACSeq_REPLICANT.1,0hrs.ATACSeq
0hrs.ATACSeq_REPLICANT.2,0hrs.ATACSeq
48hrs.ATACSeq_REPLICANT.1,48hrs.ATACSeq
48hrs.ATACSeq_REPLICANT.2,48hrs.ATACSeq
