,timepoints
3hrs.ATACSeq_REPLICANT.1,3hrs.ATACSeq
3hrs.ATACSeq_REPLICANT.2,3hrs.ATACSeq
72hrs.ATACSeq_REPLICANT.1,72hrs.ATACSeq
72hrs.ATACSeq_REPLICANT.2,72hrs.ATACSeq
