Module,3hrs.ATACSeq_REPLICANT.1,3hrs.ATACSeq_REPLICANT.2,48hrs.ATACSeq_REPLICANT.1,48hrs.ATACSeq_REPLICANT.2
Module_15220,60,46,67,44
Module_37446,41,35,33,49
Module_22856,20,20,16,30
Module_37447,36,50,65,57
Module_15221,0,2,21,17
Module_37448,14,7,22,28
Module_22857,14,12,4,17
Module_22858,2,4,5,8
Module_37449,37,49,42,30
Module_33922,7,4,7,3
Module_31832,111,98,114,105
Module_22859,8,2,25,14
Module_33923,16,26,9,10
Module_33924,18,13,13,12
Module_31833,103,92,98,108
Module_37450,8,7,13,10
Module_31834,21,17,19,24
Module_31835,36,46,29,44
Module_37451,0,2,18,10
Module_24480,33,12,22,26
Module_33925,14,14,9,3
Module_24481,6,8,2,2
Module_24482,38,40,31,31
Module_31836,179,159,208,224
Module_24483,16,14,20,18
Module_24484,4,6,12,4
Module_24485,10,8,24,10
Module_25417,8,12,12,3
Module_24486,45,39,46,58
Module_27897,4,6,8,6
Module_25418,0,1,10,11
Module_27898,54,68,39,42
Module_24487,41,38,24,44
Module_18518,22,29,29,37
Module_18519,24,14,24,20
Module_25419,48,36,29,26
Module_33926,48,63,47,53
Module_39184,4,6,12,15
Module_33927,46,63,47,70
Module_39185,4,6,14,17
Module_33928,39,58,46,69
Module_39186,3,6,10,18
Module_31837,17,12,30,24
Module_24488,33,25,33,29
Module_22860,77,61,39,52
Module_15222,43,52,51,44
Module_15223,64,54,78,77
Module_31838,38,29,23,9
Module_27899,0,15,0,8
Module_39187,7,11,4,15
Module_15224,36,50,54,48
Module_15225,54,51,60,39
Module_39188,20,13,2,12
Module_22861,15,16,30,52
Module_39189,10,16,27,21
Module_9771,70,73,30,38
Module_39190,10,14,25,22
Module_9772,72,71,29,40
Module_11728,30,22,89,101
Module_25420,24,18,4,10
Module_15226,30,28,40,39
Module_22862,17,12,21,14
Module_22863,13,16,20,24
Module_9773,36,28,82,115
Module_22864,36,27,29,30
Module_22865,67,35,40,29
Module_22866,29,20,17,26
Module_22867,48,27,59,64
Module_15227,22,7,20,22
Module_15228,42,16,31,18
Module_9774,20,17,2,0
Module_24489,26,35,40,49
Module_15229,6,6,9,13
Module_15230,16,14,17,6
Module_11729,34,32,51,62
Module_11730,20,24,22,32
Module_15231,25,26,32,36
Module_11731,7,7,18,22
Module_15232,38,20,34,24
Module_11732,36,57,42,62
Module_19890,29,14,18,20
Module_15233,27,34,41,23
Module_11733,28,29,40,48
Module_23625,23,21,35,33
Module_15234,39,37,26,58
Module_11734,21,25,33,18
Module_11735,4,6,11,14
Module_23626,12,9,13,20
Module_19891,2,4,1,2
Module_23627,11,11,16,18
Module_22868,40,22,6,6
Module_19892,13,13,18,25
Module_37452,4,16,18,16
Module_37453,8,4,8,6
Module_37454,44,36,49,46
Module_19893,28,20,5,17
Module_24490,11,11,23,3
Module_19894,8,3,19,28
Module_19895,3,2,21,14
Module_9775,14,15,20,8
Module_19896,19,14,2,18
Module_31839,9,16,94,104
Module_24491,9,7,4,12
Module_37455,2,0,7,15
Module_24492,6,5,13,5
Module_37456,8,10,25,23
Module_19897,82,68,32,46
Module_22869,26,13,66,67
Module_19898,21,10,6,18
Module_37457,40,43,51,70
Module_22870,72,36,56,67
Module_24493,7,4,5,15
Module_24494,7,6,18,9
Module_31840,6,8,23,23
Module_37458,2,2,8,6
Module_31841,32,30,22,47
Module_31842,11,6,17,15
Module_19899,4,6,4,1
Module_22871,18,22,34,30
Module_27900,55,48,31,27
Module_31843,17,12,26,16
Module_24495,22,27,18,20
Module_19900,20,14,14,5
Module_24496,13,16,8,9
Module_23628,10,6,11,10
Module_31844,21,10,23,26
Module_31845,2,2,6,10
Module_18520,55,56,76,59
Module_24497,55,28,43,40
Module_23629,13,25,33,28
Module_31846,6,3,28,20
Module_23630,22,23,8,1
Module_37459,16,16,19,14
Module_23631,24,26,38,40
Module_31847,35,44,78,53
Module_31848,10,2,17,19
Module_31849,12,16,43,37
Module_31850,6,6,6,7
Module_23632,6,9,8,16
Module_33929,92,65,44,57
Module_23633,8,6,22,6
Module_23634,13,11,5,6
Module_31851,72,47,59,75
Module_25421,10,7,12,7
Module_23635,11,6,5,8
Module_23636,30,21,18,16
Module_25422,14,9,10,11
Module_22872,71,60,33,32
Module_23637,73,85,60,81
Module_35941,44,51,59,51
Module_31852,72,83,232,216
Module_19901,10,10,3,12
Module_19902,168,117,123,133
Module_35942,63,33,33,33
Module_35943,28,39,48,48
Module_15235,71,82,83,82
Module_37460,20,26,4,4
Module_39191,0,6,18,8
Module_24498,21,19,32,14
Module_37461,10,2,14,28
Module_22873,0,0,6,2
Module_37462,8,5,42,53
Module_24499,5,0,16,27
Module_19903,5,5,16,19
Module_35944,12,12,8,12
Module_24500,8,9,24,24
Module_9776,0,5,6,5
Module_35945,16,15,13,17
Module_24501,144,118,149,187
Module_19904,18,19,10,6
Module_10599,60,45,60,52
Module_35946,19,10,16,16
Module_9777,20,4,12,8
Module_35947,6,2,11,14
Module_35948,22,12,25,22
Module_9778,0,0,5,0
Module_27901,13,16,6,6
Module_9779,8,9,9,11
Module_35949,8,13,9,11
Module_27902,17,19,10,6
Module_9780,7,2,12,10
Module_35950,18,4,10,12
Module_35951,21,20,28,18
Module_35952,35,34,34,42
Module_10600,7,6,4,4
Module_35953,19,12,13,6
Module_35954,25,10,13,16
Module_35955,8,12,5,23
Module_35956,5,16,8,13
Module_27903,14,14,23,23
Module_27904,8,7,4,10
Module_35957,9,8,13,5
Module_35958,18,18,34,32
Module_22874,56,46,61,55
Module_35959,50,41,51,41
Module_9781,8,2,16,18
Module_35960,26,20,18,16
Module_39192,8,8,6,8
Module_35961,20,28,34,39
Module_35962,2,2,8,4
Module_35963,46,50,64,34
Module_35964,10,14,9,12
Module_35965,4,2,4,2
Module_15236,86,49,86,82
Module_37463,2,4,16,17
Module_27905,9,2,4,12
Module_27906,8,2,2,8
Module_35966,5,9,4,6
Module_37464,0,3,22,14
Module_35967,10,13,11,20
Module_31853,10,16,16,7
Module_37465,16,16,9,9
Module_35968,20,11,29,40
Module_31854,64,49,82,68
Module_35969,30,24,21,38
Module_31855,83,73,36,61
Module_15237,33,33,12,9
Module_23638,14,4,22,13
Module_35970,7,11,20,26
Module_15238,11,28,19,19
Module_15239,70,59,51,36
Module_39193,46,36,26,26
Module_35971,16,10,10,2
Module_35972,88,95,40,46
Module_15240,57,61,36,50
Module_37466,2,4,0,2
Module_31856,6,2,10,6
Module_15241,42,34,60,44
Module_15242,16,12,14,24
Module_15243,54,61,67,45
Module_15244,27,15,7,5
Module_15245,15,12,21,21
Module_23639,31,24,39,29
Module_15246,4,5,11,8
Module_15247,22,32,38,22
Module_23640,20,18,22,29
Module_18521,22,13,35,27
Module_18522,103,77,121,109
Module_15248,10,17,35,71
Module_24502,19,9,17,21
Module_24503,43,39,67,50
Module_15249,27,15,10,16
Module_15250,62,40,30,31
Module_24504,47,40,28,29
Module_15251,11,16,20,37
Module_24505,18,10,34,33
Module_23641,4,13,18,30
Module_15252,26,21,37,23
Module_27907,12,4,14,2
Module_24506,6,4,19,23
Module_15253,13,8,32,10
Module_15254,41,45,60,96
Module_15255,66,79,102,76
Module_18523,14,14,19,16
Module_15256,29,28,68,32
Module_24507,4,6,20,13
Module_15257,18,26,0,10
Module_24508,8,12,43,36
Module_19905,3,2,11,27
Module_35973,14,12,14,12
Module_19906,10,7,12,8
Module_35974,18,15,15,12
Module_19907,10,7,12,8
Module_35975,20,16,16,15
Module_35976,10,2,5,6
Module_19908,28,27,26,20
Module_24509,28,10,26,33
Module_35977,36,26,17,30
Module_27908,20,20,15,10
Module_24510,36,12,36,38
Module_24511,36,26,47,36
Module_15258,112,89,67,88
Module_25423,2,2,3,2
Module_15259,55,48,35,33
Module_15260,81,69,30,27
Module_25424,18,8,22,9
Module_15261,71,71,26,21
Module_19909,67,54,61,68
Module_25425,93,80,74,94
Module_27909,14,2,2,4
Module_19910,2,13,5,2
Module_24512,6,4,9,9
Module_25426,19,14,15,14
Module_24513,17,10,24,13
Module_27910,2,0,3,7
Module_15262,76,89,76,82
Module_15263,21,10,26,22
Module_37467,40,44,35,31
Module_1138,23,24,22,31
Module_37468,12,17,8,8
Module_1139,19,40,25,17
Module_37469,12,17,8,8
Module_1140,20,41,25,16
Module_37470,10,8,12,25
Module_35978,21,23,25,27
Module_24514,31,28,24,39
Module_1141,30,25,33,21
Module_39194,0,0,4,6
Module_33930,16,18,18,12
Module_24515,38,19,30,25
Module_33931,17,20,14,8
Module_24516,41,20,30,25
Module_24517,75,93,62,69
Module_1142,22,13,9,12
Module_24518,63,64,46,60
Module_1143,68,66,29,30
Module_37471,6,8,14,10
Module_1144,26,23,9,20
Module_35979,13,14,14,2
Module_24519,22,18,23,34
Module_39195,6,2,6,3
Module_24520,14,14,18,28
Module_1145,20,18,13,23
Module_24521,57,43,26,29
Module_24522,20,15,20,36
Module_24523,19,19,5,5
Module_35980,18,15,14,22
Module_27911,102,84,73,90
Module_33932,4,10,10,16
Module_24524,47,39,36,54
Module_24525,38,34,30,40
Module_35981,22,10,4,13
Module_25427,18,18,11,18
Module_37472,95,90,116,159
Module_37473,10,8,37,39
Module_24526,42,22,51,36
Module_37474,21,24,16,14
Module_1146,15,13,6,12
Module_25428,5,0,11,8
Module_24527,27,26,34,36
Module_25429,31,16,25,17
Module_24528,18,29,16,35
Module_25430,84,54,60,78
Module_35982,20,6,12,20
Module_25431,14,17,9,12
Module_25432,26,33,44,19
Module_25433,11,9,7,23
Module_37475,35,26,19,28
Module_25434,1,5,10,7
Module_39196,11,4,8,3
Module_37476,2,1,8,6
Module_25435,1,3,9,16
Module_37477,10,2,20,18
Module_24529,22,8,22,15
Module_37478,82,60,67,52
Module_1147,12,10,10,7
Module_25436,90,83,101,97
Module_24530,87,83,67,108
Module_39197,18,12,20,12
Module_35983,6,6,4,7
Module_15264,50,43,31,34
Module_37479,4,4,79,69
Module_15265,4,4,13,7
Module_24531,131,112,104,122
Module_1148,8,2,39,87
Module_1149,16,12,17,28
Module_1150,12,13,21,23
Module_15266,38,33,51,61
Module_15267,100,81,67,87
Module_19911,14,15,37,53
Module_15268,20,38,37,30
Module_35984,10,4,7,18
Module_35985,20,9,20,27
Module_1151,24,12,36,54
Module_1152,10,11,38,44
Module_19912,20,12,8,4
Module_24532,16,11,41,28
Module_24533,10,10,22,22
Module_25437,12,10,11,14
Module_35986,14,16,7,7
Module_35987,20,19,24,24
Module_1153,16,2,18,3
Module_19913,104,116,105,142
Module_39198,6,6,2,2
Module_39199,0,0,6,18
Module_15269,73,38,64,88
Module_15270,26,8,28,20
Module_24534,62,67,56,51
Module_24535,30,16,26,28
Module_1154,31,29,57,47
Module_19914,10,9,18,12
Module_24536,131,132,93,120
Module_15271,18,10,11,7
Module_24537,25,25,40,32
Module_1155,27,37,32,27
Module_1156,30,12,24,26
Module_24538,76,63,55,64
Module_15272,22,9,21,16
Module_33933,10,8,14,15
Module_15273,10,5,20,18
Module_1157,34,20,19,13
Module_15274,44,21,26,41
Module_1158,44,24,22,17
Module_15275,50,32,39,59
Module_1159,42,25,20,19
Module_15276,40,26,28,53
Module_35988,44,40,48,40
Module_33934,6,9,8,6
Module_15277,117,97,76,69
Module_33935,18,12,22,12
Module_15278,121,99,79,69
Module_1160,21,13,31,32
Module_15279,12,13,16,22
Module_15280,30,26,18,23
Module_19915,42,14,39,50
Module_15281,29,12,80,77
Module_15282,32,47,39,43
Module_15283,51,45,56,63
Module_15284,60,76,61,47
Module_15285,76,67,44,55
Module_1161,12,6,6,10
Module_24539,39,18,25,18
Module_24540,23,19,20,32
Module_24541,12,10,21,18
Module_35989,17,21,39,63
Module_35990,88,77,134,131
Module_35991,16,5,45,49
Module_35992,84,73,44,62
Module_19916,33,31,33,26
Module_19917,30,43,47,41
Module_19918,105,63,84,64
Module_19919,11,9,28,22
Module_24542,18,20,30,29
Module_19920,12,12,23,22
Module_24543,18,19,27,28
Module_35993,19,9,20,27
Module_24544,3,4,18,10
Module_35994,18,9,20,22
Module_35995,9,3,14,14
Module_19921,2,3,17,17
Module_19922,12,12,10,2
Module_35996,26,25,9,10
Module_15286,22,7,14,14
Module_19923,22,18,18,51
Module_35997,22,6,83,75
Module_24545,35,44,58,36
Module_35998,12,13,10,18
Module_19924,16,11,15,16
Module_19925,19,8,3,17
Module_24546,16,9,8,6
Module_23642,140,117,82,104
Module_35999,10,17,43,57
Module_23643,20,11,3,2
Module_15287,18,22,29,38
Module_15288,41,47,69,64
Module_23644,13,18,14,24
Module_23645,29,20,46,24
Module_15289,21,13,14,36
Module_24547,13,29,17,15
Module_24548,16,4,43,36
Module_11736,90,89,111,116
Module_23646,37,16,14,27
Module_24549,30,15,59,47
Module_36000,13,7,9,13
Module_24550,19,12,38,39
Module_36001,58,34,63,48
Module_19926,28,14,6,12
Module_24551,8,13,27,47
Module_24552,90,47,35,46
Module_37480,27,31,90,67
Module_37481,7,3,7,9
Module_23647,42,26,39,41
Module_36002,82,65,123,120
Module_24553,8,1,16,7
Module_18524,16,20,10,8
Module_1162,120,70,122,124
Module_37482,12,16,30,34
Module_36003,32,29,30,33
Module_24554,18,22,38,45
Module_23648,12,9,35,39
Module_37483,3,8,21,23
Module_23649,12,9,36,37
Module_37484,11,8,26,26
Module_37485,3,2,1,2
Module_37486,10,14,28,28
Module_18525,14,8,19,10
Module_1163,10,14,14,16
Module_1164,10,7,12,6
Module_37487,12,21,18,30
Module_39200,20,10,12,11
Module_37488,22,26,30,39
Module_18526,48,45,50,32
Module_18527,18,19,32,10
Module_24555,12,12,18,18
Module_24556,80,63,82,110
Module_23650,8,10,7,8
Module_37489,2,1,0,1
Module_23651,19,21,41,57
Module_37490,3,2,4,8
Module_23652,19,21,44,56
Module_37491,9,10,4,14
Module_15290,22,24,16,16
Module_24557,11,2,10,10
Module_9782,18,14,25,19
Module_23653,1,0,10,18
Module_9783,13,11,12,22
Module_24558,5,4,3,7
Module_24559,62,28,40,60
Module_15291,40,32,118,129
Module_39201,0,0,2,8
Module_1165,169,154,104,101
Module_15292,25,34,42,35
Module_25438,4,11,13,6
Module_15293,18,18,24,42
Module_15294,68,48,52,71
Module_1166,38,41,31,23
Module_1167,8,13,14,12
Module_29493,10,12,22,19
Module_15295,6,6,16,16
Module_15296,69,61,34,54
Module_1168,18,15,42,52
Module_24560,50,35,25,42
Module_11737,2,12,6,11
Module_15297,22,15,17,8
Module_24561,9,20,64,60
Module_37492,6,5,8,16
Module_37493,18,12,20,15
Module_24562,24,22,17,19
Module_15298,6,6,6,10
Module_9784,23,14,62,92
Module_9785,12,2,7,11
Module_1169,17,6,24,30
Module_24563,93,79,95,91
Module_1170,49,32,46,40
Module_25439,37,52,78,98
Module_1171,37,28,46,39
Module_25440,55,52,89,109
Module_1172,34,21,40,45
Module_1173,37,32,21,25
Module_25441,47,53,78,73
Module_15299,139,99,69,85
Module_15300,72,25,52,62
Module_1174,16,4,6,12
Module_15301,16,25,12,16
Module_15302,10,8,17,17
Module_1175,4,10,63,67
Module_9786,21,14,14,14
Module_24564,29,28,42,34
Module_1176,37,23,25,42
Module_15303,28,28,21,25
Module_1177,38,28,34,49
Module_24565,6,9,6,4
Module_9787,4,0,26,29
Module_1178,26,28,40,35
Module_15304,44,32,69,56
Module_1179,26,28,35,33
Module_15305,46,27,58,56
Module_25442,11,4,5,8
Module_1180,38,27,18,26
Module_29494,16,8,18,40
Module_1181,8,13,28,18
Module_11738,168,135,167,183
Module_1182,15,12,50,37
Module_24566,18,15,36,32
Module_29495,12,10,16,16
Module_25443,17,10,7,8
Module_15306,15,13,12,8
Module_24567,8,6,4,17
Module_25444,4,7,6,14
Module_25445,18,11,25,42
Module_15307,45,41,44,76
Module_15308,6,9,10,22
Module_15309,27,18,45,31
Module_36004,52,45,49,48
Module_24568,18,9,16,13
Module_29496,2,0,2,3
Module_15310,14,12,14,20
Module_24569,99,99,83,88
Module_29497,4,4,2,0
Module_15311,4,4,11,10
Module_24570,46,52,67,80
Module_31857,3,6,4,5
Module_29498,5,8,0,5
Module_15312,9,5,21,25
Module_36005,48,38,29,27
Module_29499,6,8,1,9
Module_24571,51,43,41,42
Module_36006,61,45,35,31
Module_24572,54,41,39,41
Module_36007,62,45,33,28
Module_24573,55,40,39,41
Module_29500,3,5,2,9
Module_36008,64,44,30,28
Module_24574,55,38,39,42
Module_15313,20,14,1,6
Module_37494,24,30,34,22
Module_36009,14,10,26,17
Module_36010,43,26,25,12
Module_23654,89,79,61,95
Module_19927,2,5,11,8
Module_36011,10,8,8,12
Module_36012,12,8,6,0
Module_23655,65,63,33,65
Module_37495,10,8,9,12
Module_36013,26,8,14,31
Module_23656,7,10,14,4
Module_15314,48,43,39,61
Module_23657,3,2,10,5
Module_36014,2,6,17,10
Module_33936,4,5,6,10
Module_31858,12,0,12,16
Module_24575,33,16,50,52
Module_29501,21,25,10,30
Module_24576,12,6,4,6
Module_37496,8,4,8,15
Module_39202,22,16,4,8
Module_25446,23,15,43,19
Module_24577,5,2,18,14
Module_24578,24,26,9,12
Module_27912,62,62,51,45
Module_25447,8,16,22,21
Module_19928,4,6,41,36
Module_25448,6,6,22,16
Module_37497,19,28,56,29
Module_27913,4,7,21,22
Module_24579,30,31,18,13
Module_27914,10,12,4,4
Module_27915,14,4,12,12
Module_27916,4,7,18,6
Module_25449,6,6,11,12
Module_24580,27,33,25,34
Module_25450,18,17,8,4
Module_24581,28,29,24,32
Module_25451,38,43,79,89
Module_37498,11,4,4,3
Module_25452,37,42,79,89
Module_24582,7,4,13,5
Module_31859,3,8,20,26
Module_37499,23,8,37,45
Module_25453,30,47,19,33
Module_29502,4,2,26,17
Module_25454,14,6,10,16
Module_18528,10,8,19,16
Module_18529,70,62,35,13
Module_25455,4,4,10,10
Module_18530,81,74,50,24
Module_33937,16,15,20,20
Module_18531,81,68,57,46
Module_18532,81,64,58,67
Module_24583,20,8,18,2
Module_18533,29,44,34,16
Module_24584,12,4,15,5
Module_18534,46,33,14,14
Module_25456,11,19,12,16
Module_24585,26,28,41,31
Module_24586,53,50,38,47
Module_18535,10,9,14,14
Module_24587,47,34,40,28
Module_24588,18,19,41,50
Module_18536,28,27,24,10
Module_18537,102,100,50,56
Module_18538,101,75,65,69
Module_24589,51,57,15,30
Module_24590,8,4,11,13
Module_18539,20,17,31,27
Module_29503,19,8,89,82
Module_39203,24,24,19,26
Module_24591,95,80,85,64
Module_11739,24,24,36,24
Module_18540,18,24,9,8
Module_23658,80,80,111,92
Module_23659,65,64,25,24
Module_18541,14,27,38,40
Module_18542,30,20,40,36
Module_23660,10,13,11,27
Module_19929,42,41,83,59
Module_8112,13,27,21,26
Module_24592,2,2,20,14
Module_18543,2,10,11,2
Module_24593,22,15,19,6
Module_8113,2,4,22,20
Module_36015,28,28,102,88
Module_18544,75,68,112,123
Module_24594,12,18,18,25
Module_18545,33,38,51,38
Module_19930,9,4,6,10
Module_24595,52,47,35,32
Module_29504,14,18,19,19
Module_24596,20,10,26,16
Module_29505,8,30,6,8
Module_24597,19,13,16,26
Module_18546,106,113,108,149
Module_19931,63,45,53,29
Module_33938,19,13,16,12
Module_19932,5,6,6,0
Module_29506,21,26,15,6
Module_24598,34,27,19,31
Module_24599,48,44,51,45
Module_18547,145,135,125,120
Module_24600,73,32,56,83
Module_18548,8,0,8,2
Module_24601,27,30,39,34
Module_36016,13,18,12,10
Module_27917,17,10,8,11
Module_36017,12,15,11,9
Module_27918,19,10,8,12
Module_18549,38,24,16,15
Module_24602,2,9,9,9
Module_27919,21,24,12,10
Module_29507,6,4,12,14
Module_18550,32,9,10,32
Module_18551,22,22,24,30
Module_18552,68,55,44,41
Module_8114,4,2,8,6
Module_18553,79,79,58,53
Module_29508,26,16,10,12
Module_36018,33,33,70,64
Module_16885,33,35,18,12
Module_8115,8,2,10,17
Module_33939,5,4,7,8
Module_18554,9,2,6,4
Module_18555,66,89,56,70
Module_24603,5,4,2,9
Module_18556,102,96,78,90
Module_24604,21,11,12,12
Module_9788,4,8,9,2
Module_24605,23,15,14,14
Module_8116,10,2,16,12
Module_18557,47,75,49,73
Module_33940,22,12,14,14
Module_18558,19,26,26,20
Module_8117,19,24,38,45
Module_33941,5,0,8,13
Module_18559,92,79,55,61
Module_15315,14,6,10,8
Module_19933,12,12,15,8
Module_24606,20,10,18,16
Module_19934,13,12,16,9
Module_24607,19,10,18,16
Module_19935,17,14,16,10
Module_33942,16,6,5,4
Module_16886,1,5,6,10
Module_33943,11,16,11,4
Module_24608,8,2,15,9
Module_33944,0,7,8,8
Module_16887,4,0,10,12
Module_31860,15,11,30,25
Module_19936,8,0,10,8
Module_19937,0,0,3,2
Module_33945,40,31,60,48
Module_33946,7,6,8,8
Module_29509,18,12,10,10
Module_29510,13,19,10,16
Module_27920,25,14,8,9
Module_16888,7,5,4,7
Module_27921,168,132,128,120
Module_27922,1,0,9,9
Module_24609,17,14,17,6
Module_27923,8,6,5,0
Module_31861,14,18,36,34
Module_27924,3,0,2,6
Module_31862,14,19,38,34
Module_31863,14,11,23,24
Module_16889,10,4,19,20
Module_29511,0,4,8,5
Module_31864,12,14,16,19
Module_29512,57,62,53,50
Module_15316,0,0,5,18
Module_15317,8,4,17,8
Module_25457,4,4,10,6
Module_24610,1,0,12,23
Module_18560,42,52,26,18
Module_18561,15,7,4,14
Module_18562,12,4,8,3
Module_27925,16,20,30,20
Module_8118,24,10,75,89
Module_25458,8,20,16,17
Module_16890,0,6,8,20
Module_25459,6,14,12,3
Module_25460,48,27,25,25
Module_24611,29,20,40,40
Module_18563,4,3,16,9
Module_24612,2,10,12,22
Module_18564,60,50,38,26
Module_16891,12,6,13,22
Module_18565,58,49,36,26
Module_24613,2,9,20,17
Module_18566,82,86,40,23
Module_31865,30,16,24,33
Module_24614,14,10,10,14
Module_31866,2,2,14,18
Module_24615,28,12,17,26
Module_24616,18,22,17,36
Module_27926,0,1,9,1
Module_25461,12,14,20,8
Module_31867,29,10,91,91
Module_18567,76,46,35,52
Module_18568,51,53,24,36
Module_31868,6,3,7,12
Module_18569,24,20,31,28
Module_31869,10,8,8,12
Module_25462,25,18,9,13
Module_25463,62,55,33,32
Module_31870,20,4,15,11
Module_25464,46,40,51,42
Module_25465,55,47,52,70
Module_31871,5,7,9,12
Module_25466,52,45,49,70
Module_31872,7,8,13,19
Module_9789,72,42,22,12
Module_31873,13,8,8,18
Module_31874,14,5,11,14
Module_16892,2,6,12,12
Module_16893,15,23,22,20
Module_25467,10,6,12,8
Module_16894,21,30,40,33
Module_25468,40,39,29,34
Module_25469,103,74,100,98
Module_31875,2,5,12,15
Module_31876,20,28,18,12
Module_24617,19,5,8,10
Module_31877,26,13,34,36
Module_9790,11,12,8,6
Module_24618,8,3,74,74
Module_24619,34,33,46,34
Module_24620,32,24,29,29
Module_9791,44,37,39,33
Module_24621,32,15,20,31
Module_24622,36,14,19,19
Module_1183,60,52,53,45
Module_8119,4,3,1,8
Module_9792,10,9,15,4
Module_1184,80,65,104,90
Module_8120,4,7,17,21
Module_8121,42,44,39,36
Module_16895,4,2,16,14
Module_22875,32,19,13,4
Module_22876,19,6,18,18
Module_22877,94,67,80,74
Module_24623,41,16,19,15
Module_16896,44,42,104,110
Module_9793,8,10,12,24
Module_22878,12,8,28,48
Module_9794,12,13,20,20
Module_19938,17,2,4,4
Module_18570,86,74,78,78
Module_24624,0,3,4,14
Module_27927,0,4,3,4
Module_19939,155,126,113,157
Module_18571,19,17,34,20
Module_24625,3,1,9,0
Module_18572,76,43,76,81
Module_24626,28,8,15,29
Module_18573,18,12,9,6
Module_24627,26,11,18,32
Module_18574,15,12,18,14
Module_24628,18,20,10,7
Module_27928,3,2,7,2
Module_24629,7,9,10,16
Module_24630,16,12,33,28
Module_18575,11,8,4,0
Module_24631,15,5,26,26
Module_24632,6,1,20,2
Module_24633,44,27,24,8
Module_1185,45,27,44,38
Module_25470,12,13,13,5
Module_18576,6,12,12,10
Module_25471,113,100,123,95
Module_24634,10,18,4,2
Module_8122,2,0,10,6
Module_25472,8,11,6,1
Module_18577,89,69,57,56
Module_24635,4,4,4,4
Module_16897,3,0,16,28
Module_25473,57,38,44,24
Module_27929,74,43,64,51
Module_1186,19,11,2,2
Module_18578,28,13,23,31
Module_25474,4,4,14,10
Module_25475,10,14,20,17
Module_25476,1,6,6,2
Module_25477,18,18,24,27
Module_25478,7,13,24,20
Module_18579,33,33,36,36
Module_1187,23,24,8,8
Module_27930,8,6,8,4
Module_1188,4,8,2,5
Module_18580,28,11,47,48
Module_1189,12,10,4,21
Module_1190,67,53,27,36
Module_16898,4,6,9,2
Module_16899,4,4,5,8
Module_16900,18,18,20,35
Module_8123,40,30,69,45
Module_16901,7,2,4,8
Module_18581,164,125,125,152
Module_24636,16,25,17,28
Module_18582,12,3,10,8
Module_18583,4,2,8,2
Module_24637,13,20,25,32
Module_8124,18,19,42,21
Module_24638,97,116,108,119
Module_1191,124,80,79,88
Module_9795,6,4,20,26
Module_1192,5,4,10,15
Module_33947,17,28,28,30
Module_27931,6,4,42,37
Module_1193,41,37,77,71
Module_1194,23,17,44,20
Module_33948,5,12,6,10
Module_1195,85,98,50,60
Module_24639,55,48,102,82
Module_1196,120,160,75,85
Module_24640,32,19,42,35
Module_1197,14,11,9,14
Module_24641,17,20,29,12
Module_33949,10,7,6,4
Module_9796,13,15,10,8
Module_9797,12,14,14,10
Module_19940,49,41,34,35
Module_9798,7,12,4,7
Module_1198,14,18,31,18
Module_9799,8,16,11,14
Module_1199,47,27,52,66
Module_9800,18,12,10,14
Module_10601,9,10,12,7
Module_24642,48,30,16,26
Module_18584,15,14,14,10
Module_22879,30,18,22,34
Module_33950,20,22,8,12
Module_9801,6,2,12,8
Module_18585,8,12,17,8
Module_18586,14,8,14,14
Module_24643,51,53,37,34
Module_18587,10,8,2,2
Module_19941,4,4,6,12
Module_33951,8,8,13,16
Module_18588,37,10,32,30
Module_24644,30,13,30,31
Module_24645,0,8,11,29
Module_22880,24,23,4,12
Module_18589,14,6,19,14
Module_27932,28,31,17,14
Module_18590,12,8,30,14
Module_24646,77,57,43,51
Module_19942,6,4,4,5
Module_27933,48,38,65,58
Module_24647,24,17,17,18
Module_27934,3,8,24,28
Module_18591,18,17,40,28
Module_24648,5,8,16,15
Module_33952,24,26,28,25
Module_24649,12,6,12,19
Module_24650,42,18,32,24
Module_10602,5,6,13,4
Module_10603,13,20,15,10
Module_10604,4,2,2,7
Module_19943,2,7,3,0
Module_22881,25,25,20,25
Module_36019,41,18,36,24
Module_22882,4,3,2,9
Module_22883,4,2,10,20
Module_15318,22,13,23,22
Module_10605,29,14,19,19
Module_15319,30,36,21,30
Module_33953,0,2,8,10
Module_15320,43,40,50,45
Module_15321,0,3,15,14
Module_24651,35,16,24,19
Module_15322,17,10,23,9
Module_15323,18,16,26,19
Module_24652,11,9,10,23
Module_15324,4,17,4,20
Module_19944,11,14,8,13
Module_27935,12,8,17,14
Module_15325,6,12,39,28
Module_15326,69,69,63,82
Module_24653,33,19,24,10
Module_15327,77,70,67,93
Module_24654,38,24,21,8
Module_15328,79,68,66,90
Module_24655,46,34,24,10
Module_24656,82,53,73,102
Module_27936,10,6,4,7
Module_36020,15,26,15,10
Module_19945,6,8,8,4
Module_24657,23,23,32,21
Module_15329,56,62,51,73
Module_24658,10,4,12,27
Module_24659,17,2,16,16
Module_24660,27,16,25,34
Module_36021,7,2,4,4
Module_24661,14,17,14,24
Module_24662,21,24,14,14
Module_36022,12,2,6,5
Module_24663,9,8,18,15
Module_33954,8,10,1,2
Module_36023,2,5,10,14
Module_36024,6,5,8,8
Module_33955,8,16,0,2
Module_22884,30,18,34,40
Module_24664,17,17,24,32
Module_22885,2,2,1,0
