Module,48hrs.H3K27ac_REPLICANT.1,48hrs.H3K27ac_REPLICANT.2,72hrs.H3K27ac_REPLICANT.1,72hrs.H3K27ac_REPLICANT.2
Module_5519,35,38,29,35
Module_17330,46,59,52,82
Module_5520,22,18,18,38
Module_29168,39,41,53,82
Module_27456,23,17,11,37
Module_27457,13,16,22,25
Module_17331,35,28,29,51
Module_27458,23,35,40,61
Module_17332,44,48,41,71
Module_5521,36,17,17,38
Module_17333,43,56,45,72
Module_5522,37,26,41,43
Module_1,12,4,2,8
Module_12910,6,8,14,7
Module_12911,24,21,21,29
Module_22265,7,12,11,8
Module_5523,41,53,56,94
Module_17334,55,75,43,75
Module_12912,20,33,33,36
Module_22266,15,13,22,24
Module_17335,13,14,16,23
Module_17336,9,7,11,11
Module_33310,17,20,18,48
Module_17337,11,13,13,13
Module_12913,35,36,29,58
Module_12914,29,26,24,45
Module_5524,74,125,103,169
Module_22267,63,71,65,117
Module_22268,50,65,39,73
Module_17338,41,42,55,58
Module_22269,27,42,32,46
Module_22270,24,21,26,39
Module_5525,60,79,71,136
Module_22271,21,15,22,32
Module_5526,47,90,50,118
Module_16515,20,16,12,19
Module_3784,29,38,35,60
Module_7611,22,27,10,25
Module_16516,12,12,10,13
Module_12915,10,13,35,25
Module_3785,42,38,37,73
Module_12916,8,11,14,16
Module_16517,7,5,11,19
Module_35483,30,37,42,69
Module_33311,27,14,28,29
Module_17339,43,45,48,71
Module_5527,91,125,87,169
Module_12917,6,11,10,9
Module_5528,86,119,80,132
Module_12918,6,4,8,7
Module_5529,30,22,27,36
Module_5530,38,52,38,88
Module_29169,18,16,18,30
Module_33312,13,10,12,16
Module_5531,69,72,45,98
Module_33313,41,37,35,59
Module_14415,49,60,50,78
Module_5532,26,38,44,53
Module_14416,45,42,47,74
Module_12919,65,78,67,116
Module_29170,14,7,6,12
Module_2,16,25,25,36
Module_7612,33,44,51,80
Module_29171,22,13,24,20
Module_19436,12,10,13,17
Module_33314,20,24,17,20
Module_17340,31,17,24,26
Module_5533,43,45,48,70
Module_7613,27,43,26,74
Module_5534,51,66,56,94
Module_12920,23,35,39,56
Module_29172,2,5,9,5
Module_33315,20,18,23,30
Module_14417,27,34,23,39
Module_33316,15,20,18,39
Module_14418,24,28,34,34
Module_14419,14,20,18,30
Module_3,14,21,28,30
Module_14420,14,9,20,13
Module_4,48,62,87,128
Module_19437,30,27,9,13
Module_14421,90,122,70,150
Module_7614,14,15,17,28
Module_19438,25,17,14,15
Module_14422,8,12,16,25
Module_29173,11,8,9,8
Module_19439,18,12,15,8
Module_29174,20,20,14,27
Module_19440,5,5,4,2
Module_17341,16,12,12,23
Module_5535,17,11,14,12
Module_19441,20,13,10,15
Module_19442,17,17,13,13
Module_17342,40,37,45,45
Module_29175,3,2,8,5
Module_17343,24,38,30,54
Module_5,23,15,19,39
Module_19443,11,7,7,5
Module_14423,38,23,27,27
Module_6,20,37,35,64
Module_17344,29,41,17,53
Module_29176,10,17,11,21
Module_33317,6,5,12,15
Module_5536,18,14,21,20
Module_17345,17,18,22,21
Module_7,13,12,20,24
Module_19444,17,13,10,7
Module_17346,27,25,31,42
Module_27459,8,6,4,7
Module_19445,32,23,11,12
Module_33318,21,13,16,30
Module_17347,49,76,67,86
Module_29177,21,34,35,43
Module_17348,74,114,95,161
Module_29178,16,27,27,30
Module_17349,90,127,109,205
Module_19446,22,29,36,37
Module_19447,12,13,10,19
Module_17350,59,69,53,84
Module_19448,7,6,9,11
Module_5537,37,35,28,33
Module_8,40,43,36,63
Module_5538,30,24,26,29
Module_9,45,45,40,68
Module_5539,22,20,27,22
Module_14424,43,75,67,95
Module_10,33,44,36,73
Module_5540,27,15,15,26
Module_33319,20,10,21,28
Module_27460,24,30,30,44
Module_27461,12,11,9,17
Module_5541,32,32,44,49
Module_11,29,21,35,29
Module_5542,32,25,40,48
Module_12,28,17,28,34
Module_33320,44,43,39,61
Module_13,20,21,24,16
Module_5543,56,66,50,74
Module_27462,14,9,16,17
Module_19449,67,78,49,106
Module_5544,30,49,30,54
Module_33321,28,26,28,41
Module_14,41,41,37,78
Module_15,13,21,18,28
Module_19450,19,18,23,35
Module_17351,56,75,60,82
Module_19451,7,18,9,11
Module_17352,89,93,92,176
Module_19452,6,6,9,12
Module_16,99,72,69,97
Module_27463,7,9,5,15
Module_27464,38,49,31,71
Module_17,30,30,31,54
Module_27465,14,15,8,11
Module_18,37,32,25,48
Module_19,30,33,27,57
Module_20,107,114,95,155
Module_3786,9,6,10,10
Module_37084,42,49,41,98
Module_19453,31,14,25,33
Module_21,38,43,34,78
Module_3787,54,79,49,110
Module_17353,19,26,32,33
Module_3788,64,97,52,129
Module_17354,20,27,34,31
Module_27466,8,16,14,22
Module_17355,49,64,70,118
Module_17356,72,68,74,129
Module_29179,15,16,21,16
Module_17357,30,41,34,43
Module_29180,16,20,23,19
Module_17358,33,43,37,50
Module_29181,17,20,22,17
Module_17359,29,39,34,51
Module_33322,57,66,40,40
Module_19454,15,12,19,22
Module_17360,10,14,18,8
Module_29182,20,26,19,22
Module_27467,23,41,48,68
Module_3789,9,5,11,15
Module_17361,10,11,16,18
Module_33323,17,25,29,43
Module_22,42,56,52,73
Module_27468,25,23,19,38
Module_17362,27,30,22,44
Module_27469,22,19,26,57
Module_33324,29,18,31,43
Module_33325,14,16,19,27
Module_27470,22,25,32,52
Module_33326,14,18,21,34
Module_27471,29,38,48,72
Module_23,44,61,36,74
Module_29183,24,21,23,37
Module_24,44,49,35,65
Module_27472,14,17,14,27
Module_29184,19,25,27,56
Module_27473,11,16,11,23
Module_29185,21,31,25,53
Module_27474,17,29,20,36
Module_29186,12,11,17,11
Module_27475,15,19,27,34
Module_29187,10,11,7,11
Module_27476,18,13,16,25
Module_27477,13,12,27,26
Module_25,48,56,69,135
Module_17363,65,69,51,75
Module_33327,21,23,36,27
Module_3790,17,20,20,14
Module_29188,18,7,15,12
Module_33328,19,15,21,29
Module_3791,10,13,9,13
Module_27478,9,11,21,17
Module_29189,16,19,13,15
Module_12921,14,20,25,27
Module_27479,35,24,34,55
Module_33329,34,28,29,41
Module_33330,19,18,26,32
Module_17364,121,132,92,160
Module_33331,25,39,34,66
Module_17365,72,87,68,128
Module_12922,16,21,20,32
Module_29190,21,21,16,26
Module_12923,22,30,28,47
Module_33332,37,26,22,38
Module_27480,18,24,36,36
Module_12924,12,13,14,26
Module_27481,14,15,27,27
Module_27482,22,23,26,36
Module_33333,18,23,21,31
Module_17366,27,25,32,50
Module_17367,10,7,21,14
Module_26,28,26,25,29
Module_17368,17,10,16,12
Module_27,23,21,20,19
Module_17369,47,46,37,42
Module_33334,141,186,141,269
Module_7615,11,5,19,24
Module_33335,59,83,65,108
Module_28,24,18,22,25
Module_17370,70,93,107,187
Module_29,36,33,35,43
Module_30,41,40,33,43
Module_3792,20,11,17,17
Module_17371,34,40,30,38
Module_3793,9,10,15,10
Module_14425,37,74,60,93
Module_3794,12,4,9,12
Module_14426,46,79,64,105
Module_33336,42,64,55,108
Module_27483,8,8,9,16
Module_22272,7,19,13,14
Module_14427,22,33,32,47
Module_33337,52,51,47,80
Module_31,29,25,24,36
Module_33338,68,72,63,98
Module_32,151,133,164,212
Module_29191,31,33,28,39
Module_29192,25,31,14,45
Module_33,65,83,46,55
Module_27484,17,11,18,33
Module_33339,13,17,18,31
Module_29193,45,31,27,38
Module_33340,23,25,24,20
Module_29194,30,25,27,39
Module_33341,34,31,27,38
Module_34,40,39,31,36
Module_29195,24,30,25,36
Module_35,42,38,30,35
Module_29196,22,30,23,37
Module_33342,25,27,25,39
Module_36,43,43,33,42
Module_33343,24,28,22,41
Module_29197,22,32,17,38
Module_33344,20,21,25,37
Module_29198,41,39,30,38
Module_29199,36,44,28,54
Module_29200,57,52,89,111
Module_33345,23,13,28,44
Module_29201,43,45,29,40
Module_14428,32,40,38,65
Module_29202,110,95,50,71
Module_37,45,36,38,66
Module_17372,51,42,44,42
Module_33346,14,21,24,32
Module_7616,9,15,9,11
Module_17373,36,45,44,63
Module_33347,26,19,31,32
Module_33348,18,9,16,19
Module_29203,13,7,12,14
Module_33349,20,12,23,25
Module_29204,30,26,35,43
Module_33350,16,12,23,21
Module_27485,7,5,14,10
Module_33351,28,27,33,49
Module_29205,35,37,50,57
Module_14429,42,38,33,72
Module_17374,42,58,73,79
Module_29206,19,13,23,32
Module_38,59,80,57,114
Module_29207,47,28,36,40
Module_17375,34,23,39,39
Module_12925,38,42,45,85
Module_3795,15,17,13,13
Module_22273,6,8,6,15
Module_27486,27,33,37,59
Module_14430,22,21,22,29
Module_33352,38,35,38,73
Module_7617,32,29,12,27
Module_22274,57,87,72,141
Module_14431,74,93,80,144
Module_17376,62,43,49,65
Module_39,27,23,31,56
Module_17377,63,69,37,98
Module_40,30,24,29,53
Module_41,67,79,79,88
Module_42,17,20,16,18
Module_33353,3,19,4,20
Module_43,8,11,17,17
Module_17378,36,37,31,57
Module_17379,45,29,30,32
Module_44,24,22,19,25
Module_27487,13,14,14,29
Module_22275,9,4,7,8
Module_45,24,26,24,23
Module_12926,25,14,24,29
Module_22276,12,6,10,9
Module_46,38,26,25,32
Module_17380,15,27,19,47
Module_12927,61,59,68,103
Module_12928,45,30,56,62
Module_47,12,9,5,11
Module_12929,47,47,67,98
Module_12930,40,71,49,97
Module_12931,19,29,18,34
Module_33354,28,34,20,37
Module_12932,19,17,14,26
Module_33355,27,32,20,30
Module_12933,15,17,10,19
Module_17381,21,29,25,42
Module_33356,21,19,37,47
Module_48,17,16,24,34
Module_49,27,18,18,45
Module_12934,22,32,23,47
Module_50,27,21,26,35
Module_51,18,19,22,21
Module_33357,18,17,16,27
Module_27488,10,13,13,12
Module_52,16,13,14,16
Module_53,14,9,11,6
Module_17382,42,56,60,113
Module_27489,19,16,23,16
Module_54,13,20,15,21
Module_55,46,52,46,74
Module_17383,40,46,50,72
Module_56,53,64,43,79
Module_17384,34,45,44,62
Module_57,53,66,42,75
Module_17385,32,40,44,59
Module_58,54,66,42,74
Module_17386,30,38,42,57
Module_27490,70,109,91,151
Module_17387,18,17,20,25
Module_59,54,47,32,53
Module_17388,90,123,96,168
Module_17389,88,89,94,166
Module_60,21,27,18,34
Module_17390,88,86,91,166
Module_61,19,27,18,34
Module_17391,85,85,89,165
Module_62,21,24,17,36
Module_17392,106,109,99,186
Module_63,21,15,9,23
Module_64,12,5,9,10
Module_17393,45,47,43,49
Module_17394,61,59,52,92
Module_17395,54,75,44,71
Module_17396,65,82,100,161
Module_65,9,5,5,10
Module_66,13,10,15,22
Module_17397,14,9,10,16
Module_22277,15,25,9,11
Module_22278,65,69,22,30
Module_3796,57,55,35,28
Module_67,47,58,44,78
Module_5545,74,64,67,92
Module_17398,18,16,19,38
Module_68,113,111,82,148
Module_69,49,44,41,66
Module_70,35,32,33,67
Module_17399,16,28,20,29
Module_71,37,26,30,48
Module_27491,28,35,40,53
Module_72,19,14,16,17
Module_14432,4,9,12,11
Module_29208,49,38,22,29
Module_22279,9,11,6,8
Module_5546,45,47,56,48
Module_12935,26,20,24,34
Module_12936,19,25,28,44
Module_27492,12,12,15,8
Module_73,18,20,21,25
Module_27493,11,13,13,9
Module_74,36,45,32,37
Module_27494,19,14,14,8
Module_12937,34,30,54,58
Module_12938,22,21,19,35
Module_75,83,98,83,168
Module_17400,38,53,39,72
Module_5547,53,76,65,101
Module_17401,23,27,23,30
Module_5548,40,59,51,65
Module_17402,22,19,29,53
Module_17403,6,17,17,30
Module_76,57,63,63,123
Module_27495,18,12,31,33
Module_77,73,72,89,159
Module_14433,8,6,6,8
Module_78,63,71,61,60
Module_14434,13,8,5,11
Module_79,49,58,42,74
Module_80,72,59,52,80
Module_5549,18,22,28,32
Module_14435,12,10,14,27
Module_14436,31,24,32,48
Module_12939,11,15,27,19
Module_81,30,12,25,34
Module_14437,10,9,20,18
Module_82,26,10,22,26
Module_17404,8,11,14,17
Module_12940,26,34,31,41
Module_22280,22,12,9,7
Module_17405,36,33,65,102
Module_12941,56,44,39,102
Module_12942,32,29,33,39
Module_29209,25,39,41,56
Module_14438,90,148,118,202
Module_14439,47,43,69,102
Module_14440,31,50,27,66
Module_12943,32,27,26,41
Module_14441,36,38,40,59
Module_17406,48,42,55,71
Module_14442,56,70,68,113
Module_17407,14,9,26,29
Module_5550,38,52,51,89
Module_22281,31,21,11,14
Module_22282,20,38,26,49
Module_17408,98,125,96,190
Module_5551,58,73,65,111
Module_17409,74,57,61,69
Module_14443,35,50,45,71
Module_5552,10,8,12,20
Module_12944,78,99,82,131
Module_5553,14,15,29,24
Module_83,14,24,20,20
Module_17410,32,38,36,80
Module_17411,27,23,24,51
Module_22283,33,38,22,55
Module_22284,17,19,18,19
Module_17412,36,34,48,76
Module_17413,10,15,12,17
Module_22285,9,13,11,12
Module_5554,13,13,15,27
Module_12945,29,37,40,76
Module_5555,30,35,29,26
Module_12946,28,41,31,57
Module_14444,36,75,38,106
Module_17414,6,15,9,15
Module_33358,20,16,17,22
Module_17415,9,14,9,13
Module_17416,20,17,22,47
Module_17417,42,47,55,98
Module_33359,22,23,24,22
Module_17418,22,40,53,89
Module_33360,18,22,22,19
Module_14445,33,22,39,31
Module_22286,16,13,5,7
Module_14446,30,18,17,28
Module_84,37,40,34,55
Module_14447,33,23,16,29
Module_85,41,53,43,75
Module_5556,9,13,15,18
Module_86,43,54,43,78
Module_5557,12,13,15,13
Module_12947,14,20,19,29
Module_14448,45,45,42,55
Module_12948,49,56,71,74
Module_5558,39,23,34,35
Module_14449,22,27,21,36
Module_22287,23,14,14,13
Module_17419,17,20,19,15
Module_33361,18,19,36,35
Module_87,17,16,12,25
Module_33362,15,14,24,44
Module_88,20,16,13,27
Module_12949,16,15,16,15
Module_33363,36,15,44,53
Module_14450,53,53,22,23
Module_5559,19,16,11,23
Module_33364,24,23,31,43
Module_17420,13,14,16,20
Module_33365,24,25,29,43
Module_33366,34,23,44,37
