Module,3hrs.H3K27ac_REPLICANT.1,3hrs.H3K27ac_REPLICANT.2,24hrs.H3K27ac_REPLICANT.1,24hrs.H3K27ac_REPLICANT.2
Module_36015,43,50,58,96
Module_18544,40,43,32,56
Module_24594,18,37,58,61
Module_18545,19,26,23,48
Module_19930,10,23,9,20
Module_24595,18,30,17,42
Module_29504,16,22,8,21
Module_24596,24,26,32,53
Module_29505,19,26,19,19
Module_24597,26,27,25,38
Module_18546,40,65,34,50
Module_19931,105,178,54,116
Module_33938,13,19,10,19
Module_19932,5,13,12,11
Module_29506,5,14,4,11
Module_24598,22,33,23,40
Module_24599,35,42,22,50
Module_18547,34,61,36,65
Module_24600,13,12,21,42
Module_18548,10,11,8,15
Module_24601,23,21,24,42
Module_36016,16,21,16,12
Module_27917,12,4,5,4
Module_36017,15,19,17,10
Module_27918,12,6,6,5
Module_18549,41,85,47,65
Module_24602,10,12,5,13
Module_27919,14,26,12,24
Module_29507,18,12,6,10
Module_18550,14,18,14,17
Module_18551,18,32,20,31
Module_18552,126,187,42,72
Module_8114,15,21,14,11
Module_18553,16,29,17,35
Module_29508,27,27,16,11
Module_36018,12,15,17,34
Module_16885,35,39,28,48
Module_8115,12,12,16,12
Module_33939,13,26,7,13
Module_18554,12,11,15,22
Module_18555,25,36,24,44
Module_24603,27,42,20,42
Module_18556,24,48,34,46
Module_24604,24,29,20,33
Module_9788,5,17,8,18
Module_24605,27,59,30,40
Module_8116,4,8,6,7
Module_18557,59,105,41,59
Module_33940,14,8,18,35
Module_18558,26,32,27,40
Module_8117,19,28,16,19
Module_33941,10,9,8,14
Module_18559,18,17,20,19
Module_15315,6,9,5,13
Module_19933,6,12,7,11
Module_24606,3,10,7,5
Module_19934,6,14,8,10
Module_24607,3,10,5,4
Module_19935,12,20,14,14
Module_33942,16,18,7,17
Module_16886,13,7,13,14
Module_33943,13,14,12,16
Module_24608,7,5,11,12
Module_33944,10,17,12,21
Module_16887,3,7,5,8
Module_31860,6,9,12,7
Module_19936,5,8,10,21
Module_19937,4,3,8,7
Module_33945,16,21,14,35
Module_33946,15,23,21,24
Module_29509,18,31,9,20
Module_29510,19,31,14,18
Module_27920,20,31,24,30
Module_16888,13,18,9,13
Module_27921,99,166,62,135
Module_27922,10,10,11,9
Module_24609,13,26,7,25
Module_27923,2,8,7,18
Module_31861,10,14,12,22
Module_27924,11,15,9,7
Module_31862,8,12,12,25
Module_31863,14,15,10,8
Module_16889,9,13,9,10
Module_29511,8,5,6,5
Module_31864,14,10,11,11
Module_29512,60,95,35,66
Module_15316,5,7,8,10
Module_15317,6,13,6,9
Module_25457,6,8,7,11
Module_24610,14,21,10,18
Module_18560,23,32,15,22
Module_18561,25,17,10,16
Module_18562,18,29,18,24
Module_27925,16,14,11,18
Module_8118,9,9,14,10
Module_25458,14,9,9,13
Module_16890,2,6,4,11
Module_25459,10,13,10,22
Module_25460,45,59,34,56
Module_24611,24,41,14,15
Module_18563,40,70,29,29
Module_24612,9,10,11,14
Module_18564,42,76,25,53
Module_16891,11,16,8,5
Module_18565,39,69,24,50
Module_24613,13,9,14,11
Module_18566,88,151,36,82
Module_31865,12,17,12,18
Module_24614,15,11,14,27
Module_31866,12,16,8,11
Module_24615,15,27,14,22
Module_24616,11,13,11,19
Module_27926,2,4,7,7
Module_25461,23,25,15,29
Module_31867,22,29,33,54
Module_18567,65,118,50,78
Module_18568,146,195,104,166
Module_31868,8,10,14,38
Module_18569,42,60,22,32
Module_31869,23,15,22,17
Module_25462,40,57,35,53
Module_25463,66,93,47,74
Module_31870,25,23,29,30
Module_25464,50,45,19,40
Module_25465,46,76,34,76
Module_31871,13,27,24,49
Module_25466,39,50,18,60
Module_31872,15,38,32,57
Module_9789,56,85,39,71
Module_31873,41,51,40,55
Module_31874,6,5,13,28
Module_16892,11,8,11,17
Module_16893,28,36,27,44
Module_25467,4,10,7,12
Module_16894,27,33,24,42
Module_25468,41,59,36,61
Module_25469,26,33,12,31
Module_31875,7,20,19,22
Module_31876,35,40,37,34
Module_24617,25,29,17,28
Module_31877,18,23,29,44
Module_9790,9,2,6,6
Module_24618,14,14,9,14
Module_24619,29,31,31,44
Module_24620,67,88,47,53
Module_9791,39,53,23,45
Module_24621,9,16,10,11
Module_24622,56,99,40,92
Module_1183,31,50,23,33
Module_8119,10,12,8,5
Module_9792,2,11,1,3
Module_1184,45,57,34,58
Module_8120,8,16,18,16
Module_8121,28,55,26,44
Module_16895,5,13,7,13
Module_22875,9,12,6,18
Module_22876,12,24,19,26
Module_22877,18,21,21,29
Module_24623,13,24,11,32
Module_16896,27,48,29,28
Module_9793,14,19,18,25
Module_22878,10,10,8,6
Module_9794,20,22,15,23
Module_19938,8,10,11,15
Module_18570,56,95,38,68
Module_24624,22,10,11,17
Module_27927,5,6,8,10
Module_19939,47,56,34,50
Module_18571,21,27,15,41
Module_24625,10,16,12,20
Module_18572,28,42,27,57
Module_24626,14,12,10,17
Module_18573,12,21,15,22
Module_24627,12,14,16,19
Module_18574,21,21,22,35
Module_24628,23,26,15,30
Module_27928,15,14,11,9
Module_24629,21,34,19,39
Module_24630,21,31,17,34
Module_18575,22,22,11,13
Module_24631,19,24,16,28
Module_24632,15,15,21,46
Module_24633,71,126,68,96
Module_1185,46,51,25,37
Module_25470,16,17,18,19
Module_18576,5,5,10,9
Module_25471,42,70,26,59
Module_24634,45,53,42,65
Module_8122,10,7,5,9
Module_25472,8,16,12,18
Module_18577,19,30,6,25
Module_24635,8,10,13,26
Module_16897,3,6,3,6
Module_25473,55,77,38,67
Module_27929,46,58,19,53
Module_1186,43,58,35,49
Module_18578,4,13,8,18
Module_25474,3,7,11,9
Module_25475,15,11,16,27
Module_25476,7,3,8,10
Module_25477,4,8,13,17
Module_25478,23,13,20,29
Module_18579,12,26,33,42
Module_1187,32,43,20,32
Module_27930,9,12,9,20
Module_1188,16,18,15,13
Module_18580,15,17,11,24
Module_1189,15,17,18,25
Module_1190,25,40,40,58
Module_16898,7,10,6,7
Module_16899,6,5,3,11
Module_16900,11,10,14,17
Module_8123,19,21,26,22
Module_16901,7,6,6,6
Module_18581,61,90,69,94
Module_24636,30,26,15,24
Module_18582,5,9,11,11
Module_18583,5,1,5,3
Module_24637,6,8,14,24
Module_8124,14,21,5,19
Module_24638,46,76,62,100
Module_1191,42,79,38,96
Module_9795,4,12,12,14
Module_1192,11,14,12,14
Module_33947,7,18,13,15
Module_27931,9,11,17,16
Module_1193,9,13,8,12
Module_1194,25,39,26,39
Module_33948,11,22,19,21
Module_1195,63,143,58,115
Module_24639,24,47,18,19
Module_1196,158,321,132,229
Module_24640,56,79,37,61
Module_1197,28,43,21,35
Module_24641,23,20,23,31
Module_33949,9,9,13,8
Module_9796,9,18,6,9
Module_9797,4,4,5,5
Module_19940,41,80,30,43
Module_9798,24,33,21,43
Module_1198,42,69,45,71
Module_9799,23,40,24,44
Module_1199,46,64,47,71
Module_9800,19,25,15,29
Module_10601,11,10,11,16
Module_24642,52,96,28,49
Module_18584,6,7,10,12
Module_22879,16,12,13,21
Module_33950,7,7,9,10
Module_9801,7,7,11,20
Module_18585,25,29,16,32
Module_18586,20,25,17,51
Module_24643,50,61,31,54
Module_18587,20,30,16,31
Module_19941,14,13,9,20
Module_33951,21,18,19,22
Module_18588,42,59,46,73
Module_24644,13,14,18,21
Module_24645,26,32,21,21
Module_22880,28,40,24,34
Module_18589,10,12,23,33
Module_27932,38,42,22,55
Module_18590,8,11,9,9
Module_24646,49,66,35,82
Module_19942,12,20,9,7
Module_27933,90,167,80,126
Module_24647,29,50,8,52
Module_27934,12,12,14,24
Module_18591,24,27,26,44
Module_24648,16,13,14,27
Module_33952,17,34,14,38
Module_24649,37,47,22,31
Module_24650,67,90,58,56
Module_10602,10,10,7,3
Module_10603,22,18,12,13
Module_10604,11,7,17,12
Module_19943,8,14,15,18
Module_22881,81,124,48,90
Module_36019,26,25,34,31
Module_22882,3,5,0,4
Module_22883,3,5,6,6
Module_15318,16,16,15,19
Module_10605,27,32,12,22
Module_15319,49,66,48,71
Module_33953,4,16,8,13
Module_15320,48,98,60,103
Module_15321,19,28,37,37
Module_24651,32,35,37,37
Module_15322,20,30,27,34
Module_15323,29,33,30,41
Module_24652,29,24,22,42
Module_15324,18,17,19,27
Module_19944,23,26,26,30
Module_27935,7,5,9,11
Module_15325,23,27,21,38
Module_15326,32,40,40,56
Module_24653,32,57,28,41
Module_15327,30,45,42,48
Module_24654,35,59,25,37
Module_15328,29,42,37,47
Module_24655,42,58,27,32
Module_24656,34,51,27,43
Module_27936,14,13,11,27
Module_36020,12,11,8,16
Module_19945,18,41,19,23
Module_24657,16,25,12,23
Module_15329,8,18,18,22
Module_24658,13,10,9,24
Module_24659,8,7,11,20
Module_24660,31,36,42,44
Module_36021,17,16,8,12
Module_24661,17,26,30,39
Module_24662,17,36,30,47
Module_36022,26,32,33,35
Module_24663,10,17,13,25
Module_33954,22,15,13,29
Module_36023,29,55,35,64
Module_36024,28,35,25,43
Module_33955,20,24,8,7
Module_22884,9,5,6,18
Module_24664,7,18,17,23
Module_22885,11,17,14,16
Module_33956,12,10,11,11
Module_36025,9,8,7,21
Module_24665,6,19,11,26
Module_33957,15,6,17,6
Module_8125,21,46,19,35
Module_15330,12,24,18,25
Module_36026,12,17,15,26
Module_18592,13,31,19,37
Module_18593,14,14,17,15
Module_24666,7,4,13,10
Module_22886,4,15,9,17
Module_22887,6,4,6,9
Module_15331,14,23,11,32
Module_36027,24,43,27,35
Module_36028,81,107,74,91
Module_18594,35,68,26,69
Module_15332,21,41,37,73
Module_18595,16,5,9,10
Module_18596,19,24,19,25
Module_15333,18,47,46,82
Module_15334,37,44,42,64
Module_24667,40,42,27,32
Module_24668,24,20,21,47
Module_15335,15,16,18,23
Module_36029,17,24,32,24
Module_8126,42,78,28,60
Module_10606,13,13,10,10
Module_15336,16,9,11,13
Module_24669,26,26,34,37
Module_36030,11,6,2,18
Module_24670,7,8,16,26
Module_24671,13,7,19,23
Module_15337,12,17,12,20
Module_24672,11,11,13,13
Module_15338,14,12,7,18
Module_1200,12,21,12,16
Module_24673,25,26,30,54
Module_24674,27,28,27,25
Module_11740,30,48,20,29
Module_19946,7,12,5,7
Module_1201,52,86,28,53
Module_19947,6,11,4,7
Module_1202,48,77,25,50
Module_19948,9,12,8,8
Module_19949,6,3,12,10
Module_22888,12,10,13,19
Module_1203,14,13,10,17
Module_24675,15,13,20,28
Module_15339,6,10,8,10
Module_18597,35,30,15,28
Module_15340,8,10,8,18
Module_24676,2,5,9,6
Module_24677,7,6,9,24
Module_18598,78,127,59,104
Module_31878,4,4,6,2
Module_18599,105,155,100,132
Module_15341,12,25,25,31
Module_18600,69,135,69,88
Module_15342,18,31,28,46
Module_18601,74,140,59,78
Module_15343,36,39,35,57
Module_10607,6,7,6,12
Module_24678,4,7,7,16
Module_18602,150,217,101,182
Module_10608,35,62,32,63
Module_18603,35,42,22,36
Module_22889,10,6,7,6
Module_18604,9,12,13,21
Module_31879,18,17,26,25
Module_19950,6,6,7,8
Module_31880,9,14,16,14
Module_24679,82,126,55,100
Module_18605,61,68,54,93
Module_24680,6,10,11,14
Module_24681,8,10,19,24
Module_15344,25,35,25,33
Module_15345,76,95,52,67
Module_24682,42,71,40,63
Module_15346,15,33,23,19
Module_15347,21,34,21,45
Module_10609,8,8,17,11
Module_27937,14,20,14,20
Module_15348,103,199,87,158
Module_39204,17,22,9,25
Module_22890,38,62,36,98
Module_39205,9,10,8,10
Module_15349,17,15,21,29
Module_39206,37,60,18,39
Module_15350,23,28,27,44
Module_39207,53,118,26,45
Module_39208,24,34,12,9
Module_24683,10,22,15,28
Module_39209,20,41,17,33
Module_15351,32,34,28,36
Module_39210,26,56,22,54
Module_15352,35,41,26,47
Module_39211,15,29,25,31
Module_39212,11,19,13,23
Module_39213,22,37,17,45
Module_18606,11,8,4,12
Module_19951,18,16,14,13
Module_18607,14,10,11,18
Module_19952,16,16,16,11
Module_39214,28,48,32,64
Module_39215,24,53,26,48
Module_39216,35,58,35,55
Module_15353,46,72,34,77
Module_39217,94,115,64,133
Module_22891,12,28,8,25
Module_39218,39,53,24,55
Module_18608,65,100,40,61
Module_27938,8,15,10,19
Module_15354,66,89,38,56
Module_27939,53,119,46,96
Module_15355,11,17,5,14
Module_19953,6,4,1,5
Module_18609,27,37,16,43
Module_33958,40,82,29,56
Module_33959,54,146,40,88
Module_18610,16,13,16,18
Module_22892,18,21,12,33
Module_18611,8,25,15,37
Module_19954,16,32,14,24
Module_22893,10,5,7,8
Module_39219,20,52,26,52
Module_39220,30,54,17,60
Module_22894,5,6,4,11
Module_18612,29,22,18,38
Module_39221,25,40,24,59
Module_39222,24,46,28,49
Module_39223,39,51,44,64
Module_22895,6,3,9,12
Module_39224,47,58,35,61
Module_22896,8,8,4,9
Module_39225,20,31,11,24
Module_15356,27,24,21,40
Module_39226,53,100,29,61
Module_33960,25,35,15,22
Module_22897,24,22,24,31
Module_39227,31,43,24,43
Module_39228,37,65,19,34
Module_39229,42,103,39,62
Module_1204,78,129,63,92
Module_27940,88,187,55,123
Module_19955,11,18,12,14
Module_27941,32,51,23,56
Module_11741,11,13,9,12
Module_9802,15,21,22,34
Module_9803,20,28,17,24
Module_9804,10,13,13,31
Module_1205,15,22,23,42
Module_11742,39,41,30,45
Module_11743,11,13,10,17
Module_11744,15,7,12,21
Module_1206,25,19,16,23
Module_11745,24,39,20,27
Module_11746,38,28,19,32
Module_23661,34,36,36,40
Module_15357,17,24,15,25
Module_15358,15,22,20,29
Module_15359,9,24,14,30
Module_15360,15,31,20,24
Module_39230,13,18,9,31
Module_23662,4,6,6,9
Module_9805,38,36,27,30
Module_23663,4,7,6,14
Module_9806,4,11,11,12
Module_1207,10,22,6,21
Module_23664,11,25,11,27
Module_39231,17,17,8,20
Module_23665,33,33,25,36
Module_15361,41,69,28,29
Module_1208,38,52,29,45
Module_9807,7,1,6,11
Module_15362,13,12,16,12
Module_27942,21,29,12,25
Module_11747,134,230,99,150
Module_15363,34,47,40,62
Module_11748,89,137,56,105
Module_33961,9,6,6,3
Module_27943,19,19,8,18
Module_33962,21,19,13,16
Module_11749,22,22,13,23
Module_27944,17,19,18,18
Module_15364,11,10,13,16
Module_27945,16,14,12,25
Module_11750,32,39,17,46
Module_27946,25,35,37,46
Module_11751,29,52,26,41
Module_27947,37,53,31,42
Module_15365,50,100,55,105
Module_15366,18,24,19,27
Module_11752,108,213,75,164
Module_15367,25,37,20,47
Module_27948,12,22,14,13
Module_27949,32,34,8,12
Module_27950,36,32,20,25
Module_15368,20,28,15,34
Module_15369,8,10,15,18
Module_15370,21,44,17,40
Module_27951,20,23,21,20
Module_27952,13,11,14,27
Module_15371,5,3,2,7
Module_11753,17,36,11,24
Module_15372,7,5,2,10
Module_22898,17,17,16,28
Module_25479,5,1,12,11
Module_15373,6,5,9,11
Module_18613,12,14,9,17
Module_39232,9,2,4,8
Module_18614,17,37,16,43
Module_15374,5,7,7,12
Module_18615,23,44,22,46
Module_15375,13,14,12,22
Module_39233,9,13,13,17
Module_22899,81,150,83,157
Module_11754,17,20,13,25
Module_15376,5,13,12,14
Module_39234,16,22,9,18
Module_25480,29,19,8,15
Module_15377,21,29,22,37
Module_11755,27,41,16,55
Module_15378,20,12,19,26
Module_11756,14,14,14,30
Module_1209,8,5,6,9
Module_39235,4,12,20,29
Module_11757,13,10,12,23
Module_11758,16,17,24,48
Module_18616,22,21,18,27
Module_15379,7,7,12,10
Module_11759,22,13,10,16
Module_24684,9,9,14,26
Module_25481,8,6,7,13
Module_1210,23,24,23,37
Module_18617,14,22,17,17
Module_11760,49,38,39,73
Module_1211,4,14,6,23
Module_1212,35,45,29,52
Module_39236,5,8,13,16
Module_1213,35,41,26,48
Module_24685,8,4,7,15
Module_1214,37,70,56,94
Module_25482,58,71,55,84
Module_11761,21,25,28,32
Module_1215,9,7,2,11
Module_11762,56,67,73,90
Module_27953,14,12,15,36
Module_11763,74,89,95,119
Module_24686,6,10,12,8
Module_11764,22,29,39,42
Module_1216,23,41,13,16
Module_11765,20,21,28,27
Module_39237,9,6,12,19
Module_11766,24,26,20,49
Module_24687,60,85,49,73
Module_11767,34,57,41,76
Module_11768,19,17,15,33
Module_27954,16,19,8,30
Module_24688,46,37,35,32
Module_39238,13,19,10,17
Module_24689,14,20,23,22
Module_11769,25,56,28,60
Module_39239,5,9,9,7
Module_11770,19,16,9,33
Module_27955,9,14,9,17
Module_24690,14,29,28,60
Module_24691,11,15,11,19
Module_11771,41,42,17,42
Module_1217,13,13,13,7
Module_11772,29,44,30,31
Module_24692,14,14,16,24
Module_24693,10,12,21,20
Module_1218,10,22,13,15
Module_24694,21,19,15,24
Module_8127,15,20,15,21
Module_24695,26,40,13,16
Module_15380,50,79,43,69
Module_15381,22,44,27,41
Module_24696,7,8,8,13
Module_15382,14,19,17,36
Module_15383,12,20,29,26
Module_24697,48,95,32,73
Module_15384,19,29,27,30
Module_24698,56,104,39,87
Module_1219,21,24,11,20
Module_1220,20,39,14,25
Module_11773,24,42,20,36
Module_15385,26,42,29,37
Module_18618,8,3,7,4
Module_25483,11,10,24,36
Module_15386,40,74,47,77
Module_27956,18,17,17,26
Module_25484,10,8,1,7
Module_27957,8,11,10,13
Module_25485,7,15,5,10
Module_23666,21,21,20,41
Module_27958,17,17,22,28
Module_11774,11,17,10,13
Module_8128,6,7,3,2
Module_27959,32,44,29,35
Module_11775,34,46,35,51
Module_25486,4,6,8,9
Module_11776,22,25,22,37
Module_39240,5,7,5,12
Module_39241,11,22,5,18
Module_11777,43,43,23,15
Module_15387,26,37,26,41
Module_15388,15,16,23,49
Module_15389,20,22,33,51
Module_15390,13,17,19,27
Module_27960,15,13,14,18
Module_15391,15,29,27,25
Module_27961,21,29,22,32
Module_25487,9,4,6,9
Module_11778,20,28,16,23
Module_24699,44,75,40,61
Module_15392,47,86,35,84
Module_24700,52,138,49,102
Module_27962,16,13,8,17
Module_24701,19,20,19,24
Module_15393,16,22,36,30
Module_11779,56,99,58,93
Module_15394,8,18,27,39
Module_24702,7,16,13,21
Module_15395,9,24,27,39
Module_27963,5,27,18,20
Module_24703,35,54,40,50
Module_11780,29,28,19,36
Module_24704,35,38,20,35
Module_1221,6,13,11,14
Module_11781,5,15,6,17
Module_39242,6,12,14,11
Module_11782,20,23,21,34
Module_36031,18,30,31,25
Module_11783,13,13,22,31
Module_27964,39,65,24,38
Module_11784,20,17,25,34
Module_11785,13,30,14,26
Module_27965,96,209,70,125
Module_27966,111,192,79,132
Module_11786,7,13,9,18
Module_11787,10,16,27,28
Module_39243,19,40,12,26
Module_36032,14,9,15,18
Module_25488,31,36,30,49
Module_11788,21,17,16,25
Module_15396,27,46,21,42
Module_27967,29,41,24,31
Module_39244,15,11,11,12
Module_15397,5,3,9,11
Module_29513,24,28,13,31
Module_15398,16,25,15,34
Module_23667,38,64,26,66
Module_29514,6,3,3,8
Module_23668,11,12,20,21
Module_15399,31,62,30,54
Module_23669,10,15,10,21
Module_39245,36,59,21,26
Module_15400,9,24,6,12
Module_39246,31,39,20,24
Module_11789,11,19,19,28
Module_18619,11,6,9,15
Module_27968,30,42,36,60
Module_24705,10,14,9,7
Module_11790,7,12,13,19
Module_18620,10,21,10,25
Module_24706,17,24,8,21
Module_36033,15,13,14,32
Module_11791,74,92,61,143
Module_24707,9,5,8,10
Module_11792,60,95,58,119
Module_11793,53,115,57,113
Module_36034,16,11,18,27
Module_15401,12,26,20,20
Module_36035,15,11,19,26
Module_11794,131,228,93,179
Module_11795,33,83,26,61
Module_24708,5,7,6,12
Module_36036,16,12,11,13
Module_24709,4,4,14,9
Module_18621,39,50,19,34
Module_24710,10,13,10,8
Module_36037,12,16,11,28
Module_23670,8,10,9,18
Module_36038,12,14,14,16
Module_36039,16,39,25,23
Module_27969,50,75,37,64
Module_36040,21,26,22,19
Module_23671,45,61,50,82
Module_36041,11,3,12,17
Module_1222,5,5,8,9
Module_11796,8,10,13,20
Module_15402,20,16,17,29
Module_36042,20,25,18,31
Module_24711,7,5,5,10
Module_1223,7,4,11,11
Module_36043,9,7,14,21
Module_1224,10,12,15,25
Module_18622,18,23,21,20
Module_1225,12,17,20,25
Module_18623,18,34,15,25
Module_36044,16,21,19,30
Module_29515,1,4,3,7
Module_24712,11,22,11,11
Module_11797,14,27,18,27
Module_23672,13,12,9,21
Module_23673,6,11,10,9
Module_11798,51,72,22,57
Module_1226,13,15,7,10
Module_15403,27,41,29,50
Module_29516,16,18,13,18
Module_36045,9,11,13,7
Module_29517,6,12,10,13
Module_23674,50,83,38,83
Module_15404,12,9,13,11
Module_15405,48,79,44,77
Module_29518,7,8,8,13
Module_29519,9,10,7,8
Module_15406,29,46,28,52
Module_29520,7,15,9,16
Module_23675,2,4,5,7
Module_1227,9,12,10,8
Module_15407,64,126,52,108
Module_15408,62,99,62,90
Module_15409,5,16,17,24
Module_1228,14,22,12,13
Module_11799,21,34,34,44
Module_1229,6,18,12,18
Module_15410,12,13,6,4
Module_36046,9,17,7,10
Module_16902,10,9,3,9
Module_39247,18,26,11,23
Module_27970,37,76,38,77
Module_16903,15,7,6,7
Module_39248,20,21,15,21
Module_29521,25,37,26,29
Module_18624,39,68,41,73
Module_18625,44,57,23,43
Module_11800,19,23,18,19
Module_39249,46,64,17,28
Module_39250,3,8,10,10
Module_29522,15,16,21,37
Module_18626,20,20,15,16
Module_23676,58,78,34,49
Module_18627,14,17,13,37
Module_23677,35,61,32,46
Module_18628,38,64,40,88
Module_15411,36,41,16,34
Module_18629,48,88,55,84
Module_18630,78,150,70,130
Module_36047,33,55,29,49
Module_18631,41,82,32,73
Module_39251,59,81,25,42
Module_39252,30,68,34,51
Module_15412,7,4,1,7
Module_18632,54,104,34,91
Module_18633,56,72,52,73
Module_39253,6,6,5,11
Module_31881,33,41,24,31
Module_39254,21,19,18,23
Module_23678,48,40,28,26
Module_39255,22,18,20,26
Module_23679,15,16,19,18
Module_39256,9,9,7,13
Module_11801,11,17,13,14
Module_23680,35,56,26,63
Module_23681,44,75,45,68
Module_23682,28,37,23,38
Module_18634,20,18,30,38
Module_31882,47,53,46,58
Module_31883,22,29,19,29
Module_23683,13,23,24,38
Module_23684,33,45,54,49
Module_23685,29,33,33,48
Module_11802,72,112,45,86
Module_18635,20,39,23,43
Module_11803,18,25,10,10
Module_31884,66,97,40,92
Module_24713,25,23,22,28
Module_8129,11,9,7,7
Module_23686,14,20,17,16
Module_23687,16,25,13,22
Module_24714,34,51,29,36
Module_24715,21,28,9,13
Module_24716,38,42,25,27
Module_11804,17,15,8,25
Module_11805,15,16,11,18
Module_11806,9,16,6,14
Module_24717,5,6,12,11
Module_23688,14,16,8,15
Module_18636,15,27,22,28
Module_18637,15,14,9,15
Module_24718,30,22,21,28
Module_23689,43,63,24,33
Module_24719,29,20,18,28
Module_23690,51,72,33,44
Module_11807,53,70,17,43
Module_24720,37,38,24,44
Module_11808,11,23,19,15
Module_18638,7,14,11,20
Module_24721,22,17,16,24
Module_8130,23,58,23,47
Module_23691,21,21,20,24
Module_11809,19,24,18,25
Module_18639,11,9,5,10
Module_18640,5,5,13,21
Module_18641,17,43,25,47
Module_18642,32,63,23,66
Module_18643,15,20,18,34
Module_18644,17,40,26,67
Module_39257,6,17,11,17
Module_1230,9,12,17,21
Module_18645,32,34,24,40
Module_1231,9,9,15,18
Module_18646,33,41,29,54
Module_18647,50,100,55,118
Module_1232,27,53,29,52
Module_18648,28,52,36,73
Module_1233,28,59,35,60
Module_18649,41,38,28,50
Module_11810,14,11,15,17
Module_8131,26,29,18,18
Module_1234,47,75,19,55
Module_1235,5,9,8,15
Module_11811,42,61,18,53
Module_11812,39,59,34,62
Module_36048,22,26,20,24
Module_36049,8,9,9,11
Module_39258,7,10,13,8
Module_11813,16,12,21,27
Module_39259,21,32,21,22
Module_11814,10,9,10,19
Module_36050,10,11,7,11
Module_11815,9,11,13,20
Module_39260,6,9,5,5
Module_36051,24,32,27,29
Module_39261,7,7,12,13
Module_39262,10,12,11,5
Module_36052,31,39,29,51
Module_11816,21,30,18,30
Module_36053,106,166,119,230
Module_15413,17,9,13,23
Module_36054,44,86,70,119
Module_15414,20,12,15,15
Module_23692,7,8,14,7
Module_18650,20,37,16,22
Module_36055,8,18,18,29
Module_18651,34,75,31,45
Module_36056,8,17,18,29
Module_18652,36,76,33,47
Module_36057,8,16,19,30
Module_18653,54,93,42,66
Module_15415,69,179,79,111
Module_1236,81,124,59,137
Module_15416,25,37,15,37
Module_36058,3,13,15,21
Module_36059,15,11,36,43
Module_15417,29,38,29,54
Module_36060,2,7,9,12
Module_15418,29,47,42,70
Module_8132,13,9,16,22
Module_36061,13,15,13,15
Module_15419,23,21,33,47
Module_39263,5,7,7,12
Module_27971,7,10,12,13
Module_39264,42,76,36,54
Module_15420,30,32,18,49
Module_18654,30,43,25,45
Module_11817,6,7,11,6
Module_18655,71,88,48,72
Module_36062,28,30,30,50
Module_36063,19,28,35,35
Module_36064,25,35,28,34
Module_11818,14,17,11,15
Module_11819,14,16,12,31
Module_27972,11,6,12,13
Module_11820,16,10,11,12
Module_11821,21,17,12,15
Module_27973,6,8,4,12
Module_18656,22,30,23,26
Module_39265,7,2,3,6
Module_23693,12,11,13,15
Module_8133,21,25,39,48
Module_25489,6,4,6,6
Module_11822,26,44,11,24
Module_27974,41,92,29,61
Module_11823,23,37,4,16
Module_36065,31,60,47,49
Module_27975,59,109,30,81
Module_36066,40,64,46,89
Module_11824,13,17,14,25
Module_18657,31,79,30,62
Module_18658,31,59,21,47
Module_11825,14,15,12,26
Module_18659,34,67,16,45
Module_25490,5,3,3,11
Module_9808,25,47,25,29
Module_39266,4,8,2,10
Module_11826,9,16,12,12
Module_11827,49,114,28,48
Module_9809,34,44,23,36
Module_9810,110,228,66,165
Module_11828,11,10,19,19
Module_39267,19,41,21,34
Module_11829,52,78,19,37
Module_9811,41,59,32,64
Module_9812,47,62,44,58
Module_18660,10,9,10,21
Module_18661,20,29,14,34
Module_11830,26,36,29,49
Module_9813,43,51,39,52
Module_9814,20,28,20,47
Module_11831,13,14,16,18
Module_27976,68,110,30,59
Module_24722,24,31,8,13
Module_11832,13,9,12,7
Module_1237,23,18,12,26
Module_27977,13,14,9,8
Module_15421,13,30,18,30
Module_25491,7,21,12,25
Module_23694,12,9,10,18
Module_18662,52,78,48,95
Module_1238,26,37,28,42
Module_1239,17,15,18,20
Module_39268,11,23,21,40
Module_18663,41,93,60,82
Module_18664,10,6,10,13
Module_18665,16,17,13,17
Module_1240,11,18,5,14
Module_18666,17,28,19,42
Module_15422,28,62,42,50
Module_23695,11,14,21,16
Module_36067,19,19,7,13
Module_18667,7,12,14,17
Module_18668,3,8,12,10
Module_1241,41,83,33,63
Module_27978,27,27,21,39
Module_39269,28,45,19,44
Module_27979,1,19,14,11
Module_1242,25,20,21,33
Module_27980,6,8,10,6
Module_1243,13,23,11,28
Module_24723,5,3,2,3
Module_27981,12,22,14,26
Module_27982,8,6,7,6
Module_27983,1,3,3,9
Module_27984,5,3,9,17
Module_36068,3,7,10,15
Module_31885,45,53,47,75
Module_24724,144,233,111,198
Module_1244,8,5,10,13
Module_24725,112,201,84,163
Module_36069,42,52,39,76
Module_31886,22,46,28,43
Module_31887,18,30,22,45
Module_31888,17,20,21,21
Module_31889,16,30,20,24
Module_31890,14,19,18,25
Module_10610,8,4,8,3
Module_15423,18,23,16,33
Module_31891,25,50,22,58
Module_31892,16,28,23,50
Module_15424,35,34,32,48
Module_24726,79,154,58,118
Module_31893,9,13,23,19
Module_36070,12,25,16,39
Module_36071,27,39,32,61
Module_31894,26,42,25,50
Module_31895,11,20,9,26
Module_31896,20,15,17,21
Module_31897,54,85,46,100
