Module,24hrs.H3K27ac_REPLICANT.1,24hrs.H3K27ac_REPLICANT.2,72hrs.H3K27ac_REPLICANT.1,72hrs.H3K27ac_REPLICANT.2
Module_31721,19,17,7,23
Module_31722,10,10,8,12
Module_31723,29,44,48,64
Module_6027,6,4,5,9
Module_18410,16,17,8,11
Module_22747,24,45,36,51
Module_18411,16,43,20,12
Module_15134,15,18,24,29
Module_18412,29,56,23,31
Module_23578,43,75,63,137
Module_18413,10,17,8,3
Module_31724,14,32,41,48
Module_18414,5,6,2,5
Module_37346,7,15,3,8
Module_22748,56,105,85,114
Module_31725,38,96,55,98
Module_18415,9,24,12,15
Module_31726,48,96,50,81
Module_6028,23,29,28,46
Module_37347,26,20,11,15
Module_37348,46,60,37,52
Module_31727,50,80,85,140
Module_22749,15,30,32,33
Module_22750,24,40,37,54
Module_31728,66,120,83,243
Module_23579,7,8,30,35
Module_22751,30,52,37,63
Module_6029,24,38,25,41
Module_31729,24,24,24,18
Module_31730,16,31,15,34
Module_6030,19,23,29,35
Module_31731,24,26,23,33
Module_24425,30,61,39,46
Module_24426,33,43,27,26
Module_24427,20,29,20,38
Module_22752,29,68,42,65
Module_18416,12,19,13,18
Module_15135,6,7,10,1
Module_15136,19,19,25,36
Module_18417,83,151,120,235
Module_18418,52,91,83,170
Module_24428,27,42,45,65
Module_24429,38,50,31,33
Module_15137,11,14,10,11
Module_24430,17,21,22,39
Module_18419,34,88,62,90
Module_24431,23,48,35,85
Module_24432,43,102,87,156
Module_22753,6,4,6,10
Module_37349,13,24,16,25
Module_31732,13,18,14,22
Module_31733,18,13,22,22
Module_11699,5,8,10,7
Module_31734,12,17,12,11
Module_22754,41,57,49,44
Module_37350,25,31,26,29
Module_6031,11,10,17,9
Module_37351,15,25,21,30
Module_16883,4,7,21,23
Module_9746,3,11,13,7
Module_6032,24,54,54,54
Module_16884,5,19,24,24
Module_37352,16,28,12,26
Module_37353,19,37,22,47
Module_6033,13,28,10,26
Module_10557,10,9,22,19
Module_10558,7,17,10,17
Module_11700,7,16,5,8
Module_10559,41,73,82,117
Module_31735,13,20,5,11
Module_31736,10,9,10,4
Module_10560,9,20,17,25
Module_31737,15,24,21,26
Module_10561,15,6,22,22
Module_31738,11,18,13,19
Module_31739,15,22,18,16
Module_37354,9,7,12,13
Module_37355,14,61,29,49
Module_31740,10,30,6,13
Module_37356,5,16,10,16
Module_31741,24,40,48,58
Module_31742,14,32,25,46
Module_11701,29,59,19,43
Module_37357,82,165,87,113
Module_22755,29,44,26,42
Module_10562,30,70,59,91
Module_22756,15,8,16,40
Module_11702,3,3,2,3
Module_22757,15,14,20,21
Module_22758,79,121,113,215
Module_37358,28,41,51,75
Module_23580,12,4,6,12
Module_39178,3,10,4,8
Module_39179,13,13,6,9
Module_37359,40,70,134,201
Module_39180,10,24,5,11
Module_37360,12,16,31,65
Module_37361,15,13,51,66
Module_37362,21,56,68,73
Module_37363,10,16,18,20
Module_37364,11,28,16,55
Module_37365,12,10,16,18
Module_23581,22,42,49,74
Module_37366,7,2,7,5
Module_37367,12,23,29,35
Module_37368,7,24,19,29
Module_1063,17,22,26,23
Module_23582,2,9,12,8
Module_37369,10,46,61,91
Module_18420,44,66,69,128
Module_1064,28,59,42,69
Module_37370,21,34,40,61
Module_1065,38,62,61,88
Module_11703,39,74,67,134
Module_1066,55,71,71,131
Module_29452,11,13,15,7
Module_37371,5,12,13,14
Module_1067,27,55,32,62
Module_37372,27,44,15,25
Module_22759,10,9,11,18
Module_37373,25,48,15,29
Module_11704,2,11,13,13
Module_31743,9,16,11,11
Module_11705,7,13,10,13
Module_22760,19,17,38,56
Module_11706,3,10,12,12
Module_22761,22,16,30,52
Module_37374,25,32,30,38
Module_1068,11,28,21,49
Module_29453,16,26,13,27
Module_29454,47,129,79,145
Module_22762,17,21,20,28
Module_11707,17,44,37,67
Module_22763,18,25,17,24
Module_37375,8,21,13,19
Module_18421,25,62,48,83
Module_37376,46,83,78,106
Module_29455,4,17,9,7
Module_22764,7,13,4,6
Module_39181,11,14,28,34
Module_39182,12,14,22,43
Module_22765,10,12,10,11
Module_29456,7,26,14,18
Module_37377,6,4,13,16
Module_23583,10,14,15,25
Module_22766,22,40,85,116
Module_29457,11,13,21,27
Module_23584,4,8,16,24
Module_22767,7,10,25,18
Module_29458,18,29,26,48
Module_22768,7,7,22,10
Module_29459,18,29,25,47
Module_22769,6,7,20,9
Module_29460,19,33,26,49
Module_29461,8,22,16,27
Module_31744,13,22,6,9
Module_22770,11,16,18,23
Module_37378,15,35,32,74
Module_29462,14,28,20,11
Module_18422,11,19,15,11
Module_18423,22,43,22,35
Module_18424,12,23,9,11
Module_11708,42,73,62,127
Module_18425,15,19,14,16
Module_23585,18,23,11,20
Module_23586,36,80,23,43
Module_18426,18,18,9,15
Module_22771,50,112,88,137
Module_18427,15,28,26,28
Module_23587,15,14,8,19
Module_18428,19,15,18,19
Module_31745,37,61,38,103
Module_18429,16,22,17,19
Module_23588,16,28,20,30
Module_23589,79,150,137,270
Module_11709,21,34,16,35
Module_39183,8,5,1,9
Module_11710,16,26,4,6
Module_22772,7,10,16,12
Module_10563,23,23,20,23
Module_22773,8,13,10,14
Module_11711,25,81,41,68
Module_15138,9,12,12,16
Module_15139,23,55,41,61
Module_22774,21,25,25,32
Module_18430,28,46,51,83
Module_23590,8,16,11,28
Module_15140,8,4,11,12
Module_18431,19,61,49,75
Module_22775,31,22,19,17
Module_23591,16,29,18,25
Module_31746,6,16,8,7
Module_11712,20,46,45,109
Module_11713,37,73,55,130
Module_11714,8,17,17,16
Module_22776,34,56,40,68
Module_29463,10,13,4,4
Module_15141,74,115,83,202
Module_29464,3,8,4,3
Module_10564,10,14,3,7
Module_37379,1,8,7,15
Module_6034,5,5,6,10
Module_15142,19,19,18,35
Module_37380,7,5,20,16
Module_37381,6,10,13,23
Module_15143,15,19,22,29
Module_10565,14,27,10,20
Module_15144,40,47,33,44
Module_18432,17,20,12,25
Module_15145,32,47,29,36
Module_15146,15,22,10,20
Module_37382,3,4,10,6
Module_15147,9,16,29,39
Module_23592,9,3,33,23
Module_18433,18,30,23,25
Module_37383,21,51,39,41
Module_18434,33,40,32,46
Module_37384,27,50,49,85
Module_18435,11,25,11,15
Module_37385,18,32,27,42
Module_15148,34,80,81,136
Module_37386,9,13,8,13
Module_11715,20,38,30,38
Module_15149,40,102,54,105
Module_23593,18,21,8,11
Module_23594,10,9,10,9
Module_4137,38,52,16,23
Module_11716,4,6,2,4
Module_23595,14,15,13,17
Module_35937,20,20,14,14
Module_33899,9,19,18,27
Module_23596,44,50,16,16
Module_23597,17,24,13,27
Module_11717,3,10,6,16
Module_37387,36,48,64,125
Module_33900,10,13,11,18
Module_33901,25,51,54,87
Module_4138,23,37,28,41
Module_23598,28,38,20,34
Module_22777,43,71,95,157
Module_22778,26,60,48,85
Module_11718,13,16,16,24
Module_4139,6,18,8,9
Module_11719,13,11,17,21
Module_4140,16,27,24,24
Module_4141,49,106,84,176
Module_4142,8,14,13,18
Module_37388,11,27,32,56
Module_4143,18,15,30,30
Module_37389,29,61,58,102
Module_37390,20,43,37,53
Module_35938,13,21,16,29
Module_37391,18,30,8,15
Module_18436,9,20,15,27
Module_31747,17,29,30,33
Module_35939,24,25,14,32
Module_10566,21,31,11,22
Module_22779,21,34,42,46
Module_31748,3,7,7,5
Module_6035,14,13,8,18
Module_22780,5,12,17,17
Module_22781,14,17,16,23
Module_22782,7,10,22,20
Module_31749,15,32,46,71
Module_22783,12,29,50,53
Module_10567,6,23,13,28
Module_6036,15,15,7,15
Module_22784,66,106,60,95
Module_22785,28,44,37,72
Module_31750,12,23,12,21
Module_31751,14,24,6,20
Module_22786,38,63,54,64
Module_31752,21,25,13,23
Module_22787,15,14,13,15
Module_22788,19,24,6,11
Module_23599,13,37,14,30
Module_35940,20,20,19,27
Module_6037,13,15,5,12
Module_22789,6,3,7,5
Module_31753,6,4,9,7
Module_31754,7,8,7,1
Module_23600,8,17,14,18
Module_23601,12,22,26,35
Module_31755,16,22,19,14
Module_23602,11,17,8,17
Module_15150,24,47,35,41
Module_15151,35,45,51,89
Module_15152,46,69,50,68
Module_4144,9,10,16,15
Module_15153,24,34,31,34
Module_31756,19,48,47,61
Module_15154,10,10,8,13
Module_31757,27,56,48,69
Module_11720,14,34,12,29
Module_15155,28,66,32,61
Module_31758,8,12,10,19
Module_15156,26,49,34,52
Module_23603,15,20,22,14
Module_15157,20,19,9,18
Module_15158,36,64,49,56
Module_31759,7,6,16,12
Module_15159,15,17,7,7
Module_4145,11,19,15,17
Module_1069,9,14,12,10
Module_11721,29,53,24,23
Module_11722,49,85,20,29
Module_1070,7,12,18,17
Module_23604,26,38,33,63
Module_31760,29,47,29,37
Module_4146,18,31,31,33
Module_1071,87,140,79,157
Module_23605,15,16,23,20
Module_10568,60,128,68,134
Module_1072,42,74,25,52
Module_11723,27,60,15,20
Module_22790,7,15,18,29
Module_22791,15,28,12,24
Module_4147,61,136,100,180
Module_22792,6,6,8,5
Module_1073,26,47,31,33
Module_1074,4,4,5,5
Module_31761,23,25,24,31
Module_18437,22,43,25,55
Module_23606,8,12,9,12
Module_31762,12,17,19,24
Module_31763,9,10,14,14
Module_22793,17,43,33,30
Module_31764,13,14,13,15
Module_31765,26,51,24,38
Module_1075,12,21,10,17
Module_4148,8,13,18,34
Module_23607,6,5,7,6
Module_6038,21,31,45,76
Module_31766,11,20,9,12
Module_31767,19,31,29,35
Module_1076,8,12,9,14
Module_31768,9,19,16,21
Module_22794,33,41,35,43
Module_31769,131,273,186,289
Module_31770,55,98,74,113
Module_31771,75,89,88,108
Module_22795,53,75,60,105
Module_18438,6,13,5,13
Module_22796,36,58,43,77
Module_18439,6,13,6,15
Module_22797,26,44,29,66
Module_18440,5,15,7,17
Module_23608,5,16,11,15
Module_22798,39,68,36,50
Module_31772,70,126,95,171
Module_10569,5,5,23,34
Module_22799,13,16,17,13
Module_22800,17,33,24,34
Module_31773,17,22,22,29
Module_22801,19,36,22,36
Module_23609,13,18,20,24
Module_31774,32,46,31,34
Module_22802,22,40,42,57
Module_31775,23,36,19,29
Module_22803,21,39,47,57
Module_31776,24,35,21,28
Module_9747,17,31,18,21
Module_22804,8,17,19,35
Module_18441,13,18,16,18
Module_31777,52,103,62,106
Module_37392,10,13,10,12
Module_22805,17,26,10,16
Module_4149,22,33,48,76
Module_22806,11,20,17,23
Module_9748,19,30,4,7
Module_9749,32,34,19,10
Module_31778,25,21,36,45
Module_22807,40,49,20,21
Module_18442,12,20,30,27
Module_6039,7,12,17,20
Module_31779,23,43,21,25
Module_23610,19,30,28,64
Module_18443,20,22,16,30
Module_9750,10,9,6,13
Module_22808,29,46,54,94
Module_9751,31,73,66,127
Module_37393,8,10,14,12
Module_9752,19,16,33,30
Module_9753,19,27,12,21
Module_18444,79,139,95,135
Module_18445,21,25,23,25
Module_37394,45,59,62,100
Module_9754,5,14,10,7
Module_37395,32,51,56,63
Module_18446,19,35,25,21
Module_1077,10,19,7,10
Module_18447,21,43,23,30
Module_6040,9,10,21,47
Module_18448,34,35,23,20
Module_18449,85,122,64,101
Module_6041,4,6,20,28
Module_6042,7,5,40,33
Module_6043,15,17,35,33
Module_23611,87,156,155,231
Module_22809,30,56,29,43
Module_6044,9,10,24,27
Module_10570,11,10,7,11
Module_37396,14,32,25,42
Module_18450,25,54,36,54
Module_18451,23,29,30,35
Module_18452,27,36,26,52
Module_37397,10,25,8,13
Module_37398,33,55,22,59
Module_18453,17,32,20,34
Module_4150,16,25,23,37
Module_6045,14,11,27,36
Module_18454,41,68,27,36
Module_6046,9,5,11,16
Module_18455,14,24,25,29
Module_6047,31,76,113,253
Module_6048,11,36,43,75
Module_18456,26,25,13,21
Module_18457,29,43,16,25
Module_24433,15,35,30,53
Module_1078,40,97,82,167
Module_6049,5,11,11,14
Module_1079,13,27,31,41
Module_4151,13,19,16,19
Module_37399,47,78,66,116
Module_1080,18,41,31,36
Module_37400,39,62,49,97
Module_1081,21,44,38,38
Module_37401,38,59,46,97
Module_1082,24,51,40,46
Module_37402,44,58,48,74
Module_6050,6,11,6,11
Module_37403,13,32,31,16
Module_4152,34,49,20,28
Module_31780,34,60,36,56
Module_1083,9,17,6,12
Module_33902,19,22,18,40
Module_1084,7,11,6,16
Module_33903,16,20,22,35
Module_31781,42,97,91,113
Module_37404,86,128,120,230
Module_18458,26,51,37,38
Module_31782,80,138,153,281
Module_37405,6,9,7,14
Module_31783,86,207,180,312
Module_6051,10,12,23,31
Module_31784,35,53,55,73
Module_24434,12,13,8,13
Module_24435,13,18,13,24
Module_33904,18,30,16,19
Module_15160,65,96,81,160
Module_33905,15,19,19,25
Module_23612,7,2,8,9
Module_31785,15,15,24,22
Module_23613,8,8,27,20
Module_31786,21,36,42,56
Module_37406,15,26,30,41
Module_37407,30,60,50,67
Module_31787,40,67,44,79
Module_37408,19,33,30,43
Module_23614,6,7,3,17
Module_37409,16,15,19,22
Module_23615,8,12,25,35
Module_18459,42,62,30,87
Module_31788,24,24,36,31
Module_23616,11,17,40,46
Module_1085,5,10,24,35
Module_18460,15,25,13,19
Module_24436,30,52,50,76
Module_18461,7,11,20,19
Module_33906,16,8,13,18
Module_15161,2,11,4,6
Module_23617,20,35,17,26
Module_23618,19,34,36,32
Module_37410,80,127,125,200
Module_18462,85,155,110,233
Module_18463,32,47,43,66
Module_24437,24,43,24,21
Module_24438,106,192,107,151
Module_18464,15,20,12,20
Module_37411,65,135,119,191
Module_10571,36,54,40,43
Module_10572,22,38,25,34
Module_10573,53,65,44,59
Module_22810,40,57,42,80
Module_10574,40,40,38,42
Module_11724,10,26,18,21
Module_10575,19,41,11,27
Module_10576,31,26,10,15
Module_22811,7,12,17,23
Module_10577,12,34,20,31
Module_24439,29,43,56,89
Module_22812,14,26,33,40
Module_37412,20,22,13,18
Module_37413,13,11,8,8
Module_10578,19,27,22,34
Module_11725,32,50,41,68
Module_33907,56,118,112,198
Module_11726,23,25,26,31
Module_15162,17,23,14,24
Module_6052,19,17,15,42
Module_37414,60,72,46,67
Module_24440,18,31,42,53
Module_10579,16,31,28,25
Module_22813,18,51,40,44
Module_10580,21,21,8,19
Module_10581,25,58,12,15
Module_15163,11,17,14,19
Module_10582,32,55,14,15
Module_10583,33,59,35,53
Module_22814,57,74,71,102
Module_22815,32,52,52,96
Module_10584,6,15,11,17
Module_4153,33,52,20,20
Module_22816,40,56,74,89
Module_31789,11,26,8,30
Module_22817,31,34,43,74
Module_31790,32,51,46,95
Module_22818,30,50,62,79
Module_31791,50,80,72,139
Module_10585,3,7,9,2
Module_31792,9,19,16,14
Module_22819,72,107,101,184
Module_22820,31,41,45,34
Module_31793,26,52,40,67
Module_22821,25,26,30,25
Module_22822,11,28,18,24
Module_22823,15,24,28,40
Module_22824,19,40,32,20
Module_4154,21,20,22,38
Module_4155,24,38,41,65
Module_4156,23,23,54,62
Module_4157,22,79,69,89
Module_4158,23,50,29,52
Module_22825,19,32,25,28
Module_6053,10,11,29,35
Module_23619,8,14,12,15
Module_4159,25,25,19,32
Module_22826,20,24,38,47
Module_29465,4,10,3,5
Module_22827,32,39,49,50
Module_22828,15,20,22,28
Module_6054,14,22,39,70
Module_23620,7,4,9,6
Module_6055,11,15,18,15
Module_23621,14,14,27,20
Module_22829,88,181,163,274
Module_23622,5,17,9,23
Module_6056,11,20,14,18
Module_18465,23,28,12,25
Module_24441,23,19,36,51
Module_31794,10,18,14,18
Module_31795,40,82,73,148
Module_6057,14,10,12,18
Module_18466,114,215,152,238
Module_23623,4,9,10,11
Module_18467,25,48,34,35
Module_31796,3,8,14,13
Module_37415,7,11,10,7
Module_1086,17,25,20,21
Module_22830,21,65,37,91
Module_18468,28,47,48,64
Module_24442,18,30,26,40
Module_1087,43,70,50,75
Module_18469,8,11,6,6
Module_15164,13,14,12,10
Module_37416,10,16,13,16
Module_24443,19,41,38,64
Module_37417,5,14,12,13
Module_6058,30,42,45,79
Module_1088,37,57,67,107
Module_22831,67,119,114,182
Module_18470,18,24,24,29
Module_22832,112,195,185,260
Module_18471,11,25,8,18
Module_1089,13,12,14,18
Module_22833,18,57,38,74
Module_1090,10,23,26,24
Module_18472,15,23,24,11
Module_1091,7,16,21,21
Module_29466,9,17,12,7
Module_23624,26,57,33,66
Module_1092,18,51,27,58
Module_9755,20,37,39,93
Module_18473,36,60,48,69
Module_6059,15,27,9,19
Module_29467,3,5,4,5
Module_29468,8,22,18,21
Module_29469,16,20,15,12
Module_31797,7,9,15,21
Module_33908,26,24,12,8
Module_1093,20,46,27,27
Module_31798,13,30,20,26
Module_29470,16,22,8,10
Module_31799,13,17,11,21
Module_31800,13,26,21,22
Module_31801,25,33,8,19
Module_31802,10,15,16,18
Module_31803,10,14,12,18
Module_37418,10,15,7,15
Module_37419,19,33,30,29
Module_6060,28,32,33,69
Module_37420,6,14,3,15
Module_18474,19,32,30,48
Module_6061,56,120,85,146
Module_22834,13,10,12,10
Module_18475,47,84,76,157
Module_37421,12,27,8,10
Module_18476,33,60,44,85
Module_37422,16,19,16,18
Module_18477,15,40,37,56
Module_37423,21,58,26,47
Module_37424,6,18,9,10
Module_22835,56,97,115,150
Module_22836,19,37,31,43
Module_37425,4,18,14,18
Module_1094,22,33,48,63
Module_33909,11,20,19,24
Module_22837,13,24,14,32
Module_37426,37,66,77,108
Module_1095,13,17,17,31
Module_37427,33,41,38,38
Module_33910,8,9,9,5
Module_1096,22,26,39,44
Module_33911,7,11,10,10
Module_1097,29,36,46,56
Module_6062,13,23,16,20
Module_22838,14,12,15,19
Module_1098,55,107,119,230
Module_1099,10,8,28,22
Module_29471,8,9,7,15
Module_1100,11,13,14,21
Module_1101,22,49,29,66
Module_18478,9,5,20,12
Module_33912,13,22,10,10
Module_1102,11,25,17,26
Module_1103,5,18,12,29
Module_18479,23,45,26,41
Module_22839,23,45,18,21
Module_33913,10,13,10,9
Module_33914,10,13,2,6
Module_18480,75,156,109,204
Module_31804,26,35,21,30
Module_22840,32,58,43,80
Module_27890,6,6,10,5
Module_29472,11,17,30,41
Module_18481,32,74,64,116
Module_24444,50,83,54,100
Module_27891,1,4,2,6
Module_24445,24,34,19,28
Module_1104,2,9,7,12
Module_29473,57,130,107,210
Module_24446,13,23,28,27
Module_18482,27,44,44,84
Module_27892,1,11,2,6
Module_33915,12,17,23,17
Module_18483,12,43,21,34
Module_27893,5,7,5,7
Module_37428,11,10,9,5
Module_27894,7,11,10,9
Module_18484,11,14,25,38
Module_6063,7,10,26,26
Module_18485,14,13,11,11
Module_29474,5,7,17,28
Module_6064,9,10,21,28
Module_18486,47,92,54,126
Module_22841,8,13,17,22
Module_6065,12,11,32,33
Module_18487,21,21,25,20
Module_27895,3,5,10,14
Module_18488,20,13,21,13
Module_27896,3,5,10,15
Module_6066,3,11,21,19
Module_18489,6,3,4,9
Module_6067,16,28,26,53
Module_10586,10,12,15,10
Module_6068,16,28,22,50
Module_18490,7,19,12,23
Module_6069,15,24,20,44
Module_18491,11,17,13,25
Module_37429,14,20,25,34
Module_6070,1,4,10,9
Module_22842,10,15,22,17
Module_6071,5,8,10,14
Module_6072,6,6,14,7
Module_33916,34,62,33,53
Module_18492,11,9,7,9
Module_18493,15,41,18,21
Module_22843,11,10,18,22
Module_6073,10,9,9,10
Module_22844,10,10,18,20
Module_6074,22,24,20,17
Module_18494,15,31,19,29
Module_1105,15,12,29,35
Module_18495,27,27,29,61
Module_1106,5,10,22,19
Module_31805,33,45,42,88
Module_22845,12,13,38,52
Module_18496,24,35,69,91
Module_10587,23,21,49,59
Module_18497,6,26,14,22
Module_6075,5,14,12,22
Module_37430,9,15,9,16
Module_6076,10,11,12,10
Module_6077,11,13,14,17
Module_18498,31,60,53,93
Module_18499,41,84,56,105
Module_31806,11,35,25,43
Module_37431,10,12,16,14
Module_37432,8,17,7,11
Module_18500,36,46,38,50
Module_6078,8,9,22,22
Module_9756,10,10,14,8
Module_18501,16,27,22,22
Module_6079,30,48,70,118
Module_18502,17,22,25,43
Module_37433,21,81,69,152
Module_37434,3,12,28,37
Module_25403,6,13,7,4
Module_25404,6,7,5,9
Module_37435,15,22,18,21
Module_6080,6,13,5,8
Module_31807,18,30,20,15
Module_31808,13,15,23,26
Module_15165,31,50,51,82
Module_37436,28,44,57,50
Module_31809,5,7,5,6
Module_18503,10,25,14,27
Module_25405,11,13,11,13
Module_24447,44,97,56,146
Module_18504,25,51,41,74
Module_9757,42,47,29,27
Module_25406,5,3,9,3
Module_25407,4,5,9,6
Module_24448,23,59,46,77
Module_6081,35,52,93,142
Module_18505,16,27,34,48
Module_15166,26,34,38,48
Module_18506,12,22,10,15
Module_37437,24,50,43,55
Module_37438,71,162,126,237
Module_15167,21,40,27,36
Module_18507,12,2,7,6
Module_9758,22,29,14,23
Module_9759,19,37,15,22
Module_15168,20,19,61,52
Module_22846,21,40,39,54
Module_19877,9,14,5,7
Module_18508,28,69,40,80
Module_15169,23,37,33,32
Module_15170,29,63,47,96
Module_22847,8,22,23,23
Module_22848,1,4,4,5
Module_18509,5,11,10,18
Module_22849,18,17,20,36
Module_22850,15,13,28,34
Module_24449,24,42,11,20
Module_18510,10,15,14,11
Module_22851,41,60,56,98
Module_22852,17,48,48,65
Module_31810,23,26,35,40
Module_22853,12,21,20,38
Module_31811,17,24,27,36
Module_31812,12,13,10,15
Module_24450,35,46,17,29
Module_1107,7,15,11,25
Module_37439,12,25,21,9
Module_37440,15,19,4,10
Module_37441,21,17,9,12
Module_9760,62,104,26,41
Module_6082,22,23,12,23
Module_1108,18,35,15,18
Module_6083,17,20,9,19
Module_1109,23,56,21,33
Module_1110,27,38,22,30
Module_1111,23,35,22,34
Module_31813,5,12,13,14
Module_15171,131,244,115,185
Module_37442,30,46,28,57
Module_15172,22,56,28,62
Module_24451,17,22,22,18
Module_15173,23,30,27,47
Module_15174,12,13,14,7
Module_19878,29,59,38,88
Module_29475,8,5,12,15
Module_19879,14,24,15,30
Module_29476,10,5,12,14
Module_19880,15,27,22,32
Module_6084,7,15,11,26
Module_29477,9,7,29,29
Module_15175,29,30,27,26
Module_24452,20,18,36,52
Module_19881,25,38,25,40
Module_29478,20,31,17,27
Module_15176,48,54,42,50
Module_10588,15,17,14,14
Module_19882,13,22,15,16
Module_18511,14,21,26,33
Module_15177,21,32,29,24
Module_29479,11,21,12,11
Module_19883,31,41,23,29
Module_15178,34,54,27,28
Module_15179,54,62,68,106
Module_15180,48,95,71,98
Module_29480,12,23,18,30
Module_15181,43,85,71,94
Module_29481,16,23,16,32
Module_15182,38,83,71,88
Module_19884,13,25,19,27
Module_15183,38,84,71,88
Module_29482,16,22,15,32
Module_19885,13,25,18,27
Module_15184,40,95,74,93
Module_15185,46,94,58,107
Module_18512,13,25,17,38
Module_29483,8,17,10,25
Module_1112,26,50,23,47
Module_24453,5,12,13,11
Module_1113,12,23,15,22
Module_24454,9,13,14,12
Module_29484,18,17,15,26
Module_18513,29,39,42,59
Module_29485,37,40,28,35
Module_6085,4,2,3,4
Module_1114,58,118,94,198
Module_1115,42,74,69,78
Module_1116,17,21,15,17
Module_31814,16,29,25,19
Module_31815,9,17,23,21
Module_10589,17,21,19,10
Module_18514,29,43,44,102
Module_31816,49,66,60,70
Module_19886,14,20,17,25
Module_10590,8,7,5,10
Module_1117,15,30,18,34
Module_18515,25,33,24,34
Module_1118,32,59,31,55
Module_31817,39,55,34,60
Module_1119,25,61,40,58
Module_31818,29,41,35,69
Module_31819,12,27,19,38
Module_31820,11,21,15,22
Module_1120,31,44,33,68
Module_24455,52,82,116,145
Module_1121,34,33,48,56
Module_1122,16,28,13,42
Module_24456,13,31,18,40
Module_22854,13,26,14,19
Module_1123,21,40,19,41
Module_29486,34,49,44,70
Module_10591,7,13,9,13
Module_29487,20,45,30,58
Module_9761,50,109,81,153
Module_10592,8,15,7,12
Module_24457,24,44,45,56
Module_9762,7,16,10,14
Module_15186,14,33,31,41
Module_9763,7,14,9,16
Module_15187,14,33,31,42
Module_15188,19,37,38,46
Module_18516,21,39,33,63
Module_10593,17,28,30,39
Module_10594,12,13,14,16
Module_10595,16,32,34,42
Module_10596,8,7,8,10
Module_29488,53,73,21,58
Module_15189,16,21,18,44
Module_29489,93,147,44,84
Module_18517,20,54,32,64
Module_10597,13,21,19,24
Module_10598,10,12,15,12
Module_15190,22,31,28,42
Module_15191,17,24,20,32
Module_15192,29,50,33,55
Module_24458,40,51,48,74
Module_15193,20,62,42,72
Module_15194,29,46,22,52
Module_24459,50,63,72,99
Module_1124,10,7,10,5
Module_24460,34,36,45,58
Module_1125,11,9,12,6
Module_15195,40,67,54,83
Module_24461,25,53,34,58
Module_1126,35,58,46,78
Module_15196,28,37,27,40
Module_24462,14,33,24,26
Module_24463,32,53,53,88
Module_24464,41,90,64,119
Module_9764,7,7,12,17
Module_9765,22,24,40,33
Module_1127,37,60,49,55
Module_9766,9,15,22,27
Module_1128,17,41,37,46
Module_1129,34,60,33,77
Module_24465,15,16,16,21
Module_24466,13,12,16,20
Module_24467,35,72,46,80
Module_31821,52,107,69,119
Module_24468,16,54,41,37
Module_31822,12,16,14,20
Module_15197,15,23,20,26
Module_15198,7,5,12,9
Module_31823,29,48,14,10
Module_15199,20,30,38,46
Module_15200,40,59,74,147
Module_15201,41,78,94,179
Module_24469,16,22,35,34
Module_31824,13,25,5,16
Module_1130,15,24,21,35
Module_15202,13,24,20,26
Module_1131,18,21,15,23
Module_11727,33,57,54,71
Module_1132,52,95,106,146
Module_19887,15,24,13,17
Module_19888,19,34,13,22
Module_19889,20,34,13,5
Module_24470,39,94,73,126
Module_1133,37,54,51,55
Module_29490,25,31,26,34
Module_24471,41,57,57,55
Module_9767,6,6,9,5
Module_15203,18,22,24,31
Module_24472,16,22,25,25
Module_15204,18,27,17,46
Module_15205,15,22,11,15
Module_24473,17,28,18,33
Module_1134,23,24,17,25
Module_24474,13,16,9,24
Module_1135,33,44,29,39
Module_15206,14,25,3,20
Module_9768,22,42,21,28
Module_9769,17,35,9,19
Module_15207,13,25,17,26
Module_15208,19,46,41,38
Module_15209,38,42,31,53
Module_29491,10,25,28,50
Module_31825,7,20,19,20
Module_24475,5,6,3,2
Module_29492,9,8,8,9
Module_1136,13,21,12,20
Module_15210,12,10,13,13
Module_15211,8,20,13,28
Module_15212,73,183,151,262
Module_33917,15,16,18,16
Module_24476,47,85,58,81
Module_31826,14,13,28,20
Module_24477,15,10,11,12
Module_1137,16,14,35,31
Module_9770,5,9,6,4
Module_24478,14,21,15,22
Module_31827,4,9,12,9
Module_15213,12,15,28,35
Module_31828,22,20,23,44
Module_31829,13,44,24,56
Module_25408,22,25,26,25
Module_31830,16,24,30,45
Module_25409,27,20,40,44
Module_24479,21,26,28,30
Module_25410,20,19,26,41
Module_22855,26,45,33,51
Module_25411,53,56,49,61
Module_25412,36,66,65,107
Module_15214,8,16,12,10
Module_25413,17,12,17,12
Module_25414,11,23,3,10
Module_15215,8,13,16,17
Module_33918,9,12,14,6
Module_25415,22,27,19,22
Module_33919,8,18,12,15
Module_25416,15,31,34,48
Module_15216,7,9,10,10
Module_15217,26,54,44,56
Module_33920,15,17,32,19
Module_37443,15,30,24,36
Module_33921,13,13,26,17
Module_15218,54,106,81,164
Module_31831,57,86,65,86
Module_37444,8,14,5,6
Module_15219,32,47,46,64
Module_37445,43,45,59,97
Module_15220,55,73,109,125
Module_37446,24,42,47,93
Module_22856,19,20,14,19
Module_37447,21,34,28,68
Module_15221,15,36,42,44
Module_37448,9,15,30,28
Module_22857,16,23,15,14
Module_22858,4,9,5,8
Module_37449,24,40,22,27
Module_33922,7,13,3,13
Module_31832,26,50,51,78
Module_22859,3,13,20,27
Module_33923,15,22,14,13
Module_33924,3,6,5,4
