Module,3hrs.H3K27ac_REPLICANT.1,3hrs.H3K27ac_REPLICANT.2,72hrs.H3K27ac_REPLICANT.1,72hrs.H3K27ac_REPLICANT.2
Module_29161,18,13,21,22
Module_29162,13,13,15,32
Module_17302,11,28,30,41
Module_17303,18,15,28,48
Module_22240,10,7,5,16
Module_5488,9,15,17,19
Module_17304,12,23,32,42
Module_35476,21,35,8,9
Module_33291,17,18,25,32
Module_17305,10,9,21,33
Module_17306,50,94,80,119
Module_12878,15,15,26,27
Module_22241,6,6,7,8
Module_35477,8,14,19,37
Module_5489,16,7,24,32
Module_31179,17,23,33,63
Module_22242,17,33,12,13
Module_33292,16,27,15,29
Module_33293,77,104,43,74
Module_5490,17,35,31,49
Module_22243,38,42,12,10
Module_5491,14,24,27,53
Module_22244,36,38,11,17
Module_5492,15,26,28,57
Module_22245,35,37,11,17
Module_5493,16,30,30,60
Module_22246,32,40,21,18
Module_5494,20,36,40,84
Module_33294,30,58,37,59
Module_5495,21,37,42,92
Module_33295,32,60,34,58
Module_5496,22,41,48,100
Module_33296,37,85,63,106
Module_17307,16,18,33,72
Module_33297,27,39,38,45
Module_22247,36,41,14,20
Module_27434,7,15,6,9
Module_27435,17,28,26,24
Module_27436,12,23,23,21
Module_17308,63,92,62,92
Module_12879,12,10,11,19
Module_17309,62,81,62,84
Module_5497,16,11,32,45
Module_27437,12,20,19,24
Module_12880,13,11,13,21
Module_5498,16,12,27,45
Module_12881,13,13,17,23
Module_33298,6,6,19,14
Module_17310,78,126,96,168
Module_16507,7,13,17,26
Module_16508,19,25,28,31
Module_22248,21,31,24,31
Module_17311,12,17,11,12
Module_33299,25,26,39,30
Module_33300,32,36,46,61
Module_29163,4,12,7,7
Module_17312,21,26,11,9
Module_7591,13,16,19,21
Module_22249,10,5,12,13
Module_12882,11,17,18,38
Module_17313,15,12,32,33
Module_22250,12,6,15,21
Module_14408,6,11,28,36
Module_7592,6,6,13,25
Module_17314,9,11,23,30
Module_7593,3,8,8,20
Module_22251,9,14,16,20
Module_29164,5,8,20,13
Module_22252,11,14,19,20
Module_27438,4,6,13,12
Module_22253,14,11,4,15
Module_12883,12,23,24,30
Module_5499,4,14,10,9
Module_33301,17,25,23,26
Module_5500,23,12,23,31
Module_7594,37,34,82,127
Module_22254,27,22,8,19
Module_22255,15,23,13,21
Module_5501,3,19,19,33
Module_22256,11,19,12,21
Module_12884,11,23,25,26
Module_19429,2,5,17,28
Module_17315,16,17,13,13
Module_12885,15,21,20,43
Module_14409,14,38,34,51
Module_17316,40,83,46,95
Module_12886,17,32,24,34
Module_16509,32,38,45,67
Module_35478,37,51,41,55
Module_5502,33,61,143,234
Module_12887,69,139,57,105
Module_5503,34,57,106,170
Module_22257,43,52,18,20
Module_5504,28,51,83,151
Module_22258,51,52,21,25
Module_17317,6,16,9,10
Module_27439,11,7,24,39
Module_22259,39,57,46,66
Module_22260,19,8,12,12
Module_27440,7,4,14,22
Module_22261,4,8,10,13
Module_7595,8,12,26,49
Module_7596,20,15,31,52
Module_22262,9,16,14,25
Module_27441,64,112,98,151
Module_14410,13,12,18,27
Module_27442,16,15,20,33
Module_31180,56,85,24,44
Module_27443,20,10,18,22
Module_31181,31,52,22,30
Module_19430,6,12,26,35
Module_17318,61,90,65,112
Module_17319,7,16,27,26
Module_16510,3,1,5,2
Module_29165,8,12,17,20
Module_22263,6,27,23,14
Module_3777,33,38,52,45
Module_17320,11,3,11,11
Module_3778,20,22,27,27
Module_17321,10,4,11,15
Module_3779,47,61,38,51
Module_29166,15,12,14,10
Module_3780,20,19,16,12
Module_12888,21,16,15,25
Module_35479,23,23,22,29
Module_27444,17,25,22,49
Module_35480,21,23,24,33
Module_27445,23,41,47,67
Module_31182,23,37,22,18
Module_27446,41,56,52,66
Module_19431,34,54,40,76
Module_27447,14,15,29,40
Module_7597,23,42,35,84
Module_12889,25,29,76,109
Module_7598,30,61,54,88
Module_17322,34,62,66,106
Module_12890,28,34,68,97
Module_7599,27,51,51,66
Module_17323,37,68,70,112
Module_7600,28,49,49,62
Module_17324,39,101,94,134
Module_7601,13,21,21,30
Module_31183,25,37,26,28
Module_17325,34,84,65,108
Module_31184,31,52,35,48
Module_17326,48,89,60,101
Module_27448,11,14,7,16
Module_31185,37,54,13,35
Module_31186,36,52,21,27
Module_7602,26,33,31,54
Module_16511,23,31,29,59
Module_31187,16,11,6,12
Module_16512,16,21,33,54
Module_27449,9,17,17,16
Module_12891,36,63,77,114
Module_3781,6,3,10,11
Module_35481,12,13,19,20
Module_19432,8,5,11,9
Module_12892,32,53,16,36
Module_14411,59,50,41,67
Module_16513,10,3,8,3
Module_14412,18,25,27,39
Module_31188,26,32,34,34
Module_35482,8,10,11,20
Module_17327,26,41,53,66
Module_33302,58,106,33,38
Module_5505,29,44,57,73
Module_3782,6,10,12,23
Module_14413,33,34,33,35
Module_31189,11,13,5,8
Module_14414,26,26,28,35
Module_22264,14,29,23,42
Module_5506,19,21,31,27
Module_5507,27,22,29,26
Module_12893,16,17,34,38
Module_5508,18,18,25,28
Module_12894,16,16,34,34
Module_31190,16,31,29,39
Module_5509,21,16,24,38
Module_31191,16,32,29,41
Module_12895,11,11,18,29
Module_31192,16,31,25,37
Module_12896,11,11,17,30
Module_31193,14,27,21,41
Module_12897,17,12,24,36
Module_31194,14,15,18,39
Module_16514,30,43,35,55
Module_19433,7,8,4,9
Module_5510,13,22,42,38
Module_17328,18,18,37,41
Module_5511,11,15,27,25
Module_7603,5,6,11,12
Module_12898,16,10,18,23
Module_5512,50,106,92,150
Module_7604,2,9,22,18
Module_12899,13,15,24,25
Module_5513,18,20,27,32
Module_19434,45,55,17,23
Module_7605,3,5,14,18
Module_3783,26,40,53,102
Module_12900,6,5,13,7
Module_7606,21,27,41,35
Module_5514,56,97,19,31
Module_12901,17,24,33,56
Module_5515,45,82,17,25
Module_12902,16,22,33,54
Module_5516,43,85,17,24
Module_12903,22,37,49,80
Module_12904,18,44,45,78
Module_12905,8,7,11,7
Module_33303,13,16,18,30
Module_33304,33,92,77,139
Module_7607,44,93,60,122
Module_33305,23,72,55,113
Module_7608,48,118,71,137
Module_33306,14,51,34,86
Module_7609,45,110,66,116
Module_33307,37,40,37,68
Module_33308,26,18,20,35
Module_29167,19,12,41,43
Module_27450,7,9,19,16
Module_12906,11,12,13,24
Module_27451,5,6,18,12
Module_12907,8,1,16,28
Module_5517,7,12,11,6
Module_5518,11,15,4,12
Module_12908,19,39,90,116
Module_27452,6,9,14,15
Module_27453,1,1,5,4
Module_33309,10,16,10,9
Module_19435,26,21,34,37
Module_7610,24,20,16,14
Module_12909,38,84,52,95
Module_27454,20,14,12,20
Module_27455,6,7,4,16
Module_17329,38,58,62,94
Module_5519,12,18,29,35
Module_17330,35,63,52,82
Module_5520,16,12,18,38
Module_29168,20,38,53,82
Module_27456,30,25,11,37
Module_27457,19,22,22,25
Module_17331,22,30,29,51
Module_27458,19,26,40,61
Module_17332,41,57,41,71
Module_5521,15,19,17,38
Module_17333,42,65,45,72
Module_5522,13,18,41,43
Module_1,7,7,2,8
Module_12910,9,11,14,7
Module_12911,12,24,21,29
Module_22265,10,5,11,8
Module_5523,33,57,56,94
Module_17334,47,87,43,75
Module_12912,20,25,33,36
Module_22266,12,17,22,24
Module_17335,13,8,16,23
Module_17336,9,9,11,11
Module_33310,15,23,18,48
Module_17337,13,9,13,13
Module_12913,15,14,29,58
Module_12914,18,25,24,45
Module_5524,51,102,103,169
Module_22267,41,65,65,117
Module_22268,35,56,39,73
Module_17338,14,19,55,58
Module_22269,11,30,32,46
Module_22270,16,26,26,39
Module_5525,51,106,71,136
Module_22271,11,7,22,32
Module_5526,29,47,50,118
Module_16515,31,29,12,19
Module_3784,18,32,35,60
Module_7611,10,20,10,25
Module_16516,9,21,10,13
Module_12915,10,10,35,25
Module_3785,19,28,37,73
Module_12916,22,22,14,16
Module_16517,4,5,11,19
Module_35483,24,30,42,69
Module_33311,19,13,28,29
Module_17339,20,18,48,71
Module_5527,78,98,87,169
Module_12917,7,6,10,9
Module_5528,67,80,80,132
Module_12918,7,6,8,7
Module_5529,16,32,27,36
Module_5530,33,65,38,88
Module_29169,17,14,18,30
Module_33312,8,10,12,16
Module_5531,24,59,45,98
Module_33313,32,45,35,59
Module_14415,66,88,50,78
Module_5532,13,11,44,53
Module_14416,62,89,47,74
Module_12919,60,102,67,116
Module_29170,6,7,6,12
Module_2,10,22,25,36
Module_7612,29,68,51,80
Module_29171,11,15,24,20
Module_19436,3,8,13,17
Module_33314,12,9,17,20
Module_17340,17,26,24,26
Module_5533,35,42,48,70
Module_7613,24,45,26,74
Module_5534,38,62,56,94
Module_12920,14,23,39,56
Module_29172,3,2,9,5
Module_33315,17,12,23,30
Module_14417,13,35,23,39
Module_33316,20,13,18,39
Module_14418,19,18,34,34
Module_14419,15,17,18,30
Module_3,6,15,28,30
Module_14420,9,10,20,13
Module_4,40,58,87,128
Module_19437,10,8,9,13
Module_14421,73,141,70,150
Module_7614,8,10,17,28
Module_19438,14,15,14,15
Module_14422,7,10,16,25
Module_29173,11,10,9,8
Module_19439,7,12,15,8
Module_29174,19,17,14,27
Module_19440,5,3,4,2
Module_17341,14,12,12,23
Module_5535,11,10,14,12
Module_19441,16,20,10,15
Module_19442,18,35,13,13
Module_17342,43,40,45,45
Module_29175,1,3,8,5
Module_17343,12,17,30,54
Module_5,18,15,19,39
Module_19443,4,6,7,5
Module_14423,36,37,27,27
Module_6,20,18,35,64
Module_17344,33,41,17,53
Module_29176,10,11,11,21
Module_33317,12,15,12,15
Module_5536,13,11,21,20
Module_17345,6,8,22,21
Module_7,5,10,20,24
Module_19444,35,25,10,7
Module_17346,23,16,31,42
Module_27459,6,7,4,7
Module_19445,40,52,11,12
Module_33318,17,22,16,30
Module_17347,35,60,67,86
Module_29177,18,29,35,43
Module_17348,50,113,95,161
Module_29178,15,23,27,30
Module_17349,60,130,109,205
Module_19446,30,49,36,37
Module_19447,12,15,10,19
Module_17350,39,56,53,84
Module_19448,5,5,9,11
Module_5537,16,23,28,33
Module_8,24,24,36,63
Module_5538,15,24,26,29
Module_9,29,29,40,68
Module_5539,14,24,27,22
Module_14424,29,51,67,95
Module_10,36,67,36,73
Module_5540,22,26,15,26
Module_33319,15,11,21,28
Module_27460,12,20,30,44
Module_27461,4,9,9,17
Module_5541,27,34,44,49
Module_11,21,15,35,29
Module_5542,24,23,40,48
Module_12,18,13,28,34
Module_33320,26,43,39,61
Module_13,18,18,24,16
Module_5543,39,62,50,74
Module_27462,9,11,16,17
Module_19449,56,110,49,106
Module_5544,24,25,30,54
Module_33321,17,18,28,41
Module_14,20,32,37,78
Module_15,9,15,18,28
Module_19450,9,11,23,35
Module_17351,46,65,60,82
Module_19451,10,16,9,11
Module_17352,44,73,92,176
Module_19452,7,10,9,12
Module_16,62,99,69,97
Module_27463,5,5,5,15
Module_27464,27,45,31,71
Module_17,23,16,31,54
Module_27465,6,12,8,11
Module_18,13,19,25,48
Module_19,28,47,27,57
Module_20,47,121,95,155
Module_3786,5,5,10,10
Module_37084,26,38,41,98
Module_19453,13,13,25,33
Module_21,39,41,34,78
Module_3787,52,100,49,110
Module_17353,14,12,32,33
Module_3788,65,125,52,129
Module_17354,17,14,34,31
Module_27466,6,6,14,22
Module_17355,46,57,70,118
Module_17356,32,48,74,129
Module_29179,7,11,21,16
Module_17357,17,19,34,43
Module_29180,6,14,23,19
Module_17358,20,19,37,50
Module_29181,6,16,22,17
Module_17359,19,20,34,51
Module_33322,68,104,40,40
Module_19454,4,11,19,22
Module_17360,13,8,18,8
Module_29182,13,11,19,22
Module_27467,16,24,48,68
Module_3789,5,3,11,15
Module_17361,6,8,16,18
Module_33323,30,47,29,43
Module_22,39,38,52,73
Module_27468,16,23,19,38
Module_17362,10,24,22,44
Module_27469,13,26,26,57
Module_33324,18,12,31,43
Module_33325,16,16,19,27
Module_27470,11,23,32,52
Module_33326,16,16,21,34
Module_27471,25,44,48,72
Module_23,20,31,36,74
Module_29183,12,20,23,37
Module_24,19,24,35,65
Module_27472,17,23,14,27
Module_29184,16,30,27,56
Module_27473,12,24,11,23
Module_29185,23,29,25,53
Module_27474,20,37,20,36
Module_29186,6,8,17,11
Module_27475,8,7,27,34
Module_29187,11,9,7,11
Module_27476,14,17,16,25
Module_27477,12,15,27,26
Module_25,61,69,69,135
Module_17363,46,49,51,75
Module_33327,5,14,36,27
Module_3790,10,9,20,14
Module_29188,8,8,15,12
Module_33328,10,14,21,29
Module_3791,11,8,9,13
Module_27478,7,11,21,17
Module_29189,16,21,13,15
Module_12921,7,7,25,27
Module_27479,18,17,34,55
Module_33329,24,19,29,41
Module_33330,15,17,26,32
Module_17364,107,187,92,160
Module_33331,27,17,34,66
Module_17365,44,98,68,128
Module_12922,16,14,20,32
Module_29190,13,10,16,26
Module_12923,16,19,28,47
Module_33332,13,19,22,38
Module_27480,22,33,36,36
Module_12924,7,4,14,26
Module_27481,23,16,27,27
Module_27482,57,55,26,36
Module_33333,15,9,21,31
Module_17366,13,13,32,50
Module_17367,11,16,21,14
Module_26,18,29,25,29
Module_17368,11,19,16,12
Module_27,10,10,20,19
Module_17369,25,42,37,42
Module_33334,115,172,141,269
Module_7615,10,7,19,24
Module_33335,41,61,65,108
Module_28,20,13,22,25
Module_17370,74,173,107,187
Module_29,31,36,35,43
Module_30,54,56,33,43
Module_3792,8,11,17,17
Module_17371,14,29,30,38
Module_3793,7,8,15,10
Module_14425,35,74,60,93
Module_3794,11,8,9,12
Module_14426,42,90,64,105
Module_33336,37,83,55,108
Module_27483,9,11,9,16
Module_22272,8,16,13,14
Module_14427,11,9,32,47
Module_33337,43,54,47,80
Module_31,8,22,24,36
Module_33338,43,68,63,98
Module_32,87,129,164,212
Module_29191,16,27,28,39
Module_29192,20,28,14,45
Module_33,31,48,46,55
Module_27484,14,17,18,33
Module_33339,5,12,18,31
Module_29193,31,48,27,38
Module_33340,11,19,24,20
Module_29194,25,21,27,39
Module_33341,14,21,27,38
Module_34,21,26,31,36
Module_29195,24,15,25,36
Module_35,21,26,30,35
Module_29196,25,15,23,37
Module_33342,15,18,25,39
Module_36,24,26,33,42
Module_33343,16,17,22,41
Module_29197,22,18,17,38
Module_33344,19,14,25,37
Module_29198,21,24,30,38
Module_29199,27,23,28,54
Module_29200,34,48,89,111
Module_33345,17,29,28,44
Module_29201,32,24,29,40
Module_14428,34,53,38,65
Module_29202,64,82,50,71
Module_37,21,23,38,66
Module_17372,31,45,44,42
Module_33346,9,13,24,32
Module_7616,9,9,9,11
Module_17373,30,27,44,63
Module_33347,17,12,31,32
Module_33348,11,5,16,19
Module_29203,8,7,12,14
Module_33349,22,19,23,25
Module_29204,12,23,35,43
Module_33350,15,18,23,21
Module_27485,10,5,14,10
Module_33351,10,20,33,49
Module_29205,34,40,50,57
Module_14429,18,38,33,72
Module_17374,52,71,73,79
Module_29206,16,11,23,32
Module_38,48,59,57,114
Module_29207,24,21,36,40
Module_17375,30,42,39,39
Module_12925,24,23,45,85
Module_3795,24,27,13,13
Module_22273,7,11,6,15
Module_27486,13,29,37,59
Module_14430,13,17,22,29
Module_33352,31,38,38,73
Module_7617,25,38,12,27
Module_22274,44,85,72,141
Module_14431,50,112,80,144
Module_17376,34,27,49,65
Module_39,14,15,31,56
Module_17377,42,64,37,98
Module_40,13,14,29,53
Module_41,41,57,79,88
Module_42,5,13,16,18
Module_33353,8,10,4,20
Module_43,9,6,17,17
Module_17378,19,40,31,57
Module_17379,19,16,30,32
Module_44,15,18,19,25
Module_27487,5,9,14,29
Module_22275,10,18,7,8
Module_45,12,16,24,23
Module_12926,6,7,24,29
Module_22276,14,16,10,9
Module_46,13,21,25,32
Module_17380,17,16,19,47
Module_12927,10,21,68,103
Module_12928,16,10,56,62
Module_47,9,7,5,11
Module_12929,27,51,67,98
Module_12930,29,51,49,97
Module_12931,20,27,18,34
Module_33354,25,31,20,37
Module_12932,15,20,14,26
Module_33355,19,29,20,30
Module_12933,12,10,10,19
Module_17381,19,33,25,42
Module_33356,15,27,37,47
Module_48,11,12,24,34
Module_49,8,26,18,45
Module_12934,14,27,23,47
Module_50,19,18,26,35
Module_51,13,13,22,21
Module_33357,12,15,16,27
Module_27488,10,6,13,12
Module_52,11,7,14,16
Module_53,8,11,11,6
Module_17382,51,70,60,113
Module_27489,14,10,23,16
Module_54,18,9,15,21
Module_55,30,68,46,74
Module_17383,34,41,50,72
Module_56,35,65,43,79
Module_17384,33,36,44,62
Module_57,32,64,42,75
Module_17385,29,37,44,59
Module_58,32,64,42,74
Module_17386,30,34,42,57
Module_27490,70,106,91,151
Module_17387,20,26,20,25
Module_59,39,72,32,53
Module_17388,80,141,96,168
Module_17389,69,125,94,166
Module_60,23,45,18,34
Module_17390,69,125,91,166
Module_61,23,44,18,34
Module_17391,72,128,89,165
Module_62,22,42,17,36
Module_17392,88,147,99,186
Module_63,13,23,9,23
Module_64,8,16,9,10
Module_17393,45,52,43,49
Module_17394,37,92,52,92
Module_17395,47,64,44,71
Module_17396,56,78,100,161
Module_65,14,15,5,10
Module_66,15,10,15,22
Module_17397,3,9,10,16
Module_22277,11,6,9,11
Module_22278,21,21,22,30
Module_3796,35,61,35,28
Module_67,16,38,44,78
Module_5545,34,75,67,92
Module_17398,11,12,19,38
Module_68,62,97,82,148
Module_69,31,40,41,66
Module_70,16,20,33,67
Module_17399,17,20,20,29
Module_71,24,28,30,48
Module_27491,26,57,40,53
Module_72,21,35,16,17
Module_14432,13,7,12,11
Module_29208,36,41,22,29
Module_22279,7,9,6,8
Module_5546,16,18,56,48
Module_12935,6,21,24,34
Module_12936,5,12,28,44
Module_27492,6,10,15,8
Module_73,12,27,21,25
Module_27493,7,9,13,9
Module_74,31,45,32,37
Module_27494,13,10,14,8
Module_12937,23,28,54,58
Module_12938,25,38,19,35
Module_75,62,89,83,168
Module_17400,24,45,39,72
Module_5547,47,63,65,101
Module_17401,8,26,23,30
Module_5548,30,51,51,65
Module_17402,10,15,29,53
Module_17403,10,8,17,30
Module_76,26,48,63,123
Module_27495,7,1,31,33
Module_77,47,94,89,159
Module_14433,3,5,6,8
Module_78,39,65,61,60
Module_14434,18,17,5,11
Module_79,50,66,42,74
Module_80,96,108,52,80
Module_5549,16,14,28,32
Module_14435,14,14,14,27
Module_14436,26,24,32,48
Module_12939,19,23,27,19
Module_81,10,17,25,34
Module_14437,4,15,20,18
Module_82,10,8,22,26
Module_17404,9,4,14,17
Module_12940,27,19,31,41
Module_22280,5,12,9,7
Module_17405,18,19,65,102
Module_12941,81,114,39,102
Module_12942,24,35,33,39
Module_29209,16,35,41,56
Module_14438,69,145,118,202
Module_14439,45,74,69,102
Module_14440,22,49,27,66
Module_12943,12,27,26,41
Module_14441,20,32,40,59
Module_17406,26,22,55,71
Module_14442,43,54,68,113
Module_17407,9,9,26,29
Module_5550,30,67,51,89
Module_22281,5,14,11,14
Module_22282,22,41,26,49
Module_17408,106,177,96,190
Module_5551,62,92,65,111
Module_17409,109,185,61,69
Module_14443,33,51,45,71
Module_5552,11,10,12,20
Module_12944,90,201,82,131
Module_5553,17,11,29,24
Module_83,9,15,20,20
Module_17410,19,33,36,80
Module_17411,13,34,24,51
Module_22283,27,65,22,55
Module_22284,13,20,18,19
Module_17412,19,32,48,76
Module_17413,17,17,12,17
Module_22285,11,4,11,12
Module_5554,7,12,15,27
Module_12945,10,25,40,76
Module_5555,18,23,29,26
Module_12946,13,27,31,57
Module_14444,38,65,38,106
Module_17414,13,16,9,15
Module_33358,21,17,17,22
Module_17415,13,16,9,13
Module_17416,9,11,22,47
Module_17417,18,33,55,98
Module_33359,10,9,24,22
Module_17418,18,25,53,89
Module_33360,12,11,22,19
Module_14445,28,28,39,31
Module_22286,6,4,5,7
Module_14446,14,23,17,28
Module_84,28,57,34,55
Module_14447,15,26,16,29
Module_85,32,68,43,75
Module_5556,8,7,15,18
Module_86,33,70,43,78
Module_5557,7,11,15,13
Module_12947,22,21,19,29
Module_14448,72,89,42,55
Module_12948,30,41,71,74
Module_5558,28,22,34,35
Module_14449,24,25,21,36
Module_22287,21,42,14,13
Module_17419,12,15,19,15
Module_33361,6,12,36,35
Module_87,11,12,12,25
Module_33362,13,8,24,44
Module_88,12,10,13,27
Module_12949,15,11,16,15
Module_33363,10,17,44,53
Module_14450,68,86,22,23
Module_5559,19,21,11,23
Module_33364,15,10,31,43
Module_17420,4,6,16,20
Module_33365,26,19,29,43
Module_33366,17,26,44,37
