Module,12hrs.H3K27ac_REPLICANT.1,12hrs.H3K27ac_REPLICANT.2,24hrs.H3K27ac_REPLICANT.1,24hrs.H3K27ac_REPLICANT.2
Module_25042,11,4,4,6
Module_22222,44,38,42,51
Module_7583,12,12,17,27
Module_17284,28,33,20,34
Module_5456,35,23,37,51
Module_5457,24,21,18,28
Module_25043,12,7,8,4
Module_14406,29,15,24,18
Module_14407,37,33,10,35
Module_17285,20,15,9,9
Module_7584,23,14,10,21
Module_22223,52,75,52,84
Module_7585,27,20,14,24
Module_17286,18,16,16,35
Module_22224,33,30,30,44
Module_22225,73,86,50,94
Module_5458,15,15,10,12
Module_22226,19,16,17,15
Module_5459,29,11,29,48
Module_19421,17,21,17,26
Module_12859,49,89,37,103
Module_5460,29,36,23,52
Module_7586,15,27,18,23
Module_19422,49,71,41,71
Module_17287,68,82,54,81
Module_19423,26,36,18,44
Module_17288,66,79,55,81
Module_19424,19,25,15,32
Module_17289,69,89,68,105
Module_22227,59,86,42,60
Module_5461,57,43,41,44
Module_17290,20,32,15,35
Module_5462,25,15,20,31
Module_5463,31,28,34,45
Module_7587,36,31,26,41
Module_5464,28,22,24,37
Module_27432,31,48,21,33
Module_5465,31,27,28,49
Module_5466,23,35,28,43
Module_16498,24,15,14,39
Module_22228,39,56,36,68
Module_16499,19,9,10,26
Module_22229,37,55,35,67
Module_16500,19,10,13,34
Module_22230,39,57,35,68
Module_16501,20,10,13,34
Module_5467,45,51,32,54
Module_29139,17,19,26,51
Module_5468,48,63,33,48
Module_5469,44,37,32,56
Module_22231,130,175,92,195
Module_19425,23,16,20,35
Module_22232,5,6,2,14
Module_16502,13,5,13,9
Module_5470,14,28,24,34
Module_5471,41,44,35,62
Module_29140,29,18,32,26
Module_19426,16,15,19,19
Module_29141,28,22,40,48
Module_19427,26,23,24,28
Module_12860,9,2,8,16
Module_29142,54,84,55,137
Module_5472,24,27,24,53
Module_37080,9,15,15,24
Module_5473,20,26,26,53
Module_37081,9,15,13,26
Module_22233,70,97,69,98
Module_12861,9,3,3,7
Module_7588,15,12,15,20
Module_5474,21,15,13,22
Module_27433,39,68,55,78
Module_37082,16,8,7,7
Module_5475,49,59,49,76
Module_35466,4,6,5,7
Module_22234,18,20,10,17
Module_7589,10,8,11,8
Module_29143,25,45,30,57
Module_17291,9,7,8,6
Module_5476,17,14,16,29
Module_22235,22,27,20,22
Module_5477,65,82,63,107
Module_22236,35,48,27,51
Module_5478,18,12,17,22
Module_5479,27,23,21,44
Module_29144,63,49,51,95
Module_16503,16,10,12,24
Module_22237,21,17,17,29
Module_5480,16,9,10,20
Module_31177,29,40,29,58
Module_5481,15,14,19,30
Module_29145,26,22,33,49
Module_29146,42,43,52,57
Module_22238,20,6,19,37
Module_5482,46,47,38,84
Module_31178,5,4,0,10
Module_12862,22,11,13,15
Module_5483,15,5,19,18
Module_12863,13,14,14,13
Module_12864,14,8,17,23
Module_17292,13,14,15,38
Module_12865,13,9,17,19
Module_17293,17,17,18,38
Module_12866,12,4,18,28
Module_12867,10,10,4,22
Module_22239,17,7,15,23
Module_29147,43,49,36,62
Module_5484,71,76,62,100
Module_17294,39,20,28,34
Module_35467,14,12,11,18
Module_12868,13,8,12,7
Module_12869,15,35,19,28
Module_35468,8,6,10,12
Module_12870,16,34,23,31
Module_35469,9,7,11,13
Module_12871,16,33,25,32
Module_29148,17,11,15,18
Module_5485,26,25,24,57
Module_29149,18,19,25,41
Module_12872,59,67,51,71
Module_29150,20,10,15,20
Module_35470,14,22,9,22
Module_12873,10,12,4,14
Module_12874,41,45,30,52
Module_5486,41,55,41,54
Module_7590,12,7,10,16
Module_29151,27,18,21,26
Module_12875,6,15,11,17
Module_5487,16,15,17,29
Module_16504,16,9,12,10
Module_17295,24,38,38,54
Module_17296,32,21,20,40
Module_16505,12,4,9,13
Module_12876,11,11,19,12
Module_29152,12,4,6,7
Module_19428,32,37,31,52
Module_37083,63,76,52,87
Module_17297,10,4,14,15
Module_12877,27,38,26,60
Module_16506,13,5,10,18
Module_35471,16,4,7,19
Module_35472,11,15,9,16
Module_29153,37,9,32,42
Module_35473,27,23,21,33
Module_17298,91,124,64,132
Module_29154,13,11,10,14
Module_17299,44,51,37,70
Module_29155,31,22,37,50
Module_29156,21,20,20,28
Module_29157,13,8,11,21
Module_35474,70,73,53,96
Module_29158,9,6,15,13
Module_35475,64,97,57,104
Module_17300,17,13,28,43
Module_29159,12,10,10,17
Module_17301,47,49,40,89
Module_29160,16,10,12,17
Module_29161,21,18,21,31
Module_29162,17,17,23,31
Module_17302,19,13,13,11
Module_17303,16,12,13,16
Module_22240,9,14,6,5
Module_5488,8,14,11,14
Module_17304,21,25,21,33
Module_35476,27,17,18,29
Module_33291,25,20,31,35
Module_17305,17,22,12,25
Module_17306,47,69,34,81
Module_12878,20,11,21,20
Module_22241,10,6,7,4
Module_35477,14,10,16,22
Module_5489,12,15,13,23
Module_31179,25,20,19,24
Module_22242,34,34,16,26
Module_33292,30,31,17,36
Module_33293,56,57,49,65
Module_5490,21,21,17,34
Module_22243,32,26,18,30
Module_5491,18,24,22,39
Module_22244,23,27,11,40
Module_5492,19,25,22,39
Module_22245,22,28,11,39
Module_5493,19,28,22,40
Module_22246,28,35,18,36
Module_5494,27,46,32,57
Module_33294,26,42,47,57
Module_5495,29,50,34,59
Module_33295,26,43,43,59
Module_5496,31,52,34,60
Module_33296,50,67,40,83
Module_17307,18,20,24,30
Module_33297,28,26,16,34
Module_22247,28,19,25,24
Module_27434,9,11,8,13
Module_27435,20,18,21,34
Module_27436,18,16,15,21
Module_17308,62,63,50,91
Module_12879,14,11,14,18
Module_17309,59,55,47,71
Module_5497,25,26,30,41
Module_27437,17,16,8,17
Module_12880,13,13,14,18
Module_5498,23,22,27,40
Module_12881,14,15,17,26
Module_33298,11,12,21,13
Module_17310,59,92,59,103
Module_16507,24,17,25,30
Module_16508,19,27,28,48
Module_22248,21,24,37,27
Module_17311,13,6,16,29
Module_33299,34,30,23,40
Module_33300,38,34,34,60
Module_29163,10,6,10,12
Module_17312,24,19,23,39
Module_7591,13,10,5,8
Module_22249,15,9,8,13
Module_12882,14,14,21,23
Module_17313,13,11,18,18
Module_22250,9,10,10,12
Module_14408,5,8,6,7
Module_7592,10,8,9,13
Module_17314,11,16,11,32
Module_7593,8,5,12,17
Module_22251,13,15,21,27
Module_29164,7,7,18,17
Module_22252,14,17,24,28
Module_27438,7,6,6,10
Module_22253,12,10,17,17
Module_12883,14,17,10,25
Module_5499,6,6,11,5
Module_33301,26,18,27,39
Module_5500,20,11,22,34
Module_7594,43,31,32,55
Module_22254,18,9,16,21
Module_22255,24,18,13,22
Module_5501,13,8,16,14
Module_22256,16,13,12,17
Module_12884,16,20,10,23
Module_19429,10,8,11,17
Module_17315,12,11,13,17
Module_12885,23,21,22,37
Module_14409,22,13,13,31
Module_17316,33,52,36,55
Module_12886,38,30,28,38
Module_16509,52,38,34,59
Module_35478,44,39,40,63
Module_5502,44,52,43,91
Module_12887,72,77,40,80
Module_5503,32,51,39,71
Module_22257,26,34,29,44
Module_5504,32,42,37,58
Module_22258,33,40,26,53
Module_17317,3,7,9,14
Module_27439,15,14,10,24
Module_22259,52,55,39,63
Module_22260,11,9,12,19
Module_27440,5,11,7,10
Module_22261,8,11,7,16
Module_7595,17,18,17,27
Module_7596,9,12,22,22
Module_22262,26,15,13,20
Module_27441,67,105,69,109
Module_14410,11,7,10,19
Module_27442,15,14,8,21
Module_31180,44,52,35,78
Module_27443,8,12,11,16
Module_31181,31,30,29,62
Module_19430,13,12,15,14
Module_17318,50,56,56,84
Module_17319,18,24,13,22
Module_16510,3,3,2,2
Module_29165,6,10,11,17
Module_22263,25,12,12,24
Module_3777,29,51,42,73
Module_17320,5,5,5,7
Module_3778,16,29,22,34
Module_17321,6,5,6,8
Module_3779,55,48,48,69
Module_29166,21,12,16,20
Module_3780,13,4,13,23
Module_12888,12,12,12,21
Module_35479,14,15,14,25
Module_27444,21,30,10,31
Module_35480,12,15,16,26
Module_27445,34,35,21,50
Module_31182,37,37,39,38
Module_27446,49,37,34,66
Module_19431,32,49,32,53
Module_27447,11,16,20,30
Module_7597,46,41,33,41
Module_12889,44,24,35,73
Module_7598,42,51,19,60
Module_17322,37,62,43,80
Module_12890,46,28,36,69
Module_7599,28,38,19,46
Module_17323,41,68,46,82
Module_7600,26,37,20,43
Module_17324,52,90,46,94
Module_7601,29,21,17,33
Module_31183,29,29,29,39
Module_17325,42,65,34,72
Module_31184,42,36,34,49
Module_17326,44,55,28,74
Module_27448,16,9,10,9
Module_31185,35,33,38,48
Module_31186,53,46,39,51
Module_7602,34,25,36,46
Module_16511,26,32,19,39
Module_31187,18,16,20,20
Module_16512,16,25,15,28
Module_27449,13,19,15,21
Module_12891,54,59,46,80
Module_3781,11,4,7,12
Module_35481,14,11,13,20
Module_19432,9,9,5,15
Module_12892,36,44,28,49
Module_14411,50,39,32,58
Module_16513,9,0,7,7
Module_14412,19,18,21,34
Module_31188,40,36,30,47
Module_35482,13,4,10,25
Module_17327,37,50,36,58
Module_33302,66,78,66,96
Module_5505,55,53,49,98
Module_3782,11,9,15,13
Module_14413,30,13,22,41
Module_31189,10,9,7,18
Module_14414,24,12,21,33
Module_22264,15,19,15,20
Module_5506,25,20,22,48
Module_5507,28,30,33,40
Module_12893,17,19,27,31
Module_5508,20,21,20,36
Module_12894,17,17,26,26
Module_31190,23,34,17,38
Module_5509,19,20,23,37
Module_31191,24,36,15,38
Module_12895,12,9,12,21
Module_31192,23,36,14,37
Module_12896,13,9,11,21
Module_31193,25,34,16,36
Module_12897,17,11,13,31
Module_31194,29,35,15,33
Module_16514,27,35,29,42
Module_19433,13,11,10,21
Module_5510,28,35,16,39
Module_17328,22,15,20,29
Module_5511,19,19,13,30
Module_7603,9,4,11,13
Module_12898,18,13,17,19
Module_5512,90,105,58,158
Module_7604,12,14,9,20
Module_12899,23,21,27,42
Module_5513,35,34,23,55
Module_19434,45,48,37,56
Module_7605,17,8,7,16
Module_3783,34,35,15,49
Module_12900,5,4,8,15
Module_7606,32,24,19,37
Module_5514,46,67,41,74
Module_12901,30,25,18,42
Module_5515,36,51,35,60
Module_12902,31,25,19,42
Module_5516,36,57,38,63
Module_12903,41,41,30,59
Module_12904,34,56,27,63
Module_12905,9,4,8,11
Module_33303,18,16,23,28
Module_33304,59,72,34,106
Module_7607,43,61,29,76
Module_33305,47,54,27,78
Module_7608,49,73,35,85
Module_33306,36,51,25,53
Module_7609,52,65,25,69
Module_33307,32,35,31,52
Module_33308,22,17,31,40
Module_29167,24,18,26,32
Module_27450,5,4,8,17
Module_12906,13,10,5,21
Module_27451,13,10,7,12
Module_12907,13,8,6,16
Module_5517,16,5,17,25
Module_5518,11,6,15,22
Module_12908,29,32,28,44
Module_27452,8,4,5,2
Module_27453,5,2,5,3
Module_33309,6,12,10,16
Module_19435,20,28,12,35
Module_7610,23,18,14,26
Module_12909,48,57,40,74
Module_27454,26,19,12,22
Module_27455,14,8,15,13
Module_17329,47,34,41,67
Module_5519,27,20,24,31
Module_17330,45,39,38,61
Module_5520,18,17,7,16
Module_29168,30,52,24,53
Module_27456,31,42,23,40
Module_27457,23,13,15,26
Module_17331,35,36,27,36
Module_27458,31,19,22,29
Module_17332,52,48,32,62
Module_5521,13,12,14,21
Module_17333,54,58,39,57
Module_5522,20,19,18,35
Module_1,7,9,9,5
Module_12910,5,8,5,12
Module_12911,18,24,13,24
Module_22265,13,8,8,14
Module_5523,22,53,30,36
Module_17334,50,54,44,70
Module_12912,18,30,22,37
Module_22266,13,6,14,22
Module_17335,12,6,12,16
Module_17336,10,10,6,9
Module_33310,14,18,14,28
Module_17337,11,8,15,8
Module_12913,28,27,30,32
Module_12914,17,9,22,48
Module_5524,63,85,72,107
Module_22267,70,84,48,94
Module_22268,42,46,39,60
Module_17338,22,29,25,38
Module_22269,30,24,24,37
Module_22270,18,29,15,31
Module_5525,66,89,49,84
Module_22271,10,10,14,21
Module_5526,48,52,41,89
Module_16515,26,19,12,20
Module_3784,22,23,19,41
Module_7611,22,23,18,27
Module_16516,9,10,8,12
Module_12915,16,10,13,18
Module_3785,32,29,31,36
Module_12916,19,14,18,17
Module_16517,5,0,4,12
Module_35483,23,28,25,44
Module_33311,14,19,14,15
Module_17339,41,29,26,46
Module_5527,73,80,62,103
Module_12917,7,8,8,6
Module_5528,53,60,54,89
Module_12918,6,1,8,4
Module_5529,20,26,24,32
Module_5530,48,45,30,49
Module_29169,9,8,12,18
Module_33312,16,9,12,22
Module_5531,57,69,52,84
Module_33313,28,42,29,60
Module_14415,55,44,37,66
Module_5532,11,8,16,21
Module_14416,31,57,36,47
Module_12919,42,69,46,75
Module_29170,7,4,6,4
Module_2,10,15,17,25
Module_7612,43,44,30,48
Module_29171,12,5,13,15
Module_19436,11,8,10,10
Module_33314,21,12,9,16
Module_17340,20,18,19,35
Module_5533,20,34,18,41
Module_7613,20,27,25,38
Module_5534,32,54,25,61
Module_12920,17,28,15,37
Module_29172,6,2,8,8
Module_33315,12,20,18,27
Module_14417,16,31,18,24
Module_33316,16,24,18,29
Module_14418,15,20,11,28
Module_14419,13,19,8,21
Module_3,13,9,13,15
Module_14420,17,14,13,21
Module_4,40,29,30,65
Module_19437,19,12,20,23
Module_14421,67,86,58,114
Module_7614,12,8,15,15
Module_19438,19,20,22,28
Module_14422,9,11,9,14
Module_29173,17,6,7,7
Module_19439,15,11,9,20
Module_29174,16,27,13,23
Module_19440,6,6,11,12
Module_17341,6,6,8,20
Module_5535,16,5,7,11
Module_19441,31,15,23,36
Module_19442,31,23,32,28
Module_17342,27,33,32,40
Module_29175,5,6,2,1
Module_17343,14,15,9,14
Module_5,19,23,8,34
Module_19443,11,4,11,11
Module_14423,47,25,26,31
Module_6,17,21,23,38
Module_17344,26,31,24,35
Module_29176,9,6,11,6
Module_33317,8,11,8,11
Module_5536,15,15,9,12
Module_17345,9,19,9,16
Module_7,10,7,14,12
Module_19444,23,31,30,37
Module_17346,28,24,14,40
Module_27459,7,4,9,16
Module_19445,53,53,33,78
Module_33318,16,22,22,27
Module_17347,45,51,50,71
Module_29177,30,36,22,34
Module_17348,63,73,53,89
Module_29178,22,24,18,16
Module_17349,73,83,66,105
Module_19446,35,38,30,33
Module_19447,20,18,14,20
Module_17350,35,49,31,81
Module_19448,14,8,23,23
Module_5537,19,16,15,32
Module_8,20,25,17,45
Module_5538,20,15,18,27
Module_9,23,24,17,49
Module_5539,18,20,19,28
Module_14424,45,48,38,65
Module_10,35,42,26,66
Module_5540,23,10,25,27
Module_33319,11,11,11,22
Module_27460,18,18,19,35
Module_27461,11,7,6,10
Module_5541,28,27,25,41
Module_11,23,19,20,25
Module_5542,27,23,19,36
Module_12,20,18,21,24
Module_33320,22,26,36,32
Module_13,18,13,20,21
Module_5543,40,37,36,46
Module_27462,12,4,9,22
Module_19449,57,85,45,101
Module_5544,20,23,23,33
Module_33321,13,19,15,17
Module_14,23,25,23,38
Module_15,13,14,23,26
Module_19450,17,15,14,22
Module_17351,44,55,46,76
Module_19451,9,20,15,17
Module_17352,69,54,56,92
Module_19452,6,3,3,10
Module_16,65,61,50,88
Module_27463,9,5,8,9
Module_27464,39,48,23,53
Module_17,17,19,21,34
Module_27465,9,7,7,13
Module_18,15,11,11,23
Module_19,28,27,19,49
Module_20,50,78,45,96
Module_3786,7,5,9,8
Module_37084,27,33,20,48
Module_19453,20,27,21,29
Module_21,29,38,23,52
Module_3787,41,55,37,70
Module_17353,10,10,17,24
Module_3788,54,76,44,82
Module_17354,6,9,16,23
Module_27466,9,17,17,20
Module_17355,33,36,43,57
Module_17356,47,39,39,81
Module_29179,20,14,15,16
Module_17357,21,21,26,31
Module_29180,25,15,15,18
Module_17358,23,22,29,36
Module_29181,22,19,14,18
Module_17359,19,22,27,31
Module_33322,56,69,54,88
Module_19454,8,5,13,13
Module_17360,7,9,10,19
Module_29182,13,9,6,9
Module_27467,27,36,25,39
Module_3789,8,7,7,5
Module_17361,9,5,6,11
Module_33323,17,29,19,39
Module_22,38,40,36,55
Module_27468,21,31,19,46
Module_17362,16,22,13,31
Module_27469,27,24,19,41
Module_33324,23,17,26,30
Module_33325,11,19,10,22
Module_27470,24,27,14,19
Module_33326,9,19,15,24
Module_27471,31,37,24,36
Module_23,20,47,33,60
Module_29183,17,15,19,33
Module_24,17,42,29,53
Module_27472,18,19,5,24
Module_29184,25,18,16,32
Module_27473,17,16,4,20
Module_29185,29,20,18,38
Module_27474,19,34,11,34
Module_29186,17,6,10,16
Module_27475,14,7,11,16
Module_29187,13,3,6,12
Module_27476,7,15,18,22
Module_27477,16,15,13,15
Module_25,48,65,62,80
Module_17363,40,47,48,70
Module_33327,11,10,11,18
Module_3790,12,9,8,13
Module_29188,8,4,11,14
Module_33328,16,6,8,16
Module_3791,9,8,7,13
Module_27478,13,10,11,11
Module_29189,23,16,16,17
Module_12921,6,4,15,8
Module_27479,22,23,28,29
Module_33329,18,18,18,27
Module_33330,16,16,12,16
Module_17364,69,110,61,131
Module_33331,23,24,17,43
Module_17365,47,73,52,65
Module_12922,23,23,17,17
Module_29190,12,3,8,20
Module_12923,17,29,14,33
Module_33332,22,20,24,34
Module_27480,32,15,17,27
Module_12924,10,5,8,16
Module_27481,12,16,10,20
Module_27482,36,43,19,37
Module_33333,15,12,13,19
Module_17366,15,8,19,18
Module_17367,13,14,25,21
Module_26,24,21,26,50
Module_17368,11,8,14,17
Module_27,14,16,30,28
Module_17369,37,38,33,52
Module_33334,83,109,81,149
Module_7615,9,5,7,17
Module_33335,31,46,45,75
Module_28,18,14,17,36
Module_17370,76,91,66,134
Module_29,29,22,41,50
Module_30,29,42,45,56
Module_3792,8,12,10,9
Module_17371,20,20,16,35
Module_3793,6,9,6,12
Module_14425,42,44,40,50
Module_3794,8,5,9,7
Module_14426,41,62,47,75
Module_33336,35,44,33,67
Module_27483,5,4,3,16
Module_22272,10,13,6,13
Module_14427,20,10,14,13
Module_33337,26,31,29,51
Module_31,13,16,12,24
Module_33338,29,39,36,59
Module_32,86,118,85,154
Module_29191,19,19,23,25
Module_29192,26,28,20,31
Module_33,46,39,49,92
Module_27484,19,9,12,15
Module_33339,9,13,11,19
Module_29193,52,41,38,62
Module_33340,10,21,14,17
Module_29194,24,29,20,44
Module_33341,10,24,22,25
Module_34,33,25,19,48
Module_29195,21,33,23,44
Module_35,34,25,20,48
Module_29196,20,32,25,43
Module_33342,11,24,23,28
Module_36,35,23,22,45
Module_33343,13,21,21,29
Module_29197,22,25,24,42
Module_33344,14,14,20,24
Module_29198,36,24,26,36
Module_29199,30,24,37,49
Module_29200,37,38,45,70
Module_33345,14,19,15,29
Module_29201,41,29,40,67
Module_14428,33,33,22,50
Module_29202,88,71,82,125
Module_37,32,26,31,41
Module_17372,27,34,39,58
Module_33346,11,11,10,17
Module_7616,6,8,7,17
Module_17373,29,28,18,50
Module_33347,11,13,14,17
Module_33348,11,7,13,3
Module_29203,10,8,10,6
Module_33349,18,8,12,23
Module_29204,34,18,31,36
Module_33350,11,9,16,14
Module_27485,4,0,7,7
Module_33351,21,22,22,22
Module_29205,41,29,53,64
Module_14429,31,29,23,49
Module_17374,32,35,32,65
Module_29206,24,18,28,28
Module_38,41,66,37,83
Module_29207,28,21,25,41
Module_17375,28,20,22,45
Module_12925,40,27,29,51
Module_3795,27,19,16,34
Module_22273,6,4,7,16
Module_27486,25,31,21,47
Module_14430,10,18,10,24
Module_33352,24,31,22,35
Module_7617,26,22,25,38
Module_22274,71,80,45,101
Module_14431,52,63,31,84
Module_17376,42,27,29,43
Module_39,17,17,22,26
Module_17377,46,51,37,66
Module_40,15,16,23,24
Module_41,52,42,50,94
Module_42,12,8,11,15
Module_33353,16,13,9,15
Module_43,5,3,3,17
Module_17378,38,41,29,45
Module_17379,29,22,17,26
Module_44,8,13,12,22
Module_27487,13,5,7,8
Module_22275,10,8,14,12
Module_45,14,6,14,22
Module_12926,8,11,8,13
Module_22276,6,7,7,6
Module_46,18,4,23,28
Module_17380,18,22,14,30
Module_12927,26,17,32,56
Module_12928,24,12,22,35
Module_47,14,6,10,9
Module_12929,32,35,33,61
Module_12930,31,39,25,44
Module_12931,12,18,17,27
Module_33354,23,17,22,22
Module_12932,6,11,11,18
Module_33355,24,17,21,19
Module_12933,9,10,5,10
Module_17381,18,26,24,43
Module_33356,19,12,21,35
Module_48,13,7,17,22
Module_49,14,10,20,27
Module_12934,18,14,17,30
Module_50,23,11,32,33
Module_51,10,5,8,16
Module_33357,11,11,15,16
Module_27488,5,7,7,13
Module_52,12,19,13,21
Module_53,10,7,5,10
Module_17382,42,48,29,59
Module_27489,7,13,12,12
Module_54,20,16,15,24
Module_55,39,41,31,62
Module_17383,32,42,28,57
Module_56,34,35,36,63
Module_17384,33,40,23,54
Module_57,35,35,37,62
Module_17385,32,39,22,52
Module_58,35,35,38,62
Module_17386,32,38,22,50
Module_27490,57,103,52,109
Module_17387,15,20,14,33
Module_59,26,37,26,54
Module_17388,66,100,45,100
Module_17389,58,81,53,81
Module_60,17,29,22,29
Module_17390,57,80,53,81
Module_61,17,29,22,29
Module_17391,59,80,52,79
Module_62,19,30,19,27
Module_17392,69,102,51,89
Module_63,8,18,10,19
Module_64,10,8,13,17
Module_17393,36,46,42,62
Module_17394,54,71,41,74
Module_17395,54,46,31,67
Module_17396,59,81,45,103
Module_65,13,9,7,15
Module_66,16,12,11,18
Module_17397,8,5,10,20
Module_22277,9,7,11,10
Module_22278,30,16,19,43
Module_3796,65,53,41,68
Module_67,28,35,23,58
Module_5545,50,67,52,71
Module_17398,18,13,15,26
Module_68,87,121,75,150
Module_69,42,37,29,63
Module_70,15,14,24,46
Module_17399,29,23,18,34
Module_71,22,34,26,34
Module_27491,27,37,18,45
Module_72,19,11,20,25
Module_14432,11,5,9,8
Module_29208,35,34,23,44
Module_22279,10,4,7,9
Module_5546,27,20,17,32
Module_12935,11,13,17,23
Module_12936,13,9,20,24
Module_27492,8,8,10,6
Module_73,12,20,11,14
Module_27493,8,9,9,5
Module_74,21,35,21,31
Module_27494,12,10,16,9
Module_12937,36,24,26,39
Module_12938,32,33,27,52
Module_75,56,54,57,83
Module_17400,20,38,32,41
Module_5547,45,47,37,62
Module_17401,18,14,9,19
Module_5548,38,42,31,57
Module_17402,14,12,10,28
Module_17403,2,8,10,9
Module_76,41,41,40,60
Module_27495,7,6,12,7
Module_77,52,68,62,105
Module_14433,7,3,7,3
Module_78,62,55,51,73
Module_14434,18,12,10,21
Module_79,51,43,39,68
Module_80,63,81,63,83
Module_5549,21,17,20,21
Module_14435,14,14,13,14
Module_14436,26,21,18,27
Module_12939,13,9,11,15
Module_81,11,15,16,25
Module_14437,6,2,6,13
Module_82,12,13,12,21
Module_17404,17,5,6,7
Module_12940,19,17,23,31
Module_22280,11,7,3,10
Module_17405,21,24,14,39
Module_12941,67,73,40,66
Module_12942,24,26,21,40
Module_29209,31,32,23,44
Module_14438,84,98,71,129
Module_14439,50,63,42,73
Module_14440,37,46,25,49
Module_12943,18,22,15,27
Module_14441,24,27,20,53
Module_17406,26,26,38,26
Module_14442,41,45,34,60
Module_17407,16,10,14,19
Module_5550,46,58,26,64
Module_22281,13,14,6,31
Module_22282,37,37,28,53
Module_17408,77,110,63,110
Module_5551,60,91,42,65
Module_17409,73,87,73,109
Module_14443,39,24,12,48
Module_5552,18,14,9,20
Module_12944,85,131,57,114
Module_5553,12,6,8,11
Module_83,16,10,19,25
Module_17410,26,28,23,52
Module_17411,15,24,23,44
Module_22283,38,40,21,35
Module_22284,16,11,17,15
Module_17412,35,22,28,46
Module_17413,12,9,13,12
Module_22285,7,8,8,14
Module_5554,13,8,8,16
Module_12945,34,37,21,41
Module_5555,15,17,19,17
Module_12946,17,18,21,35
Module_14444,29,42,26,54
Module_17414,17,9,9,17
Module_33358,21,17,18,22
Module_17415,15,7,5,19
Module_17416,14,11,14,20
Module_17417,27,28,28,43
Module_33359,26,14,14,26
Module_17418,31,29,27,43
Module_33360,12,14,13,21
Module_14445,24,33,27,40
Module_22286,5,3,4,12
Module_14446,24,18,17,22
Module_84,33,35,23,55
Module_14447,20,14,17,23
Module_85,35,45,25,61
Module_5556,9,12,17,19
Module_86,35,48,25,62
Module_5557,11,11,16,16
Module_12947,16,13,17,23
Module_14448,64,56,53,70
Module_12948,32,40,31,47
Module_5558,23,17,29,26
Module_14449,26,33,22,25
Module_22287,23,14,20,18
Module_17419,14,12,12,18
Module_33361,16,12,18,25
Module_87,13,10,6,19
Module_33362,11,6,21,22
Module_88,10,6,8,16
Module_12949,12,20,18,16
Module_33363,18,10,14,25
Module_14450,61,53,56,81
Module_5559,8,14,8,15
Module_33364,16,16,29,34
Module_17420,13,10,9,10
Module_33365,21,20,16,27
Module_33366,17,15,19,26
