Module_33299	18	4
Module_33300	14	12
Module_29163	3	4
Module_17312	8	6
Module_7591	2	6
Module_22249	10	2
Module_12882	15	8
Module_17313	26	28
Module_22250	14	10
Module_14408	26	18
Module_7592	14	9
Module_17314	51	38
Module_7593	6	10
Module_22251	8	8
Module_29164	6	2
Module_22252	9	6
Module_27438	22	28
Module_22253	7	2
Module_12883	24	14
Module_5499	4	10
Module_33301	15	5
Module_5500	57	50
Module_7594	122	63
Module_22254	11	16
Module_22255	37	10
Module_5501	14	6
Module_22256	38	10
Module_12884	27	13
Module_19429	29	24
Module_17315	6	5
Module_12885	72	57
Module_14409	26	10
Module_17316	27	12
Module_12886	19	16
Module_16509	14	14
Module_35478	37	12
Module_5502	113	92
Module_12887	41	28
Module_5503	94	72
Module_22257	12	7
Module_5504	45	44
Module_22258	14	6
Module_17317	16	16
Module_27439	40	14
Module_22259	31	10
Module_22260	12	12
Module_27440	16	12
Module_22261	10	8
Module_7595	24	15
Module_7596	29	21
Module_22262	16	3
Module_27441	81	34
Module_14410	28	11
Module_27442	10	8
Module_31180	28	10
Module_27443	12	7
Module_31181	24	9
Module_19430	14	13
Module_17318	13	15
Module_17319	30	10
Module_16510	7	4
Module_29165	36	15
Module_22263	80	45
Module_3777	26	22
Module_17320	2	5
Module_3778	24	17
Module_17321	4	8
Module_3779	49	27
Module_29166	54	34
Module_3780	14	8
Module_12888	7	16
Module_35479	12	8
Module_27444	19	21
Module_35480	12	8
Module_27445	45	34
Module_31182	13	6
Module_27446	58	57
Module_19431	112	88
Module_27447	50	34
Module_7597	52	42
Module_12889	90	58
Module_7598	39	26
Module_17322	41	33
Module_12890	118	56
Module_7599	34	27
Module_17323	48	34
Module_7600	32	26
Module_17324	63	43
Module_7601	13	14
Module_31183	2	6
Module_17325	81	41
Module_31184	4	8
Module_17326	150	102
Module_27448	19	5
Module_31185	36	28
Module_31186	0	2
Module_7602	41	27
Module_16511	139	76
Module_31187	16	2
Module_16512	114	53
Module_27449	8	4
Module_12891	100	61
Module_3781	6	0
Module_35481	22	13
Module_19432	0	2
Module_12892	21	14
Module_14411	64	44
Module_16513	7	0
Module_14412	16	22
Module_31188	13	20
Module_35482	18	14
Module_17327	71	46
Module_33302	22	18
Module_5505	24	18
Module_3782	7	9
Module_14413	28	26
Module_31189	5	4
Module_14414	28	26
Module_22264	54	31
Module_5506	13	17
Module_5507	27	4
Module_12893	56	28
Module_5508	24	6
Module_12894	55	28
Module_31190	20	18
Module_5509	26	8
Module_31191	21	18
Module_12895	52	30
Module_31192	25	18
Module_12896	49	28
Module_31193	27	15
Module_12897	25	17
Module_31194	17	13
Module_16514	15	13
Module_19433	19	8
Module_5510	54	51
Module_17328	18	19
Module_5511	40	43
Module_7603	11	5
Module_12898	13	14
Module_5512	50	58
Module_7604	23	9
Module_12899	13	7
Module_5513	64	49
Module_19434	6	2
Module_7605	12	2
Module_3783	17	18
Module_12900	24	15
Module_7606	45	26
Module_5514	12	10
Module_12901	47	24
Module_5515	9	9
Module_12902	45	25
Module_5516	8	9
Module_12903	54	34
Module_12904	43	22
Module_12905	38	29
Module_33303	11	2
Module_33304	19	15
Module_7607	41	40
Module_33305	18	12
Module_7608	45	46
Module_33306	21	17
Module_7609	41	52
Module_33307	33	20
Module_33308	20	22
Module_29167	48	35
Module_27450	30	15
Module_12906	22	18
Module_27451	9	8
Module_12907	38	18
Module_5517	11	3
Module_5518	23	13
Module_12908	54	46
Module_27452	4	1
Module_27453	4	4
Module_33309	4	4
Module_19435	47	18
Module_7610	2	5
Module_12909	60	37
Module_27454	24	8
Module_27455	8	10
Module_17329	43	31
Module_5519	10	14
Module_17330	38	29
Module_5520	39	20
Module_29168	62	54
Module_27456	20	12
Module_27457	22	16
Module_17331	19	8
Module_27458	42	20
Module_17332	38	22
Module_5521	15	9
Module_17333	32	18
Module_5522	62	44
Module_1	4	4
Module_12910	16	11
Module_12911	26	23
Module_22265	26	8
Module_5523	97	67
Module_17334	31	21
Module_12912	19	19
Module_22266	7	5
Module_17335	7	10
Module_17336	15	6
Module_33310	41	18
Module_17337	14	10
Module_12913	19	16
Module_12914	32	22
Module_5524	105	34
Module_22267	25	17
Module_22268	16	12
Module_17338	16	17
Module_22269	50	32
Module_22270	19	19
Module_5525	61	40
Module_22271	16	15
Module_5526	93	71
Module_16515	18	6
Module_3784	42	35
Module_7611	18	14
Module_16516	3	6
Module_12915	6	11
Module_3785	58	50
Module_12916	48	21
Module_16517	20	10
Module_35483	66	41
Module_33311	17	16
Module_17339	44	41
Module_5527	92	55
Module_12917	14	7
Module_5528	74	39
Module_12918	6	4
Module_5529	43	30
Module_5530	87	66
Module_29169	20	9
Module_33312	2	4
Module_5531	62	25
Module_33313	19	14
Module_14415	19	10
Module_5532	33	23
Module_14416	50	34
Module_12919	81	60
Module_29170	10	0
Module_2	35	41
Module_7612	58	49
Module_29171	18	4
Module_19436	11	2
Module_33314	16	13
Module_17340	54	22
Module_5533	21	10
Module_7613	20	19
Module_5534	25	13
Module_12920	43	14
Module_29172	4	4
Module_33315	6	10
Module_14417	26	9
Module_33316	10	9
Module_14418	6	4
Module_14419	7	2
Module_3	35	34
Module_14420	4	0
Module_4	92	59
Module_19437	4	12
Module_14421	30	19
Module_7614	12	11
Module_19438	9	9
Module_14422	26	14
Module_29173	7	7
Module_19439	14	13
Module_29174	7	6
Module_19440	8	10
Module_17341	15	7
Module_5535	13	13
Module_19441	17	6
Module_19442	12	10
Module_17342	14	8
Module_29175	10	4
Module_17343	18	11
Module_5	27	16
Module_19443	2	7
Module_14423	8	4
Module_6	36	36
Module_17344	13	2
Module_29176	12	20
Module_33317	16	14
Module_5536	10	14
Module_17345	19	12
Module_7	9	15
Module_19444	4	4
Module_17346	21	24
Module_27459	2	6
Module_19445	4	7
Module_33318	8	6
Module_17347	36	27
Module_29177	22	26
Module_17348	22	23
Module_29178	15	24
Module_17349	24	29
Module_19446	16	9
Module_19447	6	6
Module_17350	16	6
Module_19448	10	2
Module_5537	32	11
Module_8	32	20
Module_5538	43	16
Module_9	32	26
Module_5539	42	18
Module_14424	38	24
Module_10	40	42
Module_5540	7	6
Module_33319	23	27
Module_27460	36	8
Module_27461	10	6
Module_5541	32	15
Module_11	17	14
Module_5542	34	12
Module_12	15	10
Module_33320	93	50
Module_13	8	12
Module_5543	44	28
Module_27462	15	14
Module_19449	20	9
Module_5544	24	19
Module_33321	35	25
Module_14	15	12
Module_15	13	14
Module_19450	4	10
Module_17351	4	8
Module_19451	14	4
Module_17352	77	80
Module_19452	8	6
Module_16	36	14
Module_27463	16	5
Module_27464	24	22
Module_17	9	6
Module_27465	16	20
Module_18	40	18
Module_19	116	76
Module_20	47	39
Module_3786	4	2
Module_37084	106	45
Module_19453	14	12
Module_21	63	72
Module_3787	32	26
Module_17353	5	11
Module_3788	35	25
Module_17354	7	11
Module_27466	27	20
Module_17355	0	8
Module_17356	55	29
Module_29179	34	34
Module_17357	47	32
Module_29180	36	36
Module_17358	54	34
Module_29181	39	40
Module_17359	54	34
Module_33322	31	13
Module_19454	12	18
Module_17360	15	6
Module_29182	46	20
Module_27467	26	17
Module_3789	6	0
Module_17361	8	8
Module_33323	20	16
Module_22	117	100
Module_27468	26	30
Module_17362	17	12
Module_27469	57	40
Module_33324	39	24
Module_33325	8	14
Module_27470	50	46
Module_33326	11	18
Module_27471	82	55
Module_23	62	59
Module_29183	28	14
Module_24	50	54
Module_27472	29	18
Module_29184	33	14
Module_27473	33	16
Module_29185	29	14
Module_27474	56	29
Module_29186	31	16
Module_27475	61	28
Module_29187	6	6
Module_27476	6	6
Module_27477	18	24
Module_25	136	86
Module_17363	43	18
Module_33327	14	18
Module_3790	6	4
Module_29188	23	12
Module_33328	36	30
Module_3791	10	3
Module_27478	20	18
Module_29189	8	4
Module_12921	28	50
Module_27479	27	7
Module_33329	17	20
Module_33330	8	10
Module_17364	27	24
Module_33331	23	20
Module_17365	43	29
Module_12922	26	22
Module_29190	21	9
Module_12923	28	22
Module_33332	130	81
Module_27480	26	21
Module_12924	25	17
Module_27481	51	27
Module_27482	24	26
Module_33333	19	10
Module_17366	83	24
Module_17367	6	9
Module_26	31	36
Module_17368	18	14
Module_27	16	0
Module_17369	52	18
Module_33334	149	104
Module_7615	22	20
Module_33335	118	74
Module_28	12	6
Module_17370	102	75
Module_29	22	10
Module_30	19	22
Module_3792	3	9
Module_17371	50	41
Module_3793	4	0
Module_14425	40	16
Module_3794	2	2
Module_14426	79	28
Module_33336	204	129
Module_27483	8	5
Module_22272	12	10
Module_14427	93	49
Module_33337	40	25
Module_31	22	16
Module_33338	41	28
Module_32	75	62
Module_29191	26	12
Module_29192	11	6
Module_33	17	21
Module_27484	12	10
Module_33339	22	34
Module_29193	10	6
Module_33340	19	25
Module_29194	9	13
Module_33341	41	25
Module_34	20	8
Module_29195	8	17
Module_35	20	8
Module_29196	9	17
Module_33342	42	20
Module_36	23	8
Module_33343	41	20
Module_29197	10	20
Module_33344	49	21
Module_29198	8	19
Module_29199	13	7
Module_29200	128	65
Module_33345	40	28
Module_29201	15	12
Module_14428	18	18
Module_29202	18	21
Module_37	84	46
Module_17372	19	5
Module_33346	8	11
Module_7616	60	28
Module_17373	49	44
Module_33347	22	18
Module_33348	12	2
Module_29203	14	10
Module_33349	11	4
Module_29204	22	10
Module_33350	7	0
Module_27485	15	8
Module_33351	33	15
Module_29205	36	14
Module_14429	30	20
Module_17374	52	33
Module_29206	24	6
Module_38	35	44
Module_29207	26	10
Module_17375	7	2
Module_12925	69	44
Module_3795	10	13
Module_22273	5	7
Module_27486	95	51
Module_14430	20	27
Module_33352	15	14
Module_7617	6	12
Module_22274	69	41
Module_14431	53	42
Module_17376	15	19
Module_39	19	15
Module_17377	9	10
Module_40	23	19
Module_41	52	35
Module_42	16	10
Module_33353	7	9
Module_43	2	6
Module_17378	30	26
Module_17379	25	12
Module_44	2	2
Module_27487	18	12
Module_22275	9	12
Module_45	11	4
Module_12926	13	10
Module_22276	8	10
Module_46	14	7
Module_17380	34	30
Module_12927	62	35
Module_12928	15	15
Module_47	12	6
Module_12929	31	35
Module_12930	9	8
Module_12931	12	8
Module_33354	22	18
Module_12932	12	10
Module_33355	22	19
Module_12933	5	5
Module_17381	30	18
Module_33356	22	23
Module_48	8	15
Module_49	14	6
Module_12934	23	2
Module_50	11	13
Module_51	18	13
Module_33357	49	17
Module_27488	13	10
Module_52	35	19
Module_53	28	27
Module_17382	25	21
Module_27489	1	5
Module_54	28	14
Module_55	72	46
Module_17383	90	51
Module_56	80	47
Module_17384	94	51
Module_57	76	44
Module_17385	92	51
Module_58	77	43
Module_17386	92	51
Module_27490	58	33
Module_17387	40	32
Module_59	20	15
Module_17388	139	108
Module_17389	70	35
Module_60	14	4
Module_17390	69	34
Module_61	14	4
Module_17391	71	34
Module_62	14	4
Module_17392	69	33
Module_63	10	4
Module_64	5	8
Module_17393	49	36
Module_17394	140	113
Module_17395	15	17
Module_17396	185	106
Module_65	16	5
Module_66	18	12
Module_17397	29	17
Module_22277	14	2
Module_22278	12	11
Module_3796	13	10
Module_67	42	26
Module_5545	56	45
Module_17398	29	14
Module_68	54	45
Module_69	21	17
Module_70	18	14
Module_17399	26	22
Module_71	25	21
Module_27491	132	57
Module_72	21	8
Module_14432	4	2
Module_29208	15	10
Module_22279	10	0
Module_5546	39	34
Module_12935	23	12
Module_12936	6	21
Module_27492	16	6
Module_73	11	4
Module_27493	15	6
Module_74	13	9
Module_27494	18	8
Module_12937	50	38
Module_12938	10	20
Module_75	46	28
Module_17400	15	14
Module_5547	14	13
Module_17401	20	8
Module_5548	41	33
Module_17402	14	16
Module_17403	13	12
Module_76	36	38
Module_27495	14	8
Module_77	26	14
Module_14433	4	4
Module_78	29	28
Module_14434	8	3
Module_79	40	24
Module_80	49	38
Module_5549	12	9
Module_14435	14	12
Module_14436	24	27
Module_12939	9	5
Module_81	32	16
Module_14437	16	11
Module_82	31	14
Module_17404	16	12
Module_12940	11	13
Module_22280	3	0
Module_17405	24	19
Module_12941	38	39
Module_12942	30	23
Module_29209	62	37
Module_14438	99	78
Module_14439	45	35
Module_14440	34	37
Module_12943	122	65
Module_14441	31	21
Module_17406	35	18
Module_14442	42	32
Module_17407	12	7
Module_5550	77	56
Module_22281	23	15
Module_22282	92	61
Module_17408	14	14
Module_5551	124	52
Module_17409	21	20
Module_14443	45	29
Module_5552	28	30
Module_12944	138	71
Module_5553	24	23
Module_83	40	9
Module_17410	88	48
Module_17411	66	52
Module_22283	102	45
Module_22284	10	6
Module_17412	85	40
Module_17413	47	50
Module_22285	18	8
Module_5554	31	27
Module_12945	72	53
Module_5555	34	8
Module_12946	26	22
Module_14444	32	25
Module_17414	16	27
Module_33358	35	24
Module_17415	15	26
Module_17416	40	24
Module_17417	43	27
Module_33359	9	14
Module_17418	128	97
Module_33360	24	33
Module_14445	15	9
Module_22286	12	2
Module_14446	13	2
Module_84	13	14
Module_14447	10	12
Module_85	11	12
Module_5556	6	5
Module_86	12	12
Module_5557	9	7
Module_12947	14	16
Module_14448	20	20
Module_12948	34	18
Module_5558	51	26
Module_14449	24	10
Module_22287	10	6
Module_17419	22	9
Module_33361	18	6
Module_87	21	15
Module_33362	14	10
Module_88	22	15
Module_12949	13	6
Module_33363	13	15
Module_14450	10	2
Module_5559	12	8
Module_33364	12	11
Module_17420	11	10
Module_33365	16	23
Module_33366	26	24
Module_17421	44	20
Module_89	16	9
Module_17422	52	24
Module_90	14	9
Module_17423	54	24
Module_5560	7	14
Module_17424	50	22
Module_33367	13	13
Module_29210	12	17
Module_33368	19	23
Module_29211	4	8
Module_17425	119	64
Module_14451	21	18
Module_17426	107	58
Module_14452	17	12
Module_33369	35	30
Module_29212	25	15
Module_29213	5	11
Module_12950	4	4
Module_5561	12	14
Module_91	12	12
Module_29214	22	10
Module_29215	31	15
Module_5562	16	16
Module_14453	59	28
Module_92	23	22
Module_5563	28	24
Module_93	14	10
Module_14454	27	28
Module_14455	2	8
Module_12951	9	11
Module_33370	13	4
Module_14456	4	4
Module_33371	4	14
Module_14457	36	34
Module_33372	7	9
Module_14458	178	85
Module_33373	19	16
Module_94	51	35
Module_95	26	20
Module_17427	98	76
Module_5564	76	37
Module_5565	24	26
Module_5566	11	8
Module_33374	31	28
Module_33375	8	9
Module_5567	22	13
Module_5568	23	14
Module_33376	4	2
Module_17428	6	2
Module_5569	44	51
Module_33377	12	15
Module_5570	23	4
Module_5571	28	17
Module_33378	14	8
Module_96	33	26
Module_17429	14	12
Module_5572	29	17
Module_33379	11	4
Module_33380	9	15
Module_5573	42	28
Module_33381	17	27
Module_29216	10	4
Module_29217	2	0
Module_31195	53	48
Module_17430	49	20
Module_35484	0	2
Module_33382	30	19
Module_31196	29	24
Module_17431	15	6
Module_97	11	15
Module_98	15	8
Module_31197	40	28
Module_99	12	15
Module_33383	3	0
Module_14459	36	41
Module_17432	17	6
Module_33384	41	24
Module_31198	57	44
Module_33385	14	2
Module_14460	119	61
Module_17433	16	14
Module_31199	19	16
Module_100	11	8
Module_33386	16	6
Module_14461	76	55
Module_19455	46	26
Module_29218	48	26
Module_35485	23	19
Module_14462	14	11
Module_17434	46	30
Module_29219	13	18
Module_14463	20	13
Module_14464	31	17
Module_29220	12	14
Module_12952	175	120
Module_14465	90	44
Module_29221	71	50
Module_17435	28	14
Module_17436	19	20
Module_14466	19	14
Module_101	15	7
Module_7618	114	83
Module_35486	8	9
Module_7619	64	44
Module_7620	47	27
Module_7621	36	34
Module_35487	2	0
Module_33387	89	47
Module_33388	37	23
Module_33389	29	26
Module_33390	79	44
Module_33391	55	35
Module_102	8	23
Module_19456	120	90
Module_35488	22	14
Module_27496	27	30
Module_103	54	30
Module_7622	43	24
Module_35489	3	5
Module_5574	22	24
Module_7623	25	13
Module_5575	38	32
Module_19457	40	42
Module_35490	15	10
Module_27497	40	21
Module_29222	23	8
Module_35491	9	10
Module_27498	32	36
Module_35492	12	6
Module_27499	32	35
Module_35493	8	8
Module_27500	14	16
Module_19458	12	10
Module_33392	43	23
Module_19459	87	52
Module_19460	13	6
Module_7624	54	34
Module_7625	12	16
Module_7626	14	14
Module_33393	12	9
Module_33394	10	11
Module_19461	102	43
Module_27501	25	30
Module_7627	8	6
Module_35494	6	0
Module_35495	32	24
Module_27502	47	38
Module_35496	36	25
Module_27503	43	37
Module_35497	65	59
Module_33395	35	21
Module_19462	28	10
Module_12953	3	9
Module_33396	14	10
Module_33397	12	2
Module_33398	10	10
Module_35498	58	40
Module_12954	6	10
Module_35499	22	23
Module_12955	20	6
Module_33399	16	12
Module_35500	15	10
Module_27504	19	19
Module_35501	24	7
Module_27505	203	116
Module_5576	35	26
Module_19463	15	8
Module_7628	49	32
Module_19464	17	6
Module_5577	13	5
Module_7629	57	42
Module_19465	19	15
Module_27506	34	28
Module_7630	50	40
Module_19466	15	24
Module_35502	26	11
Module_27507	140	99
Module_35503	12	9
Module_22288	62	35
Module_35504	18	12
Module_29223	6	8
Module_35505	15	13
Module_29224	6	10
Module_29225	18	3
Module_104	45	42
Module_17437	4	17
Module_5578	20	8
Module_33400	4	10
Module_27508	25	22
Module_17438	19	20
Module_27509	29	27
Module_27510	2	7
Module_27511	52	39
Module_12956	42	46
Module_12957	30	26
Module_17439	29	14
Module_105	20	13
Module_29226	23	37
Module_29227	40	26
Module_106	11	25
Module_17440	35	24
Module_107	14	23
Module_17441	35	24
Module_108	14	23
Module_17442	32	24
Module_109	88	60
Module_29228	29	20
Module_110	15	6
Module_35506	54	43
Module_29229	35	17
Module_17443	27	18
Module_17444	111	80
Module_17445	29	18
Module_17446	44	25
Module_111	9	6
Module_22289	20	11
Module_17447	94	72
Module_27512	14	2
Module_17448	129	106
Module_27513	39	28
Module_29230	24	9
Module_22290	17	8
Module_27514	244	172
Module_29231	15	4
Module_112	48	38
Module_29232	15	6
Module_113	43	36
Module_29233	14	4
Module_17449	81	66
Module_22291	10	12
Module_29234	34	21
Module_22292	11	10
Module_17450	22	12
Module_29235	24	21
Module_22293	14	18
Module_29236	21	10
Module_29237	44	10
Module_29238	14	7
Module_17451	30	15
Module_22294	7	6
Module_22295	0	8
Module_114	61	35
Module_29239	14	10
Module_17452	27	26
Module_14467	87	47
Module_14468	72	26
Module_35507	14	8
Module_35508	15	9
Module_35509	6	2
Module_14469	23	17
Module_35510	14	12
Module_35511	24	15
Module_14470	63	46
Module_17453	17	16
Module_17454	22	18
Module_29240	83	78
Module_5579	19	18
Module_17455	75	52
Module_17456	27	14
Module_17457	39	11
Module_35512	103	62
Module_35513	22	6
Module_14471	94	54
Module_14472	41	41
Module_5580	15	14
Module_5581	10	6
Module_14473	69	51
Module_14474	39	17
Module_115	14	18
Module_14475	16	13
Module_5582	17	10
Module_12958	28	32
Module_5583	18	14
Module_116	42	32
Module_117	23	16
Module_118	26	18
Module_12959	91	52
Module_5584	10	6
Module_12960	28	19
Module_5585	24	14
Module_5586	50	20
Module_5587	60	46
Module_12961	15	6
Module_5588	14	12
Module_27515	47	29
Module_37085	6	9
Module_37086	4	4
Module_5589	11	12
Module_12962	15	16
Module_5590	45	26
Module_27516	10	8
Module_12963	26	30
Module_17458	10	4
Module_37087	26	18
Module_37088	37	28
Module_37089	8	22
Module_17459	13	10
Module_7631	16	9
Module_5591	6	5
Module_27517	14	12
Module_37090	8	4
Module_5592	16	20
Module_17460	32	8
Module_12964	62	49
Module_17461	15	14
Module_17462	12	30
Module_27518	6	11
Module_5593	16	16
Module_12965	31	16
Module_17463	146	103
Module_27519	19	9
Module_12966	44	27
Module_27520	20	9
Module_12967	61	34
Module_27521	21	14
Module_7632	12	8
Module_37091	17	6
Module_27522	28	16
Module_17464	25	17
Module_12968	70	35
Module_17465	11	14
Module_5594	21	22
Module_5595	46	31
Module_17466	32	26
Module_27523	66	48
Module_17467	215	130
Module_27524	35	21
Module_22296	22	15
Module_17468	14	18
Module_22297	23	18
Module_12969	14	16
Module_27525	11	12
Module_12970	115	78
Module_27526	27	17
Module_12971	49	41
Module_22298	84	40
Module_12972	12	11
Module_12973	11	14
Module_17469	9	4
Module_7633	3	6
Module_22299	10	7
Module_7634	6	11
Module_119	67	46
Module_120	46	49
Module_121	46	39
Module_122	66	45
Module_123	62	64
Module_7635	53	27
Module_124	40	20
Module_17470	8	6
Module_125	23	16
Module_17471	13	15
Module_126	10	19
Module_127	172	86
Module_128	40	13
Module_17472	40	28
Module_129	15	4
Module_130	14	10
Module_17473	53	39
Module_131	6	11
Module_17474	10	18
Module_12974	13	13
Module_12975	8	10
Module_12976	32	20
Module_132	108	122
Module_133	22	4
Module_12977	13	13
Module_12978	45	13
Module_12979	14	14
Module_134	81	60
Module_135	84	51
Module_12980	13	2
Module_27527	28	22
Module_31200	23	9
Module_27528	4	5
Module_12981	73	60
Module_31201	4	8
Module_14476	42	37
Module_17475	22	18
Module_136	33	18
Module_12982	29	27
Module_137	65	43
Module_27529	8	14
Module_17476	18	22
Module_14477	77	66
Module_17477	31	11
Module_17478	14	4
Module_17479	59	61
Module_138	42	18
Module_17480	27	16
Module_14478	16	10
Module_14479	20	14
Module_27530	8	9
Module_35514	154	110
Module_27531	8	4
Module_27532	15	13
Module_17481	25	15
Module_27533	14	14
Module_14480	24	7
Module_17482	45	24
Module_17483	43	27
Module_17484	14	17
Module_12983	6	3
Module_33401	24	22
Module_33402	56	30
Module_12984	30	30
Module_12985	41	25
Module_17485	90	44
Module_14481	222	144
Module_14482	86	47
Module_17486	43	29
Module_14483	63	33
Module_17487	44	27
Module_14484	160	103
Module_14485	88	97
Module_33403	22	13
Module_17488	3	8
Module_139	56	42
Module_17489	32	24
